engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d,monthly_contract_value,expected_end_date,remaining_months,contract_exposure,heuristic_risk_probability,risk_adjusted_exposure
ENG-00006,2025-11-01,87.42,93.93,90.46,77.01,66.68,83.62,Healthy,0,2670167.58,2025-11-01,0,0.0,0.16379999999999995,0.0
ENG-00121,2025-11-01,77.82,80.04,97.77,74.36,52.97,76.76,Watch,0,1247990.77,2025-11-01,0,0.0,0.23239999999999994,0.0
ENG-00823,2025-11-01,80.89,90.39,89.73,83.22,59.14,80.56,Healthy,0,1222354.33,2025-11-01,0,0.0,0.19440000000000002,0.0
ENG-00819,2025-11-01,76.91,84.52,84.42,79.53,55.58,76.06,Watch,0,2597986.86,2025-11-01,0,0.0,0.23939999999999995,0.0
ENG-01055,2025-11-01,53.8,56.24,47.57,52.89,29.27,48.0,Critical,1,1912258.72,2026-06-01,7,13385811.04,0.52,6960621.7408
ENG-00016,2025-11-01,63.44,64.35,60.51,67.65,40.24,59.03,Critical,1,1345848.94,2026-01-01,2,2691697.88,0.40969999999999995,1102788.6214359999
ENG-01001,2025-11-01,85.62,87.03,97.53,76.7,82.48,86.32,Healthy,0,1296304.92,2025-11-01,0,0.0,0.13680000000000003,0.0
ENG-01013,2025-11-01,93.43,80.27,99.19,85.75,64.23,84.96,Healthy,0,2803095.91,2025-11-01,0,0.0,0.1504000000000001,0.0
ENG-00845,2025-11-01,75.33,81.23,85.73,70.65,53.81,73.58,Watch,0,2253395.28,2025-11-01,0,0.0,0.2642,0.0
ENG-00082,2025-11-01,76.16,88.06,85.37,76.95,67.55,78.78,Watch,0,2369555.86,2025-11-01,0,0.0,0.21219999999999994,0.0
ENG-00856,2025-11-01,66.19,62.29,48.15,61.25,27.0,53.22,Critical,1,1454241.55,2026-04-01,5,7271207.75,0.4678,3401470.98545
ENG-00411,2025-11-01,82.76,81.09,84.07,74.7,72.96,79.52,Watch,0,2377163.38,2025-11-01,0,0.0,0.2048000000000001,0.0
ENG-00947,2025-11-01,66.6,69.32,41.81,68.95,49.85,59.19,Critical,1,2059917.25,2026-02-01,3,6179751.75,0.4081,2521956.689175
ENG-00655,2025-11-01,80.05,87.21,91.52,71.79,69.93,80.51,Healthy,0,1780180.54,2025-11-01,0,0.0,0.19489999999999996,0.0
ENG-00444,2025-11-01,74.66,87.81,98.88,71.28,73.37,81.37,Healthy,0,1094319.0,2025-11-01,0,0.0,0.1862999999999999,0.0
ENG-00425,2025-11-01,69.9,75.66,68.01,77.63,57.55,69.36,Watch,0,2295634.9,2025-11-01,0,0.0,0.3064,0.0
ENG-00875,2025-11-01,77.52,83.84,96.38,76.08,71.99,81.23,Healthy,0,1767030.84,2025-11-01,0,0.0,0.18769999999999998,0.0
ENG-00359,2025-11-01,65.3,75.11,84.07,73.66,38.3,66.87,Watch,0,1310598.95,2025-11-01,0,0.0,0.33129999999999993,0.0
ENG-00956,2025-11-01,74.9,79.6,59.22,65.03,50.51,66.35,Watch,0,2552059.39,2025-11-01,0,0.0,0.3365,0.0
ENG-00345,2025-11-01,80.56,79.51,79.99,80.06,65.61,77.17,Watch,0,2155566.25,2025-11-01,0,0.0,0.22829999999999995,0.0
ENG-01106,2025-11-01,77.89,83.19,94.88,66.31,58.15,76.66,Watch,0,3107965.61,2025-11-01,0,0.0,0.23340000000000005,0.0
ENG-01101,2025-11-01,72.63,75.76,100.0,77.82,51.69,75.32,Watch,0,2191969.0,2025-11-01,0,0.0,0.24680000000000002,0.0
ENG-00474,2025-11-01,70.98,91.15,88.13,75.6,65.94,78.13,Watch,0,1565577.76,2025-11-01,0,0.0,0.2187,0.0
ENG-00893,2025-11-01,88.0,80.39,67.87,69.59,51.7,72.43,Watch,0,1466946.18,2025-11-01,0,0.0,0.27569999999999995,0.0
ENG-00753,2025-11-01,88.16,90.09,91.59,71.39,76.29,84.34,Healthy,0,1258770.52,2025-11-01,0,0.0,0.15659999999999996,0.0
ENG-00865,2025-11-01,74.01,69.94,71.08,72.08,46.2,66.76,Watch,0,3560925.8,2025-11-01,0,0.0,0.3323999999999999,0.0
ENG-00286,2025-11-01,78.26,85.08,86.44,72.38,61.35,77.0,Watch,0,2745999.36,2025-11-01,0,0.0,0.22999999999999998,0.0
ENG-00236,2025-11-01,91.06,91.9,86.54,77.49,60.93,82.26,Healthy,0,1126131.93,2025-11-01,0,0.0,0.1774,0.0
ENG-00229,2025-12-01,78.88,89.9,96.23,68.58,63.79,79.99,Watch,0,1352294.66,2025-12-01,0,0.0,0.20010000000000006,0.0
ENG-00745,2025-12-01,55.8,40.51,25.48,57.47,22.27,40.22,Critical,1,1459272.63,2026-05-01,5,7296363.149999999,0.5978,4361765.89107
ENG-00499,2025-12-01,80.89,91.38,100.0,80.46,67.58,84.09,Healthy,0,2111712.52,2025-12-01,0,0.0,0.15910000000000002,0.0
ENG-01061,2025-12-01,62.34,49.35,46.06,67.67,22.07,49.23,Critical,1,1985635.57,2026-04-01,4,7942542.28,0.5077,4032428.7155560004
ENG-00489,2025-12-01,58.0,40.38,50.34,62.02,20.67,46.08,Critical,1,1948427.54,2026-03-01,3,5845282.62,0.5392,3151776.388704
ENG-00460,2025-12-01,72.36,74.98,53.65,78.82,54.13,66.47,Watch,0,994284.73,2025-12-01,0,0.0,0.33530000000000004,0.0
ENG-00770,2025-12-01,59.74,49.19,49.82,59.62,30.33,49.75,Critical,1,1420692.53,2026-06-01,6,8524155.18,0.5025,4283387.977949999
ENG-00071,2025-12-01,64.66,52.82,68.7,72.36,36.7,58.66,Critical,1,2219764.77,2026-02-01,2,4439529.54,0.4134,1835301.511836
ENG-01159,2025-12-01,83.32,88.25,97.41,75.72,53.34,79.99,Watch,0,1920421.0,2025-12-01,0,0.0,0.20010000000000006,0.0
ENG-00864,2025-12-01,71.53,69.41,90.74,71.2,50.78,70.75,Watch,0,2335207.33,2025-12-01,0,0.0,0.2925,0.0
ENG-00602,2025-12-01,78.6,86.38,84.05,83.06,65.52,79.3,Watch,0,905821.76,2025-12-01,0,0.0,0.20700000000000007,0.0
ENG-00201,2025-12-01,79.05,84.92,87.95,81.22,55.64,77.65,Watch,0,1346947.86,2025-12-01,0,0.0,0.22349999999999992,0.0
ENG-00009,2025-12-01,71.88,68.21,53.66,76.87,42.85,62.44,Watch,1,2328716.46,2026-03-01,3,6986149.38,0.37560000000000004,2623997.7071280004
ENG-00516,2025-12-01,78.14,94.14,100.0,72.92,78.13,84.93,Healthy,0,1762428.21,2025-12-01,0,0.0,0.15069999999999995,0.0
ENG-00512,2025-12-01,78.08,83.67,94.32,76.34,44.86,75.54,Watch,0,1798513.26,2025-12-01,0,0.0,0.24459999999999993,0.0
ENG-00611,2025-12-01,60.56,51.33,59.11,70.17,22.78,52.31,Critical,1,879366.3,2026-05-01,5,4396831.5,0.4769,2096848.94235
ENG-00536,2025-12-01,77.3,86.51,99.32,79.9,59.13,80.3,Healthy,0,1605450.27,2025-12-01,0,0.0,0.19700000000000006,0.0
ENG-00530,2025-12-01,86.12,79.71,100.0,81.21,72.09,84.07,Healthy,0,1402295.73,2025-12-01,0,0.0,0.1593000000000001,0.0
ENG-00689,2025-12-01,61.95,47.91,53.95,65.96,23.16,50.39,Critical,1,2676789.01,2026-02-01,2,5353578.02,0.4961,2655910.0557219996
ENG-00955,2025-12-01,74.83,77.82,98.83,67.56,58.86,75.94,Watch,0,3513565.24,2025-12-01,0,0.0,0.24060000000000004,0.0
ENG-00344,2025-12-01,58.58,57.46,56.13,70.27,30.57,54.02,Critical,1,971172.54,2026-04-01,4,3884690.16,0.4598,1786180.535568
ENG-00267,2025-12-01,67.74,53.35,61.54,74.61,36.41,58.39,Critical,1,1971543.87,2026-04-01,4,7886175.48,0.4161,3281437.6172280004
ENG-00996,2025-12-01,73.89,74.87,84.54,77.31,57.36,73.42,Watch,0,920438.24,2025-12-01,0,0.0,0.26580000000000004,0.0
ENG-01146,2025-12-01,69.79,75.02,72.88,71.63,53.31,68.43,Watch,0,2945708.7,2025-12-01,0,0.0,0.3157,0.0
ENG-00309,2025-12-01,66.23,66.66,60.81,70.05,43.76,61.31,Watch,1,1193812.0,2026-03-01,3,3581436.0,0.3869,1385657.5884
ENG-00316,2025-12-01,76.54,76.52,100.0,73.68,50.12,75.52,Watch,0,1372593.98,2025-12-01,0,0.0,0.24480000000000002,0.0
ENG-00338,2025-12-01,59.49,42.51,41.78,64.14,21.79,45.71,Critical,1,2987313.55,2026-02-01,2,5974627.1,0.5428999999999999,3243625.0525899995
ENG-01066,2025-12-01,82.99,91.36,97.46,79.78,57.87,82.05,Healthy,0,3309360.5,2025-12-01,0,0.0,0.1795,0.0
ENG-00667,2025-12-01,80.68,86.87,75.21,75.37,47.73,73.44,Watch,0,3514625.86,2025-12-01,0,0.0,0.26560000000000006,0.0
ENG-00096,2025-12-01,85.07,78.97,81.94,80.16,59.13,77.3,Watch,0,1140023.14,2025-12-01,0,0.0,0.22699999999999998,0.0
ENG-00247,2025-12-01,88.79,92.26,83.6,85.75,69.15,84.06,Healthy,0,883618.47,2025-12-01,0,0.0,0.1594,0.0
ENG-00934,2025-12-01,75.71,79.04,77.48,76.0,49.58,71.55,Watch,0,1280316.19,2025-12-01,0,0.0,0.2845,0.0
ENG-01077,2025-12-01,62.67,64.03,50.42,70.56,42.03,57.55,Critical,1,2042719.76,2026-02-01,2,4085439.52,0.4245,1734269.0762399998
ENG-00427,2025-12-01,70.53,73.85,68.12,74.64,43.27,65.88,Watch,0,1769694.36,2025-12-01,0,0.0,0.34120000000000006,0.0
ENG-00404,2025-12-01,83.8,86.59,96.16,67.2,63.32,80.24,Healthy,0,2610632.84,2025-12-01,0,0.0,0.1976,0.0
ENG-00394,2025-12-01,64.93,48.65,53.43,74.68,8.91,49.63,Critical,1,2726625.69,2026-04-01,4,10906502.76,0.5037,5493605.440212
ENG-01012,2026-01-01,78.58,72.58,73.69,70.53,55.89,70.65,Watch,0,1431404.27,2026-01-01,0,0.0,0.2935,0.0
ENG-00891,2026-01-01,80.2,74.51,90.71,67.27,50.71,73.33,Watch,0,1441336.87,2026-01-01,0,0.0,0.26670000000000005,0.0
ENG-00861,2026-01-01,59.93,56.06,54.57,69.43,39.08,55.34,Critical,1,1089897.25,2026-04-01,3,3269691.75,0.4466,1460244.33555
ENG-01032,2026-01-01,83.15,75.52,72.22,76.18,64.82,74.73,Watch,0,835490.99,2026-01-01,0,0.0,0.2526999999999999,0.0
ENG-00508,2026-01-01,75.14,74.87,80.4,76.78,64.22,74.2,Watch,0,998537.93,2026-01-01,0,0.0,0.258,0.0
ENG-00326,2026-01-01,66.51,72.09,68.62,64.42,47.52,63.94,Watch,0,1778468.08,2026-01-01,0,0.0,0.36060000000000003,0.0
ENG-00304,2026-01-01,88.96,84.8,99.29,72.73,68.01,83.57,Healthy,0,807036.46,2026-01-01,0,0.0,0.1643000000000001,0.0
ENG-00295,2026-01-01,76.19,73.96,79.49,66.46,63.7,72.45,Watch,0,1229412.6,2026-01-01,0,0.0,0.27549999999999997,0.0
ENG-00358,2026-01-01,78.61,78.5,79.43,73.24,57.27,73.68,Watch,0,2695214.93,2026-01-01,0,0.0,0.2631999999999999,0.0
ENG-00652,2026-01-01,80.2,85.23,91.45,68.7,57.77,77.25,Watch,0,2298091.93,2026-01-01,0,0.0,0.22750000000000004,0.0
ENG-00721,2026-01-01,79.07,76.51,91.1,73.93,62.68,76.91,Watch,0,1208758.74,2026-01-01,0,0.0,0.2309,0.0
ENG-01078,2026-01-01,48.58,42.74,29.92,54.48,17.46,38.34,Critical,1,2253816.41,2026-03-01,2,4507632.82,0.6166,2779406.3968120003
ENG-00208,2026-01-01,73.67,77.16,91.19,71.09,57.08,74.17,Watch,0,949319.41,2026-01-01,0,0.0,0.2583,0.0
ENG-00708,2026-01-01,81.39,79.93,72.91,76.62,60.33,74.47,Watch,0,3344784.08,2026-01-01,0,0.0,0.25529999999999997,0.0
ENG-00283,2026-01-01,68.97,67.43,96.46,78.17,49.49,71.64,Watch,0,1766688.42,2026-01-01,0,0.0,0.28359999999999996,0.0
ENG-00699,2026-01-01,68.75,65.02,66.25,68.92,51.55,64.09,Watch,0,913295.3,2026-01-01,0,0.0,0.3591,0.0
ENG-01132,2026-01-01,87.34,84.77,81.6,78.98,62.04,79.36,Watch,0,1702771.42,2026-01-01,0,0.0,0.20640000000000003,0.0
ENG-01116,2026-01-01,79.51,77.72,78.06,74.76,54.12,73.07,Watch,0,2668361.25,2026-01-01,0,0.0,0.2693000000000001,0.0
ENG-00559,2026-01-01,81.27,79.89,66.97,64.75,53.9,70.18,Watch,0,2367260.38,2026-01-01,0,0.0,0.2981999999999999,0.0
ENG-00528,2026-01-01,69.47,71.89,77.05,73.52,52.64,68.71,Watch,0,940895.92,2026-01-01,0,0.0,0.31290000000000007,0.0
ENG-00515,2026-01-01,63.61,50.24,35.51,66.02,20.0,46.96,Critical,1,1186579.59,2026-04-01,3,3559738.7700000005,0.5304,1888085.4436080002
ENG-00509,2026-01-01,80.1,81.67,92.76,74.02,62.32,78.48,Watch,0,1090068.22,2026-01-01,0,0.0,0.21519999999999995,0.0
ENG-01112,2026-01-01,73.69,74.04,85.62,78.39,63.6,74.83,Watch,0,2615395.14,2026-01-01,0,0.0,0.25170000000000003,0.0
ENG-00450,2026-01-01,58.9,54.12,56.69,60.91,28.35,51.69,Critical,1,1522508.21,2026-03-01,2,3045016.42,0.4831,1471047.432502
ENG-00446,2026-01-01,62.26,57.52,63.75,60.86,29.84,54.91,Critical,1,1195317.99,2026-08-01,7,8367225.93,0.4509000000000001,3772782.1718370006
ENG-00604,2026-01-01,77.5,79.41,56.27,79.62,57.05,69.86,Watch,0,1268569.91,2026-01-01,0,0.0,0.3014,0.0
ENG-00206,2026-01-01,58.9,57.6,62.07,65.34,13.37,51.13,Critical,1,2228446.62,2026-06-01,5,11142233.100000001,0.4887,5445209.315970001
ENG-00140,2026-01-01,81.06,73.08,61.38,78.56,46.14,68.17,Watch,0,1058445.32,2026-01-01,0,0.0,0.3183,0.0
ENG-00146,2026-01-01,79.18,83.24,89.04,80.72,55.0,77.36,Watch,0,1191925.44,2026-01-01,0,0.0,0.22640000000000005,0.0
ENG-00763,2026-01-01,58.89,50.05,37.57,67.39,22.2,46.79,Critical,1,1726991.31,2026-03-01,2,3453982.62,0.5321,1837864.152102
ENG-00159,2026-01-01,78.65,76.28,71.87,73.38,55.21,71.34,Watch,0,873188.67,2026-01-01,0,0.0,0.28659999999999997,0.0
ENG-00095,2026-01-01,68.68,59.46,78.74,69.06,26.02,60.37,Watch,1,776215.19,2026-05-01,4,3104860.76,0.3963,1230456.319188
ENG-00806,2026-01-01,56.45,44.57,37.97,64.25,14.47,43.15,Critical,1,1677686.35,2026-06-01,5,8388431.75,0.5685,4768823.449875
ENG-00809,2026-01-01,52.94,49.43,51.54,68.77,26.71,49.09,Critical,1,2622226.17,2026-08-01,7,18355583.189999998,0.5090999999999999,9344827.402028996
ENG-00786,2026-01-01,77.82,87.8,98.04,76.18,79.7,83.99,Healthy,0,2552215.98,2026-01-01,0,0.0,0.16010000000000002,0.0
ENG-00119,2026-01-01,57.42,42.19,36.71,64.38,34.61,46.72,Critical,1,1094020.3,2026-06-01,5,5470101.5,0.5327999999999999,2914470.0791999996
ENG-00123,2026-01-01,70.1,79.45,82.13,65.69,55.78,70.85,Watch,0,2676381.39,2026-01-01,0,0.0,0.2915000000000001,0.0
ENG-00200,2026-01-01,55.63,43.63,67.88,64.86,30.39,52.02,Critical,1,2848563.28,2026-04-01,3,8545689.84,0.4798,4100221.985232
ENG-00050,2026-02-01,60.7,68.17,65.9,65.97,27.95,57.47,Critical,1,2130684.86,2026-09-01,7,14914794.02,0.4253,6343261.896706
ENG-00923,2026-02-01,67.76,73.51,77.99,78.1,55.4,70.04,Watch,0,2346136.8,2026-02-01,0,0.0,0.2996,0.0
ENG-00513,2026-02-01,57.24,46.29,50.91,71.41,21.92,48.84,Critical,1,1809106.65,2026-06-01,4,7236426.6,0.5115999999999999,3702155.8485599994
ENG-00061,2026-02-01,65.49,53.75,50.18,61.54,24.25,51.24,Critical,1,2247246.8,2026-06-01,4,8988987.2,0.48760000000000003,4383030.15872
ENG-01187,2026-02-01,66.4,79.02,43.64,69.03,56.49,62.79,Watch,0,856686.27,2026-02-01,0,0.0,0.3721,0.0
ENG-01196,2026-02-01,76.09,84.85,87.34,80.74,56.67,76.91,Watch,0,1025091.11,2026-02-01,0,0.0,0.2309,0.0
ENG-01197,2026-02-01,79.98,78.01,80.02,74.09,60.72,74.86,Watch,0,767888.16,2026-02-01,0,0.0,0.25139999999999996,0.0
ENG-00073,2026-02-01,69.08,73.51,92.73,67.83,51.25,70.94,Watch,0,1980469.62,2026-02-01,0,0.0,0.29059999999999997,0.0
ENG-00417,2026-02-01,70.54,67.26,86.48,72.73,50.0,69.29,Watch,0,1067940.88,2026-02-01,0,0.0,0.30709999999999993,0.0
ENG-01026,2026-02-01,65.75,63.04,64.46,74.53,36.9,60.5,Watch,1,2987916.43,2026-06-01,4,11951665.72,0.395,4720907.9594
ENG-00275,2026-02-01,85.41,91.69,80.38,71.58,73.04,81.11,Healthy,0,1031062.14,2026-02-01,0,0.0,0.18889999999999996,0.0
ENG-01174,2026-02-01,77.17,89.78,97.7,73.34,55.76,78.94,Watch,0,1982269.89,2026-02-01,0,0.0,0.2106,0.0
ENG-00290,2026-02-01,86.29,89.35,84.98,80.26,60.34,80.55,Healthy,0,2377784.47,2026-02-01,0,0.0,0.1945,0.0
ENG-00293,2026-02-01,83.54,83.2,89.68,79.64,62.05,79.82,Watch,0,1367776.97,2026-02-01,0,0.0,0.2018000000000001,0.0
ENG-00251,2026-02-01,71.94,87.4,87.36,75.13,54.74,75.16,Watch,0,3066091.43,2026-02-01,0,0.0,0.24840000000000007,0.0
ENG-01162,2026-02-01,75.01,77.43,84.34,64.07,45.13,69.74,Watch,0,2719508.82,2026-02-01,0,0.0,0.3026000000000001,0.0
ENG-00181,2026-02-01,68.74,72.13,56.39,66.43,50.37,62.93,Watch,0,3333175.95,2026-02-01,0,0.0,0.37070000000000003,0.0
ENG-00981,2026-02-01,77.11,80.09,97.94,82.23,56.25,78.47,Watch,0,1067858.9,2026-02-01,0,0.0,0.21530000000000005,0.0
ENG-01133,2026-02-01,79.38,92.28,77.57,77.23,70.68,79.53,Watch,0,2970216.76,2026-02-01,0,0.0,0.2047,0.0
ENG-00115,2026-02-01,66.53,75.95,92.22,67.72,46.02,69.63,Watch,0,2115123.33,2026-02-01,0,0.0,0.3037000000000001,0.0
ENG-01128,2026-02-01,82.47,83.19,69.72,77.83,65.29,75.93,Watch,0,1498203.07,2026-02-01,0,0.0,0.24069999999999991,0.0
ENG-00407,2026-02-01,76.51,82.98,92.3,68.88,69.21,78.36,Watch,0,2135550.3,2026-02-01,0,0.0,0.21640000000000004,0.0
ENG-00414,2026-02-01,72.11,74.55,94.13,70.3,59.02,74.11,Watch,0,3206008.56,2026-02-01,0,0.0,0.2589,0.0
ENG-00124,2026-02-01,74.19,79.2,70.29,76.57,48.49,69.63,Watch,0,2186183.32,2026-02-01,0,0.0,0.3037000000000001,0.0
ENG-00935,2026-02-01,80.91,88.57,94.43,80.72,63.87,81.71,Healthy,0,3166879.1,2026-02-01,0,0.0,0.18290000000000006,0.0
ENG-00707,2026-02-01,61.77,55.91,88.31,62.1,20.87,57.78,Critical,1,1424487.67,2026-04-01,2,2848975.34,0.4222,1202837.388548
ENG-00784,2026-02-01,62.2,78.21,88.1,63.89,39.66,66.33,Watch,1,1309117.7,2026-07-01,5,6545588.5,0.3367,2203899.64795
ENG-00783,2026-02-01,75.33,84.74,71.34,74.91,58.93,73.07,Watch,0,1056714.06,2026-02-01,0,0.0,0.2693000000000001,0.0
ENG-00739,2026-02-01,63.31,53.58,44.46,68.69,39.46,53.63,Critical,1,2653830.88,2026-06-01,4,10615323.52,0.4637,4922325.516224
ENG-00621,2026-02-01,65.81,62.29,56.33,65.86,43.27,58.71,Critical,0,1515897.37,2026-02-01,0,0.0,0.41290000000000004,0.0
ENG-00725,2026-02-01,82.51,88.73,97.02,72.36,54.65,79.56,Watch,0,2090100.89,2026-02-01,0,0.0,0.20440000000000003,0.0
ENG-00605,2026-02-01,57.0,55.43,57.75,68.8,30.81,53.37,Critical,1,1570695.55,2026-05-01,3,4712086.65,0.46630000000000005,2197246.0048950003
ENG-00894,2026-02-01,80.17,90.01,81.37,81.64,56.78,77.92,Watch,0,2077694.33,2026-02-01,0,0.0,0.2208,0.0
ENG-01075,2026-02-01,81.42,80.07,98.91,79.61,61.09,80.31,Healthy,0,2319072.29,2026-02-01,0,0.0,0.19689999999999996,0.0
ENG-00657,2026-02-01,76.07,81.44,77.62,75.59,62.77,74.72,Watch,0,2048792.27,2026-02-01,0,0.0,0.2528,0.0
ENG-00539,2026-02-01,86.45,98.32,99.14,77.04,77.43,88.15,Healthy,0,1037333.0,2026-02-01,0,0.0,0.11849999999999994,0.0
ENG-01087,2026-02-01,67.18,69.25,92.0,62.5,50.25,68.47,Watch,1,990460.99,2026-04-01,2,1980921.98,0.3153,624584.7002940001
ENG-00828,2026-02-01,71.97,83.83,81.36,73.28,67.56,75.54,Watch,0,1600115.96,2026-02-01,0,0.0,0.24459999999999993,0.0
ENG-00908,2026-02-01,62.23,62.61,41.14,68.22,25.89,51.72,Critical,1,2752700.29,2026-05-01,3,8258100.87,0.4828,3987011.100036
ENG-00557,2026-02-01,68.17,57.79,77.02,73.03,43.28,63.62,Watch,1,3520077.39,2026-08-01,6,21120464.34,0.3638,7683624.926892
ENG-00322,2026-03-01,77.13,67.46,55.49,72.53,49.31,64.61,Watch,1,1704760.11,2026-05-01,2,3409520.22,0.3539,1206629.205858
ENG-00266,2026-03-01,80.89,86.39,92.08,66.0,60.84,77.98,Watch,0,1652476.25,2026-03-01,0,0.0,0.22019999999999995,0.0
ENG-00288,2026-03-01,83.53,92.58,85.15,76.05,71.73,82.18,Healthy,0,1797245.28,2026-03-01,0,0.0,0.17819999999999991,0.0
ENG-00274,2026-03-01,79.06,84.44,93.72,78.03,66.96,80.49,Healthy,0,2576311.31,2026-03-01,0,0.0,0.19510000000000005,0.0
ENG-00692,2026-03-01,76.05,76.11,87.21,63.89,64.89,74.24,Watch,0,2198594.1,2026-03-01,0,0.0,0.25760000000000005,0.0
ENG-01086,2026-03-01,85.78,81.54,95.89,76.13,73.97,83.14,Healthy,0,2777239.64,2026-03-01,0,0.0,0.16859999999999997,0.0
ENG-00818,2026-03-01,77.05,86.01,71.51,85.05,54.77,74.48,Watch,0,1540350.62,2026-03-01,0,0.0,0.2552,0.0
ENG-00853,2026-03-01,65.18,57.49,60.93,70.61,27.1,55.99,Critical,1,1376753.91,2026-08-01,5,6883769.55,0.44009999999999994,3029546.9789549997
ENG-00800,2026-03-01,69.93,76.25,84.52,74.56,57.48,72.32,Watch,0,2932905.59,2026-03-01,0,0.0,0.27680000000000005,0.0
ENG-00104,2026-03-01,78.62,74.61,74.24,72.22,48.35,69.93,Watch,0,2768688.62,2026-03-01,0,0.0,0.30069999999999997,0.0
ENG-00015,2026-03-01,72.34,77.49,100.0,78.17,44.82,74.27,Watch,0,1046131.65,2026-03-01,0,0.0,0.2573000000000001,0.0
ENG-00047,2026-03-01,65.08,52.28,50.78,70.89,24.63,52.44,Critical,1,1626645.05,2026-05-01,2,3253290.1,0.4756,1547264.77156
ENG-00054,2026-03-01,73.46,74.47,88.28,73.34,56.27,73.17,Watch,0,2720951.6,2026-03-01,0,0.0,0.2683,0.0
ENG-00060,2026-03-01,77.33,74.61,87.54,70.19,43.22,70.94,Watch,0,2814083.16,2026-03-01,0,0.0,0.29059999999999997,0.0
ENG-00112,2026-03-01,80.2,100.0,100.0,81.98,68.31,86.01,Healthy,0,2790993.98,2026-03-01,0,0.0,0.1398999999999999,0.0
ENG-00173,2026-03-01,79.33,78.05,90.28,76.97,50.81,75.21,Watch,0,3269546.95,2026-03-01,0,0.0,0.2479,0.0
ENG-01076,2026-03-01,69.7,75.18,97.56,80.45,49.01,73.84,Watch,0,2568792.48,2026-03-01,0,0.0,0.26159999999999994,0.0
ENG-01169,2026-03-01,84.64,94.59,100.0,69.61,81.1,86.74,Healthy,0,1264982.45,2026-03-01,0,0.0,0.13260000000000005,0.0
ENG-00122,2026-03-01,77.07,78.61,91.09,74.06,61.41,76.6,Watch,0,1394469.17,2026-03-01,0,0.0,0.2340000000000001,0.0
ENG-00997,2026-03-01,90.89,93.47,100.0,85.67,67.82,87.83,Healthy,0,1242633.99,2026-03-01,0,0.0,0.12170000000000003,0.0
ENG-00150,2026-03-01,80.73,78.81,95.52,80.4,54.62,78.03,Watch,0,2124627.5,2026-03-01,0,0.0,0.2197,0.0
ENG-01095,2026-03-01,74.94,73.49,77.44,75.75,58.66,72.01,Watch,0,912420.05,2026-03-01,0,0.0,0.2798999999999999,0.0
ENG-00941,2026-03-01,84.15,83.86,66.6,74.49,55.91,73.48,Watch,0,2198651.44,2026-03-01,0,0.0,0.2652,0.0
ENG-01120,2026-03-01,80.52,74.41,74.24,67.72,71.48,74.31,Watch,0,2230101.16,2026-03-01,0,0.0,0.2569,0.0
ENG-00439,2026-03-01,80.4,88.1,94.65,74.1,71.54,82.07,Healthy,0,2129995.29,2026-03-01,0,0.0,0.17930000000000001,0.0
ENG-00443,2026-03-01,76.54,76.71,94.14,75.87,39.12,72.51,Watch,0,1781068.18,2026-03-01,0,0.0,0.2748999999999999,0.0
ENG-01035,2026-03-01,80.43,86.24,95.2,65.43,58.72,77.95,Watch,0,1444521.55,2026-03-01,0,0.0,0.22049999999999992,0.0
ENG-00901,2026-03-01,52.6,52.81,43.31,68.55,26.6,47.98,Critical,1,1159530.65,2026-07-01,4,4638122.6,0.5202,2412751.37652
ENG-01097,2026-03-01,75.48,79.68,71.91,76.82,62.65,73.24,Watch,0,1466197.98,2026-03-01,0,0.0,0.26760000000000006,0.0
ENG-00596,2026-03-01,79.88,84.07,94.17,74.2,51.76,77.1,Watch,0,3146132.61,2026-03-01,0,0.0,0.2290000000000001,0.0
ENG-01107,2026-03-01,76.26,83.11,72.22,77.02,67.2,75.12,Watch,0,819118.05,2026-03-01,0,0.0,0.2487999999999999,0.0
ENG-00520,2026-03-01,77.64,84.68,100.0,74.34,55.36,78.57,Watch,0,1812319.28,2026-03-01,0,0.0,0.21430000000000005,0.0
ENG-00380,2026-03-01,85.12,82.9,92.5,77.77,80.58,84.14,Healthy,0,1654381.92,2026-03-01,0,0.0,0.15859999999999996,0.0
ENG-00570,2026-04-01,73.62,86.57,94.45,76.58,56.82,77.46,Watch,0,1333036.0,2026-04-01,0,0.0,0.22540000000000004,0.0
ENG-00540,2026-04-01,62.65,38.18,26.88,54.9,14.38,39.78,Critical,1,779239.18,2026-11-01,7,5454674.260000001,0.6022000000000001,3284804.8393720007
ENG-00931,2026-04-01,75.32,78.9,53.43,60.95,49.55,64.35,Watch,1,3384809.64,2026-06-01,2,6769619.28,0.35650000000000004,2413369.27332
ENG-00448,2026-04-01,84.95,80.24,87.35,79.12,69.07,80.44,Healthy,0,2388682.13,2026-04-01,0,0.0,0.1956,0.0
ENG-00143,2026-04-01,83.61,83.17,56.83,79.94,62.49,73.39,Watch,0,1109286.99,2026-04-01,0,0.0,0.2661,0.0
ENG-00930,2026-04-01,73.37,71.39,92.08,63.04,54.98,71.49,Watch,0,983921.97,2026-04-01,0,0.0,0.2851,0.0
ENG-01100,2026-04-01,62.6,51.54,34.87,63.85,27.27,47.96,Critical,1,1386103.52,2026-07-01,3,4158310.56,0.5204,2163984.815424
