engagement_id,client_id,talent_id,role,start_date,expected_end_date,monthly_contract_value,status,termination_date,outcome
ENG-00760,C-0040,T-0455,Data Analyst,2024-10-01,2025-07-01,892805.2,Active,,Completed
ENG-00761,C-0058,T-0456,Data Engineer,2025-01-01,2026-01-01,1771986.83,Terminated,2025-06-01,Early Termination
ENG-00762,C-0026,T-0397,Data Engineer,2024-10-01,2025-06-01,2091864.1,Active,,Renewed
ENG-00763,C-0012,T-0176,Analytics Engineer,2025-09-01,2026-03-01,1726991.31,Terminated,2026-01-01,Early Termination
ENG-00764,C-0045,T-0030,Analytics Engineer,2025-04-01,2026-01-01,3455831.34,Terminated,2025-10-01,Early Termination
ENG-00765,C-0001,T-0356,AI Engineer,2024-10-01,2025-10-01,777786.36,Active,,Renewed
ENG-00766,C-0028,T-0215,Analytics Engineer,2026-04-01,2026-10-01,1845891.87,Active,,Completed
ENG-00767,C-0059,T-0496,Analytics Engineer,2025-05-01,2025-12-01,2194508.09,Terminated,2025-10-01,Early Termination
ENG-00768,C-0025,T-0350,AI Engineer,2025-04-01,2025-12-01,2445805.61,Terminated,2025-07-01,Early Termination
ENG-00769,C-0042,T-0270,Data Engineer,2024-01-01,2024-12-01,1903794.86,Active,,Renewed
ENG-00770,C-0032,T-0494,AI Engineer,2025-08-01,2026-06-01,1420692.53,Terminated,2025-12-01,Early Termination
ENG-00771,C-0013,T-0401,Analytics Engineer,2025-01-01,2025-10-01,1224761.81,Active,,Renewed
ENG-00772,C-0020,T-0230,BI Developer,2024-11-01,2025-09-01,2528134.94,Active,,Renewed
ENG-00773,C-0032,T-0010,Data Analyst,2025-01-01,2025-09-01,2158455.48,Active,,Renewed
ENG-00774,C-0007,T-0047,Data Engineer,2025-11-01,2026-07-01,1824880.96,Active,,Renewed
ENG-00775,C-0025,T-0222,Data Analyst,2026-08-01,2027-08-01,2743581.38,Active,,Completed
ENG-00776,C-0025,T-0282,Data Engineer,2026-04-01,2026-10-01,3264764.51,Active,,Renewed
ENG-00777,C-0051,T-0016,Data Engineer,2026-04-01,2026-10-01,2648170.75,Active,,Renewed
ENG-00778,C-0008,T-0064,BI Developer,2024-09-01,2025-04-01,1023402.23,Active,,Renewed
ENG-00779,C-0051,T-0353,Data Engineer,2026-02-01,2026-10-01,1103799.27,Active,,Renewed
ENG-00780,C-0025,T-0376,Analytics Engineer,2024-01-01,2024-08-01,2112189.89,Active,,Renewed
ENG-00781,C-0040,T-0015,Analytics Engineer,2024-05-01,2025-01-01,1305116.98,Active,,Completed
ENG-00782,C-0034,T-0254,Analytics Engineer,2026-03-01,2027-03-01,2784859.17,Active,,Renewed
ENG-00783,C-0018,T-0041,Data Engineer,2025-07-01,2026-02-01,1056714.06,Active,,Completed
ENG-00784,C-0056,T-0362,AI Engineer,2025-09-01,2026-07-01,1309117.7,Terminated,2026-02-01,Early Termination
ENG-00785,C-0014,T-0418,Analytics Engineer,2024-07-01,2025-01-01,3387188.94,Active,,Renewed
ENG-00786,C-0003,T-0435,Analytics Engineer,2025-06-01,2026-01-01,2552215.98,Active,,Renewed
ENG-00787,C-0046,T-0300,Data Analyst,2026-05-01,2027-04-01,1373383.12,Active,,Completed
ENG-00788,C-0038,T-0315,BI Developer,2024-06-01,2025-03-01,1129666.44,Terminated,2024-11-01,Early Termination
ENG-00789,C-0054,T-0464,Data Engineer,2026-01-01,2026-08-01,1520930.03,Active,,Renewed
ENG-00790,C-0028,T-0307,ML Engineer,2024-03-01,2025-02-01,2177011.06,Active,,Renewed
ENG-00791,C-0002,T-0224,Data Scientist,2024-10-01,2025-06-01,1354994.79,Terminated,2025-02-01,Early Termination
ENG-00792,C-0002,T-0378,Data Engineer,2026-08-01,2027-06-01,1076689.84,Terminated,2027-01-01,Early Termination
ENG-00793,C-0026,T-0296,Data Engineer,2025-09-01,2026-08-01,2807302.7,Active,,Completed
ENG-00794,C-0015,T-0422,AI Engineer,2024-05-01,2025-05-01,1792985.95,Active,,Completed
ENG-00795,C-0056,T-0263,BI Developer,2025-10-01,2026-07-01,2480169.43,Terminated,2026-05-01,Early Termination
ENG-00796,C-0008,T-0435,Analytics Engineer,2025-07-01,2026-04-01,1361258.6,Terminated,2025-10-01,Early Termination
ENG-00797,C-0053,T-0023,Data Scientist,2024-08-01,2025-08-01,2246307.63,Active,,Completed
ENG-00798,C-0014,T-0019,Data Engineer,2025-01-01,2025-07-01,2280383.87,Active,,Completed
ENG-00799,C-0008,T-0050,ML Engineer,2025-10-01,2026-04-01,1774522.16,Active,,Renewed
ENG-00800,C-0017,T-0279,ML Engineer,2025-09-01,2026-03-01,2932905.59,Active,,Completed
ENG-00801,C-0009,T-0355,Data Scientist,2024-03-01,2025-02-01,2572907.8,Active,,Completed
ENG-00802,C-0025,T-0109,Data Engineer,2026-04-01,2026-12-01,3162269.82,Active,,Renewed
ENG-00803,C-0020,T-0078,AI Engineer,2024-11-01,2025-10-01,2921453.03,Terminated,2025-04-01,Early Termination
ENG-00804,C-0032,T-0431,BI Developer,2024-10-01,2025-04-01,1537516.12,Terminated,2025-02-01,Early Termination
ENG-00805,C-0033,T-0376,Analytics Engineer,2026-08-01,2027-07-01,2378161.97,Active,,Renewed
ENG-00806,C-0001,T-0325,BI Developer,2025-06-01,2026-06-01,1677686.35,Terminated,2026-01-01,Early Termination
ENG-00807,C-0008,T-0245,ML Engineer,2024-02-01,2024-09-01,3344943.51,Active,,Renewed
ENG-00808,C-0010,T-0211,BI Developer,2026-05-01,2027-02-01,2840036.55,Active,,Completed
ENG-00809,C-0012,T-0011,Data Engineer,2025-10-01,2026-08-01,2622226.17,Terminated,2026-01-01,Early Termination
ENG-00810,C-0006,T-0095,ML Engineer,2026-07-01,2027-05-01,910496.08,Active,,Completed
ENG-00811,C-0019,T-0449,ML Engineer,2026-02-01,2026-08-01,1237545.52,Active,,Completed
ENG-00812,C-0033,T-0170,Data Analyst,2024-06-01,2025-05-01,3289445.63,Active,,Renewed
ENG-00813,C-0019,T-0353,Data Engineer,2025-01-01,2025-09-01,963301.39,Active,,Renewed
ENG-00814,C-0020,T-0352,BI Developer,2024-08-01,2025-08-01,2620423.13,Active,,Renewed
ENG-00815,C-0029,T-0155,AI Engineer,2025-07-01,2026-06-01,972640.61,Active,,Renewed
ENG-00816,C-0033,T-0103,Analytics Engineer,2024-06-01,2025-02-01,1256658.84,Terminated,2024-10-01,Early Termination
ENG-00817,C-0020,T-0346,BI Developer,2026-05-01,2026-12-01,1320468.92,Active,,Renewed
ENG-00818,C-0014,T-0047,Data Engineer,2025-06-01,2026-03-01,1540350.62,Active,,Renewed
ENG-00819,C-0025,T-0248,ML Engineer,2024-11-01,2025-11-01,2597986.86,Active,,Renewed
ENG-00820,C-0002,T-0445,Data Engineer,2025-03-01,2025-09-01,1072182.12,Active,,Renewed
ENG-00821,C-0030,T-0356,AI Engineer,2024-05-01,2025-01-01,2807723.48,Active,,Completed
ENG-00822,C-0057,T-0383,Data Engineer,2024-04-01,2025-03-01,2582246.86,Terminated,2024-12-01,Early Termination
ENG-00823,C-0024,T-0042,ML Engineer,2025-03-01,2025-11-01,1222354.33,Active,,Completed
ENG-00824,C-0007,T-0100,BI Developer,2025-09-01,2026-08-01,2054974.29,Active,,Renewed
ENG-00825,C-0043,T-0138,AI Engineer,2024-12-01,2025-10-01,1145498.41,Active,,Renewed
ENG-00826,C-0008,T-0147,Data Analyst,2026-07-01,2027-03-01,2805909.33,Active,,Renewed
ENG-00827,C-0012,T-0098,Data Scientist,2025-10-01,2026-10-01,1083605.89,Terminated,2026-07-01,Early Termination
ENG-00828,C-0009,T-0487,AI Engineer,2025-05-01,2026-02-01,1600115.96,Active,,Renewed
ENG-00829,C-0054,T-0083,Analytics Engineer,2024-06-01,2024-12-01,1730903.22,Active,,Renewed
ENG-00830,C-0059,T-0355,Data Scientist,2025-01-01,2025-09-01,2306820.54,Terminated,2025-05-01,Early Termination
ENG-00831,C-0035,T-0294,Data Engineer,2025-07-01,2026-04-01,2857149.62,Active,,Completed
ENG-00832,C-0038,T-0306,Data Analyst,2026-06-01,2027-02-01,3404111.92,Active,,Renewed
ENG-00833,C-0039,T-0108,BI Developer,2025-10-01,2026-05-01,862597.43,Active,,Completed
ENG-00834,C-0037,T-0154,Analytics Engineer,2026-01-01,2026-09-01,845695.84,Active,,Completed
ENG-00835,C-0033,T-0304,Data Engineer,2026-06-01,2027-03-01,2635951.48,Terminated,2026-11-01,Early Termination
ENG-00836,C-0060,T-0150,Data Engineer,2025-07-01,2026-05-01,913297.28,Active,,Renewed
ENG-00837,C-0044,T-0348,Data Analyst,2024-09-01,2025-03-01,1722055.64,Active,,Renewed
ENG-00838,C-0006,T-0020,Analytics Engineer,2026-05-01,2026-11-01,919003.76,Active,,Renewed
ENG-00839,C-0024,T-0037,ML Engineer,2026-07-01,2027-05-01,1159128.91,Active,,Renewed
ENG-00840,C-0059,T-0365,AI Engineer,2026-03-01,2026-09-01,2364389.11,Active,,Completed
ENG-00841,C-0025,T-0309,ML Engineer,2024-06-01,2025-02-01,1035391.9,Active,,Renewed
ENG-00842,C-0013,T-0022,Data Engineer,2024-01-01,2024-11-01,2374220.37,Active,,Renewed
ENG-00843,C-0053,T-0450,AI Engineer,2025-12-01,2026-06-01,2746643.96,Active,,Renewed
ENG-00844,C-0038,T-0003,Data Analyst,2025-08-01,2026-08-01,1294738.37,Active,,Completed
ENG-00845,C-0034,T-0478,ML Engineer,2024-12-01,2025-11-01,2253395.28,Active,,Completed
ENG-00846,C-0026,T-0365,AI Engineer,2024-10-01,2025-04-01,2788281.67,Active,,Completed
ENG-00847,C-0008,T-0495,Data Engineer,2026-03-01,2026-11-01,1221101.01,Active,,Renewed
ENG-00848,C-0024,T-0475,BI Developer,2025-11-01,2026-11-01,846976.76,Active,,Completed
ENG-00849,C-0027,T-0157,Data Analyst,2025-01-01,2025-08-01,3329320.62,Terminated,2025-04-01,Early Termination
ENG-00850,C-0056,T-0379,Data Analyst,2026-01-01,2026-09-01,2384825.94,Active,,Renewed
ENG-00851,C-0019,T-0106,Data Engineer,2024-03-01,2024-10-01,890204.68,Terminated,2024-07-01,Early Termination
ENG-00852,C-0009,T-0236,AI Engineer,2025-08-01,2026-05-01,1893042.65,Active,,Renewed
ENG-00853,C-0026,T-0121,AI Engineer,2025-10-01,2026-08-01,1376753.91,Terminated,2026-03-01,Early Termination
ENG-00854,C-0060,T-0244,AI Engineer,2024-09-01,2025-06-01,1735271.41,Active,,Completed
ENG-00855,C-0029,T-0437,Analytics Engineer,2026-07-01,2027-07-01,3400739.11,Terminated,2027-04-01,Early Termination
ENG-00856,C-0023,T-0219,AI Engineer,2025-06-01,2026-04-01,1454241.55,Terminated,2025-11-01,Early Termination
ENG-00857,C-0041,T-0047,Data Engineer,2025-12-01,2026-10-01,1000729.84,Active,,Completed
ENG-00858,C-0039,T-0163,Data Scientist,2025-10-01,2026-09-01,1056572.62,Active,,Completed
ENG-00859,C-0018,T-0394,Data Scientist,2024-08-01,2025-04-01,884223.25,Terminated,2025-02-01,Early Termination
ENG-00860,C-0059,T-0261,Data Analyst,2026-08-01,2027-08-01,2361759.15,Terminated,2027-03-01,Early Termination
ENG-00861,C-0036,T-0281,Data Scientist,2025-10-01,2026-04-01,1089897.25,Terminated,2026-01-01,Early Termination
ENG-00862,C-0004,T-0216,ML Engineer,2026-05-01,2027-05-01,1654943.42,Terminated,2027-01-01,Early Termination
ENG-00863,C-0025,T-0147,Data Analyst,2025-09-01,2026-08-01,1870022.06,Active,,Completed
ENG-00864,C-0056,T-0300,Data Analyst,2025-05-01,2025-12-01,2335207.33,Active,,Renewed
ENG-00865,C-0024,T-0317,AI Engineer,2025-05-01,2025-11-01,3560925.8,Active,,Renewed
ENG-00866,C-0035,T-0450,AI Engineer,2024-03-01,2024-09-01,1022384.8,Active,,Completed
ENG-00867,C-0037,T-0309,ML Engineer,2026-05-01,2027-02-01,2276527.27,Terminated,2026-09-01,Early Termination
ENG-00868,C-0043,T-0498,Data Scientist,2025-06-01,2026-04-01,2190541.36,Active,,Completed
ENG-00869,C-0053,T-0414,AI Engineer,2024-10-01,2025-09-01,2011064.44,Active,,Renewed
ENG-00870,C-0009,T-0040,Data Analyst,2026-07-01,2027-06-01,1155568.2,Active,,Completed
ENG-00871,C-0032,T-0197,ML Engineer,2026-02-01,2027-02-01,1058865.59,Active,,Renewed
ENG-00872,C-0033,T-0193,AI Engineer,2026-08-01,2027-04-01,2225261.37,Active,,Completed
ENG-00873,C-0010,T-0002,Analytics Engineer,2026-02-01,2026-11-01,3178607.49,Active,,Renewed
ENG-00874,C-0041,T-0091,ML Engineer,2025-05-01,2026-05-01,2129361.01,Active,,Renewed
ENG-00875,C-0008,T-0382,ML Engineer,2025-01-01,2025-11-01,1767030.84,Active,,Renewed
ENG-00876,C-0028,T-0177,BI Developer,2026-04-01,2026-12-01,2219618.57,Active,,Renewed
ENG-00877,C-0020,T-0074,Data Engineer,2025-12-01,2026-12-01,1794542.02,Terminated,2026-09-01,Early Termination
ENG-00878,C-0010,T-0144,Data Engineer,2026-07-01,2027-01-01,1648355.28,Active,,Completed
ENG-00879,C-0050,T-0138,AI Engineer,2024-01-01,2024-09-01,3246220.95,Terminated,2024-04-01,Early Termination
ENG-00880,C-0015,T-0088,Data Analyst,2024-05-01,2025-02-01,2211651.46,Active,,Renewed
ENG-00881,C-0016,T-0051,AI Engineer,2026-07-01,2027-05-01,1260408.52,Terminated,2026-11-01,Early Termination
ENG-00882,C-0052,T-0383,Data Engineer,2026-01-01,2026-12-01,1334150.22,Active,,Completed
ENG-00883,C-0053,T-0413,Data Engineer,2026-01-01,2026-11-01,2308617.62,Active,,Renewed
ENG-00884,C-0003,T-0249,AI Engineer,2026-04-01,2027-02-01,812981.94,Terminated,2026-07-01,Early Termination
ENG-00885,C-0017,T-0308,Analytics Engineer,2024-12-01,2025-07-01,2294310.69,Active,,Completed
ENG-00886,C-0043,T-0460,Data Analyst,2026-03-01,2027-02-01,2867514.89,Active,,Renewed
ENG-00887,C-0047,T-0422,AI Engineer,2024-06-01,2024-12-01,1292791.53,Active,,Completed
ENG-00888,C-0060,T-0017,Analytics Engineer,2024-05-01,2025-01-01,2394979.27,Active,,Renewed
ENG-00889,C-0034,T-0477,ML Engineer,2026-05-01,2027-04-01,2712448.34,Active,,Renewed
ENG-00890,C-0001,T-0034,BI Developer,2026-07-01,2027-04-01,1366387.79,Active,,Completed
ENG-00891,C-0053,T-0014,Data Scientist,2025-07-01,2026-01-01,1441336.87,Active,,Renewed
ENG-00892,C-0010,T-0202,Data Scientist,2025-06-01,2026-06-01,1193546.45,Terminated,2025-10-01,Early Termination
ENG-00893,C-0008,T-0373,AI Engineer,2025-02-01,2025-11-01,1466946.18,Active,,Completed
ENG-00894,C-0041,T-0041,Data Engineer,2025-06-01,2026-02-01,2077694.33,Active,,Completed
ENG-00895,C-0037,T-0147,Data Analyst,2024-11-01,2025-09-01,1694350.49,Active,,Renewed
ENG-00896,C-0004,T-0132,Analytics Engineer,2024-03-01,2025-02-01,1266337.28,Terminated,2024-11-01,Early Termination
ENG-00897,C-0011,T-0199,Data Analyst,2025-08-01,2026-06-01,3529494.62,Active,,Renewed
ENG-00898,C-0036,T-0494,AI Engineer,2026-05-01,2026-11-01,1869530.5,Active,,Renewed
ENG-00899,C-0016,T-0166,ML Engineer,2024-06-01,2025-01-01,1505459.39,Active,,Renewed
ENG-00900,C-0042,T-0105,BI Developer,2024-03-01,2025-01-01,998321.26,Active,,Renewed
ENG-00901,C-0025,T-0062,AI Engineer,2025-10-01,2026-07-01,1159530.65,Terminated,2026-03-01,Early Termination
ENG-00902,C-0036,T-0100,BI Developer,2026-01-01,2026-08-01,2238670.5,Active,,Renewed
ENG-00903,C-0029,T-0067,Data Scientist,2024-09-01,2025-03-01,1502970.94,Active,,Renewed
ENG-00904,C-0022,T-0287,BI Developer,2024-07-01,2025-01-01,2923333.59,Active,,Renewed
ENG-00905,C-0021,T-0211,BI Developer,2026-04-01,2027-04-01,1619184.47,Terminated,2027-02-01,Early Termination
ENG-00906,C-0042,T-0249,AI Engineer,2024-05-01,2025-04-01,947147.45,Active,,Renewed
ENG-00907,C-0031,T-0417,AI Engineer,2025-09-01,2026-07-01,1401324.91,Active,,Completed
ENG-00908,C-0036,T-0291,Analytics Engineer,2025-11-01,2026-05-01,2752700.29,Terminated,2026-02-01,Early Termination
ENG-00909,C-0035,T-0078,AI Engineer,2025-04-01,2026-02-01,2456047.74,Terminated,2025-08-01,Early Termination
ENG-00910,C-0013,T-0189,Data Analyst,2026-08-01,2027-03-01,3373349.15,Active,,Completed
ENG-00911,C-0055,T-0157,Data Analyst,2025-03-01,2026-03-01,2680088.75,Terminated,2025-09-01,Early Termination
ENG-00912,C-0034,T-0414,AI Engineer,2025-12-01,2026-11-01,2876151.48,Active,,Renewed
ENG-00913,C-0044,T-0154,Analytics Engineer,2024-11-01,2025-09-01,1655209.37,Active,,Renewed
ENG-00914,C-0053,T-0070,Data Analyst,2026-05-01,2027-04-01,1250375.88,Active,,Completed
ENG-00915,C-0056,T-0369,BI Developer,2024-10-01,2025-05-01,2307066.68,Active,,Renewed
ENG-00916,C-0041,T-0215,Analytics Engineer,2025-07-01,2026-04-01,2082694.33,Active,,Completed
ENG-00917,C-0048,T-0048,Analytics Engineer,2025-08-01,2026-08-01,951802.99,Terminated,2026-04-01,Early Termination
ENG-00918,C-0029,T-0345,Data Scientist,2025-11-01,2026-10-01,3096644.85,Terminated,2026-08-01,Early Termination
ENG-00919,C-0045,T-0106,Data Engineer,2026-06-01,2027-03-01,1500065.37,Active,,Renewed
ENG-00920,C-0020,T-0435,Analytics Engineer,2024-07-01,2025-05-01,1410525.49,Active,,Renewed
ENG-00921,C-0043,T-0417,AI Engineer,2025-12-01,2026-09-01,2616968.8,Active,,Renewed
ENG-00922,C-0006,T-0185,Data Scientist,2026-02-01,2027-02-01,2292562.07,Active,,Completed
ENG-00923,C-0055,T-0278,Data Analyst,2025-07-01,2026-02-01,2346136.8,Active,,Completed
ENG-00924,C-0015,T-0284,AI Engineer,2026-08-01,2027-04-01,1010907.98,Active,,Completed
ENG-00925,C-0040,T-0327,Data Engineer,2024-02-01,2024-10-01,2990987.0,Terminated,2024-06-01,Early Termination
ENG-00926,C-0001,T-0035,Data Scientist,2024-05-01,2024-11-01,2389794.91,Terminated,2024-08-01,Early Termination
ENG-00927,C-0010,T-0163,Data Scientist,2024-11-01,2025-08-01,2493481.3,Terminated,2025-05-01,Early Termination
ENG-00928,C-0060,T-0086,Data Engineer,2025-06-01,2025-12-01,2593632.26,Terminated,2025-09-01,Early Termination
ENG-00929,C-0051,T-0349,AI Engineer,2026-02-01,2026-11-01,2296191.45,Active,,Renewed
ENG-00930,C-0014,T-0035,Data Scientist,2025-08-01,2026-04-01,983921.97,Active,,Renewed
ENG-00931,C-0008,T-0259,BI Developer,2025-11-01,2026-06-01,3384809.64,Terminated,2026-04-01,Early Termination
ENG-00932,C-0049,T-0364,Data Analyst,2024-04-01,2024-12-01,3358692.44,Terminated,2024-10-01,Early Termination
ENG-00933,C-0060,T-0475,BI Developer,2025-07-01,2026-06-01,1372013.26,Active,,Completed
ENG-00934,C-0011,T-0145,Data Analyst,2025-03-01,2025-12-01,1280316.19,Active,,Completed
ENG-00935,C-0040,T-0004,Analytics Engineer,2025-08-01,2026-02-01,3166879.1,Active,,Renewed
ENG-00936,C-0018,T-0362,AI Engineer,2024-04-01,2024-11-01,2277431.5,Terminated,2024-09-01,Early Termination
ENG-00937,C-0045,T-0001,Data Analyst,2024-01-01,2024-10-01,1079897.59,Terminated,2024-05-01,Early Termination
ENG-00938,C-0026,T-0034,BI Developer,2025-11-01,2026-05-01,2939172.77,Active,,Renewed
ENG-00939,C-0008,T-0496,Analytics Engineer,2025-10-01,2026-08-01,775581.13,Terminated,2026-06-01,Early Termination
ENG-00940,C-0020,T-0432,Analytics Engineer,2026-06-01,2027-06-01,1583445.14,Active,,Renewed
ENG-00941,C-0033,T-0354,BI Developer,2025-04-01,2026-03-01,2198651.44,Active,,Completed
ENG-00942,C-0048,T-0418,Analytics Engineer,2024-03-01,2024-09-01,1670756.88,Active,,Renewed
ENG-00943,C-0002,T-0038,AI Engineer,2024-09-01,2025-04-01,866705.63,Terminated,2024-12-01,Early Termination
ENG-00944,C-0058,T-0045,ML Engineer,2024-01-01,2024-12-01,1068898.31,Active,,Completed
ENG-00945,C-0039,T-0151,AI Engineer,2025-08-01,2026-05-01,926062.28,Active,,Completed
ENG-00946,C-0053,T-0012,ML Engineer,2024-03-01,2024-09-01,1143354.23,Active,,Completed
ENG-00947,C-0056,T-0445,Data Engineer,2025-04-01,2026-02-01,2059917.25,Terminated,2025-11-01,Early Termination
ENG-00948,C-0010,T-0029,Analytics Engineer,2024-01-01,2024-12-01,2763001.57,Active,,Renewed
ENG-00949,C-0006,T-0273,AI Engineer,2025-03-01,2025-09-01,870468.43,Active,,Completed
ENG-00950,C-0047,T-0427,ML Engineer,2026-04-01,2027-01-01,1735868.38,Active,,Renewed
ENG-00951,C-0012,T-0368,ML Engineer,2024-10-01,2025-08-01,3087674.47,Active,,Completed
ENG-00952,C-0009,T-0118,BI Developer,2024-02-01,2024-09-01,2237621.39,Active,,Renewed
ENG-00953,C-0029,T-0236,AI Engineer,2026-07-01,2027-07-01,1119772.08,Active,,Renewed
ENG-00954,C-0055,T-0275,BI Developer,2024-01-01,2024-10-01,1286482.46,Active,,Renewed
ENG-00955,C-0048,T-0384,Data Scientist,2024-12-01,2025-12-01,3513565.24,Active,,Renewed
ENG-00956,C-0032,T-0214,Data Analyst,2024-12-01,2025-11-01,2552059.39,Active,,Renewed
ENG-00957,C-0012,T-0143,BI Developer,2025-05-01,2026-02-01,990062.1,Terminated,2025-09-01,Early Termination
ENG-00958,C-0021,T-0398,Data Scientist,2024-12-01,2025-09-01,1475140.99,Terminated,2025-07-01,Early Termination
ENG-00959,C-0042,T-0444,BI Developer,2025-09-01,2026-09-01,3236762.75,Active,,Renewed
ENG-00960,C-0010,T-0245,ML Engineer,2025-01-01,2025-10-01,1787800.48,Active,,Renewed
ENG-00961,C-0032,T-0015,Analytics Engineer,2024-01-01,2024-08-01,810302.33,Active,,Completed
ENG-00962,C-0001,T-0251,BI Developer,2025-07-01,2026-06-01,2834326.92,Active,,Completed
ENG-00963,C-0020,T-0445,Data Engineer,2026-07-01,2027-01-01,986546.45,Active,,Completed
ENG-00964,C-0015,T-0495,Data Engineer,2025-03-01,2025-11-01,1074511.21,Terminated,2025-08-01,Early Termination
ENG-00965,C-0041,T-0201,BI Developer,2024-04-01,2025-03-01,2282168.11,Active,,Renewed
ENG-00966,C-0055,T-0076,Analytics Engineer,2024-05-01,2025-02-01,1525655.27,Terminated,2024-11-01,Early Termination
ENG-00967,C-0009,T-0287,BI Developer,2024-10-01,2025-05-01,1987267.45,Active,,Renewed
ENG-00968,C-0048,T-0416,ML Engineer,2024-04-01,2025-02-01,1496971.54,Active,,Renewed
ENG-00969,C-0040,T-0473,AI Engineer,2025-08-01,2026-07-01,881983.76,Active,,Completed
ENG-00970,C-0059,T-0026,Analytics Engineer,2025-05-01,2025-11-01,1983860.77,Terminated,2025-09-01,Early Termination
ENG-00971,C-0055,T-0146,Data Analyst,2024-07-01,2025-05-01,2591865.47,Active,,Renewed
ENG-00972,C-0007,T-0239,Analytics Engineer,2024-03-01,2024-11-01,1413463.04,Active,,Renewed
ENG-00973,C-0045,T-0050,ML Engineer,2026-06-01,2027-05-01,2116635.06,Active,,Completed
ENG-00974,C-0036,T-0444,BI Developer,2026-05-01,2027-05-01,1974506.44,Active,,Renewed
ENG-00975,C-0007,T-0057,AI Engineer,2025-07-01,2026-06-01,1377280.12,Active,,Renewed
ENG-00976,C-0016,T-0333,Data Engineer,2024-03-01,2024-11-01,3563891.46,Active,,Renewed
ENG-00977,C-0056,T-0460,Data Analyst,2024-10-01,2025-06-01,1120572.98,Active,,Renewed
ENG-00978,C-0033,T-0343,Data Analyst,2024-03-01,2024-12-01,1290704.63,Active,,Completed
ENG-00979,C-0021,T-0382,ML Engineer,2025-08-01,2026-05-01,1377669.87,Active,,Completed
ENG-00980,C-0020,T-0132,Analytics Engineer,2024-09-01,2025-06-01,1836305.97,Active,,Renewed
ENG-00981,C-0051,T-0414,AI Engineer,2025-08-01,2026-02-01,1067858.9,Active,,Renewed
ENG-00982,C-0018,T-0210,Data Scientist,2026-01-01,2026-10-01,1485061.04,Terminated,2026-06-01,Early Termination
ENG-00983,C-0010,T-0031,Data Scientist,2024-04-01,2025-01-01,1014152.56,Active,,Renewed
ENG-00984,C-0035,T-0184,Analytics Engineer,2024-12-01,2025-07-01,1763813.32,Active,,Renewed
ENG-00985,C-0060,T-0175,Data Analyst,2025-01-01,2025-12-01,1004841.0,Terminated,2025-06-01,Early Termination
ENG-00986,C-0011,T-0261,Data Analyst,2026-05-01,2027-03-01,2823937.72,Active,,Completed
ENG-00987,C-0016,T-0133,Data Scientist,2026-02-01,2027-02-01,1706782.14,Active,,Completed
ENG-00988,C-0029,T-0232,AI Engineer,2024-08-01,2025-08-01,1564422.99,Terminated,2025-01-01,Early Termination
ENG-00989,C-0012,T-0214,Data Analyst,2025-07-01,2026-06-01,2818736.96,Active,,Renewed
ENG-00990,C-0040,T-0164,BI Developer,2025-09-01,2026-06-01,2649306.72,Active,,Renewed
ENG-00991,C-0016,T-0349,AI Engineer,2026-01-01,2027-01-01,782758.01,Terminated,2026-05-01,Early Termination
ENG-00992,C-0008,T-0153,Data Scientist,2025-11-01,2026-09-01,2674920.84,Active,,Completed
ENG-00993,C-0016,T-0383,Data Engineer,2024-11-01,2025-10-01,2385812.45,Active,,Completed
ENG-00994,C-0056,T-0126,ML Engineer,2026-04-01,2026-11-01,1108450.5,Active,,Renewed
ENG-00995,C-0057,T-0433,Analytics Engineer,2026-08-01,2027-06-01,2005458.42,Active,,Renewed
ENG-00996,C-0031,T-0183,AI Engineer,2025-03-01,2025-12-01,920438.24,Active,,Renewed
ENG-00997,C-0025,T-0021,AI Engineer,2025-04-01,2026-03-01,1242633.99,Active,,Completed
ENG-00998,C-0050,T-0075,Data Engineer,2024-06-01,2025-02-01,2739278.82,Active,,Renewed
ENG-00999,C-0012,T-0404,ML Engineer,2026-04-01,2026-10-01,3009785.92,Active,,Completed
ENG-01000,C-0040,T-0437,Analytics Engineer,2025-12-01,2026-07-01,1279968.62,Active,,Renewed
ENG-01001,C-0041,T-0106,Data Engineer,2024-12-01,2025-11-01,1296304.92,Active,,Renewed
ENG-01002,C-0043,T-0302,Data Analyst,2024-09-01,2025-07-01,1676239.69,Active,,Completed
ENG-01003,C-0014,T-0288,Data Engineer,2025-06-01,2026-04-01,993168.55,Active,,Renewed
ENG-01004,C-0043,T-0067,Data Scientist,2026-03-01,2026-10-01,1369561.85,Terminated,2026-07-01,Early Termination
ENG-01005,C-0037,T-0226,BI Developer,2026-02-01,2026-11-01,1699198.04,Active,,Renewed
ENG-01006,C-0053,T-0347,Analytics Engineer,2026-02-01,2026-09-01,3197079.76,Active,,Renewed
ENG-01007,C-0011,T-0484,Data Analyst,2026-06-01,2027-02-01,1768718.32,Terminated,2026-09-01,Early Termination
ENG-01008,C-0037,T-0424,Data Engineer,2024-08-01,2025-07-01,1577326.88,Active,,Completed
ENG-01009,C-0050,T-0049,ML Engineer,2026-05-01,2027-05-01,1860767.42,Terminated,2027-02-01,Early Termination
ENG-01010,C-0017,T-0119,Data Analyst,2024-01-01,2024-08-01,979615.9,Active,,Renewed
ENG-01011,C-0045,T-0219,AI Engineer,2024-07-01,2025-05-01,2062276.58,Active,,Renewed
