engagement_id,as_of_date,performance_health,client_feedback_health,milestone_health,utilisation_health,sentiment_health,behs,health_band,churn_next_90d
ENG-01025,2026-07-01,84.14,82.94,100.0,82.07,62.56,82.45,Healthy,0
ENG-01025,2026-08-01,77.46,87.46,98.57,74.57,61.51,80.06,Healthy,0
ENG-01026,2025-10-01,80.51,90.96,93.41,72.06,66.44,81.1,Healthy,0
ENG-01026,2025-11-01,80.44,78.55,93.32,70.02,65.01,77.99,Watch,0
ENG-01026,2025-12-01,73.0,66.72,91.62,79.26,53.76,72.56,Watch,1
ENG-01026,2026-01-01,71.07,73.5,93.64,72.24,38.12,69.65,Watch,1
ENG-01026,2026-02-01,65.75,63.04,64.46,74.53,36.9,60.5,Watch,1
ENG-01027,2026-03-01,69.37,78.15,80.48,88.06,60.36,74.35,Watch,0
ENG-01027,2026-04-01,72.33,71.05,55.85,73.0,44.14,63.24,Watch,0
ENG-01027,2026-05-01,65.8,58.0,85.18,70.56,44.58,64.59,Watch,1
ENG-01027,2026-06-01,70.66,48.78,54.32,67.19,27.32,53.83,Critical,1
ENG-01027,2026-07-01,54.52,46.62,38.98,65.04,22.2,44.95,Critical,1
ENG-01028,2024-03-01,87.01,93.75,96.65,80.07,62.18,84.28,Healthy,0
ENG-01028,2024-04-01,82.73,81.29,61.43,76.61,68.89,74.5,Watch,0
ENG-01028,2024-05-01,79.2,86.52,70.13,69.71,67.79,75.15,Watch,0
ENG-01028,2024-06-01,82.97,93.67,74.48,71.11,49.81,75.0,Watch,0
ENG-01028,2024-07-01,80.09,87.81,66.9,81.81,54.62,74.16,Watch,0
ENG-01028,2024-08-01,83.49,85.51,90.15,74.79,70.16,81.26,Healthy,0
ENG-01028,2024-09-01,76.7,87.41,74.45,75.66,61.57,75.21,Watch,0
ENG-01029,2026-06-01,77.86,91.08,97.63,73.96,72.13,82.73,Healthy,0
ENG-01029,2026-07-01,77.49,79.05,97.25,72.07,64.56,78.35,Watch,0
ENG-01029,2026-08-01,79.44,77.18,95.17,71.79,60.2,77.14,Watch,1
ENG-01029,2026-09-01,70.71,74.68,84.88,76.26,52.51,71.53,Watch,1
ENG-01029,2026-10-01,73.39,69.23,53.33,78.26,50.6,64.72,Watch,1
ENG-01030,2025-04-01,76.84,85.7,93.5,69.84,69.53,79.43,Watch,0
ENG-01030,2025-05-01,70.17,86.44,78.14,72.3,60.34,73.37,Watch,0
ENG-01030,2025-06-01,73.1,79.09,94.02,58.1,59.16,73.44,Watch,1
ENG-01030,2025-07-01,72.12,67.38,59.4,68.46,44.86,62.63,Watch,1
ENG-01030,2025-08-01,60.11,61.37,73.87,74.65,40.47,61.37,Watch,1
ENG-01031,2026-08-01,82.07,88.3,92.17,81.42,76.44,84.11,Healthy,0
ENG-01032,2025-03-01,78.86,86.16,64.25,74.11,61.12,73.14,Watch,0
ENG-01032,2025-04-01,78.61,76.84,88.86,65.4,51.57,72.92,Watch,0
ENG-01032,2025-05-01,74.92,76.74,69.43,82.66,51.19,70.6,Watch,0
ENG-01032,2025-06-01,80.07,77.98,78.31,80.64,53.77,74.13,Watch,0
ENG-01032,2025-07-01,74.11,81.65,92.68,69.61,49.3,73.69,Watch,0
ENG-01032,2025-08-01,72.9,77.89,78.76,74.94,62.05,73.21,Watch,0
ENG-01032,2025-09-01,74.38,88.25,79.23,71.5,67.02,76.22,Watch,0
ENG-01032,2025-10-01,79.62,82.49,95.85,76.61,67.27,80.52,Healthy,0
ENG-01032,2025-11-01,70.78,76.55,64.61,65.71,53.71,66.53,Watch,0
ENG-01032,2025-12-01,75.88,80.32,96.47,68.88,57.63,76.18,Watch,0
ENG-01032,2026-01-01,83.15,75.52,72.22,76.18,64.82,74.73,Watch,0
ENG-01033,2025-05-01,81.73,73.28,95.49,72.61,58.33,76.74,Watch,0
ENG-01033,2025-06-01,69.65,68.29,82.98,60.12,39.44,64.57,Watch,1
ENG-01033,2025-07-01,68.67,67.11,80.35,71.34,41.26,65.61,Watch,1
ENG-01033,2025-08-01,63.35,60.56,70.82,66.5,35.36,59.16,Critical,1
ENG-01034,2026-07-01,66.56,57.47,75.26,69.0,40.42,61.62,Watch,0
ENG-01034,2026-08-01,61.76,53.62,46.02,58.64,28.63,49.89,Critical,1
ENG-01034,2026-09-01,58.05,53.25,50.41,62.4,27.72,50.15,Critical,1
ENG-01034,2026-10-01,53.95,49.67,34.72,55.91,21.69,43.09,Critical,1
ENG-01035,2025-05-01,74.0,81.52,79.07,68.56,60.5,73.0,Watch,0
ENG-01035,2025-06-01,82.33,83.93,95.05,73.32,66.25,80.63,Healthy,0
ENG-01035,2025-07-01,78.11,76.78,75.95,68.08,55.34,71.35,Watch,0
ENG-01035,2025-08-01,72.87,84.45,95.22,72.89,58.1,76.71,Watch,0
ENG-01035,2025-09-01,77.44,77.51,62.01,69.85,51.13,67.97,Watch,0
ENG-01035,2025-10-01,73.31,80.19,78.23,75.45,53.45,72.02,Watch,0
ENG-01035,2025-11-01,79.67,77.62,80.98,74.21,61.33,75.03,Watch,0
ENG-01035,2025-12-01,75.14,84.45,94.42,70.62,60.45,77.24,Watch,0
ENG-01035,2026-01-01,78.29,77.6,97.95,72.28,63.97,78.32,Watch,0
ENG-01035,2026-02-01,82.11,78.62,76.08,81.6,54.32,74.57,Watch,0
ENG-01035,2026-03-01,80.43,86.24,95.2,65.43,58.72,77.95,Watch,0
ENG-01036,2024-01-01,76.56,81.98,93.75,69.05,65.33,77.71,Watch,0
ENG-01036,2024-02-01,69.45,77.47,87.68,65.77,58.01,71.86,Watch,1
ENG-01036,2024-03-01,67.53,63.47,74.92,67.77,41.39,63.0,Watch,1
ENG-01036,2024-04-01,65.03,54.72,55.28,63.13,33.0,54.33,Critical,1
ENG-01037,2025-04-01,80.45,83.46,92.33,76.16,60.11,78.72,Watch,0
ENG-01037,2025-05-01,76.77,71.26,89.15,76.17,49.62,72.62,Watch,0
ENG-01037,2025-06-01,75.97,77.82,80.66,61.69,64.85,72.91,Watch,0
ENG-01037,2025-07-01,70.72,70.27,58.6,74.12,47.97,64.17,Watch,0
ENG-01037,2025-08-01,76.98,78.94,89.78,81.13,63.89,77.93,Watch,0
ENG-01037,2025-09-01,73.85,74.42,62.72,73.85,54.86,67.94,Watch,0
ENG-01037,2025-10-01,75.15,67.62,53.66,70.89,43.08,62.29,Watch,0
ENG-01038,2024-09-01,78.79,91.49,82.7,86.27,63.91,80.26,Healthy,0
ENG-01038,2024-10-01,83.44,82.27,97.99,77.76,52.88,79.15,Watch,0
ENG-01038,2024-11-01,78.06,87.79,94.91,80.05,64.08,80.88,Healthy,0
ENG-01038,2024-12-01,76.95,91.99,97.51,70.93,62.0,80.18,Healthy,0
ENG-01038,2025-01-01,74.7,83.74,82.3,83.74,62.54,76.95,Watch,0
ENG-01038,2025-02-01,84.1,84.05,96.92,73.05,66.29,81.43,Healthy,0
ENG-01038,2025-03-01,81.82,85.52,84.28,79.25,64.13,79.13,Watch,0
ENG-01038,2025-04-01,85.9,85.56,99.54,68.96,66.77,82.19,Healthy,0
ENG-01038,2025-05-01,81.84,83.87,79.38,69.49,68.66,77.26,Watch,0
ENG-01038,2025-06-01,82.92,81.42,88.29,78.46,61.81,78.8,Watch,0
ENG-01038,2025-07-01,79.25,86.73,97.17,72.48,59.56,79.38,Watch,0
ENG-01039,2025-11-01,83.55,89.83,93.82,82.23,67.63,83.48,Healthy,0
ENG-01039,2025-12-01,87.17,85.78,95.61,65.9,59.96,79.95,Watch,0
ENG-01039,2026-01-01,82.21,81.78,77.91,79.71,56.23,75.69,Watch,0
ENG-01039,2026-02-01,79.51,86.77,97.44,65.48,68.14,80.17,Healthy,0
ENG-01039,2026-03-01,81.18,82.9,97.43,62.19,71.98,80.09,Healthy,0
ENG-01039,2026-04-01,78.91,85.81,84.89,77.09,65.39,78.51,Watch,0
ENG-01039,2026-05-01,82.01,78.23,76.93,81.5,59.5,75.66,Watch,0
ENG-01039,2026-06-01,88.35,87.66,95.79,79.35,64.93,83.66,Healthy,0
ENG-01039,2026-07-01,81.09,80.62,90.81,76.53,57.09,77.46,Watch,0
ENG-01039,2026-08-01,78.98,84.56,97.45,78.0,63.5,80.55,Healthy,0
ENG-01040,2024-03-01,76.31,82.36,80.54,76.88,68.12,76.81,Watch,0
ENG-01040,2024-04-01,83.88,79.09,84.72,75.31,61.01,77.23,Watch,0
ENG-01040,2024-05-01,77.3,86.7,91.4,76.9,58.32,78.14,Watch,0
ENG-01040,2024-06-01,78.49,86.17,100.0,82.34,64.08,82.03,Healthy,0
ENG-01040,2024-07-01,80.42,80.83,77.38,73.27,60.51,74.84,Watch,0
ENG-01040,2024-08-01,77.25,77.25,90.18,64.42,68.35,76.13,Watch,0
ENG-01040,2024-09-01,83.73,84.76,76.62,74.6,59.28,76.25,Watch,0
ENG-01040,2024-10-01,80.23,82.6,72.1,71.89,57.52,73.28,Watch,0
ENG-01040,2024-11-01,78.52,83.36,71.2,70.03,71.45,75.34,Watch,0
ENG-01040,2024-12-01,85.47,80.63,99.19,82.23,67.09,83.08,Healthy,0
ENG-01040,2025-01-01,78.26,86.73,91.28,68.13,69.79,79.35,Watch,0
ENG-01041,2024-02-01,87.37,100.0,100.0,70.36,79.36,88.27,Healthy,0
ENG-01041,2024-03-01,84.35,92.97,97.04,76.96,64.5,83.54,Healthy,0
ENG-01041,2024-04-01,90.03,91.5,72.98,83.79,71.68,82.31,Healthy,0
ENG-01041,2024-05-01,90.04,92.49,91.36,72.22,81.18,86.35,Healthy,0
ENG-01041,2024-06-01,82.44,92.98,98.21,79.78,79.21,86.66,Healthy,0
ENG-01041,2024-07-01,87.38,91.55,82.69,77.9,63.83,81.14,Healthy,0
ENG-01041,2024-08-01,88.91,84.84,86.24,76.91,78.07,83.59,Healthy,0
ENG-01042,2024-05-01,80.06,82.84,73.38,71.63,60.56,74.12,Watch,0
ENG-01042,2024-06-01,79.01,83.06,94.43,83.87,67.44,81.32,Healthy,0
ENG-01042,2024-07-01,81.68,82.25,95.76,69.64,59.01,78.27,Watch,0
ENG-01042,2024-08-01,77.67,88.89,67.17,76.68,75.63,77.26,Watch,0
ENG-01042,2024-09-01,78.38,85.83,98.72,68.74,59.24,78.66,Watch,0
ENG-01042,2024-10-01,85.02,81.11,84.99,75.3,68.8,79.53,Watch,0
ENG-01042,2024-11-01,80.75,85.56,89.66,74.57,71.69,80.75,Healthy,0
ENG-01042,2024-12-01,81.73,77.86,77.38,80.26,55.95,74.71,Watch,0
ENG-01042,2025-01-01,80.91,82.52,82.29,82.71,59.59,77.51,Watch,0
ENG-01043,2024-10-01,68.29,71.54,96.2,82.14,52.94,73.53,Watch,0
ENG-01043,2024-11-01,70.71,67.25,78.18,78.84,40.42,66.68,Watch,0
ENG-01043,2024-12-01,73.24,70.58,66.09,63.79,53.09,65.83,Watch,0
ENG-01043,2025-01-01,68.76,68.98,95.66,63.82,50.04,69.7,Watch,0
ENG-01043,2025-02-01,66.1,67.73,88.27,73.44,59.09,70.56,Watch,0
ENG-01043,2025-03-01,72.13,74.18,65.24,67.69,38.66,63.8,Watch,0
ENG-01043,2025-04-01,71.19,73.32,77.04,77.64,53.05,70.13,Watch,0
ENG-01043,2025-05-01,70.46,76.78,68.34,79.63,46.99,67.98,Watch,0
ENG-01043,2025-06-01,73.18,68.78,88.45,61.43,53.68,69.69,Watch,0
ENG-01043,2025-07-01,69.83,70.32,62.59,68.54,41.28,62.58,Watch,0
ENG-01043,2025-08-01,70.06,72.98,66.49,72.71,42.53,64.82,Watch,0
ENG-01043,2025-09-01,72.74,67.92,55.82,72.62,46.05,63.04,Watch,0
ENG-01043,2025-10-01,63.33,67.3,62.87,72.1,32.48,59.18,Critical,0
ENG-01044,2024-02-01,80.05,75.51,98.95,73.67,55.89,77.13,Watch,0
ENG-01044,2024-03-01,76.34,68.56,90.39,73.89,53.62,72.68,Watch,0
ENG-01044,2024-04-01,77.12,71.35,60.95,70.26,52.75,66.83,Watch,0
ENG-01044,2024-05-01,82.11,75.44,93.6,72.09,58.69,76.89,Watch,0
ENG-01044,2024-06-01,68.68,75.75,93.43,75.58,47.63,71.87,Watch,0
ENG-01044,2024-07-01,76.34,76.01,54.64,69.4,51.81,65.99,Watch,0
ENG-01044,2024-08-01,72.75,69.79,74.65,75.39,54.61,69.31,Watch,0
ENG-01044,2024-09-01,75.45,71.6,63.01,82.09,56.97,69.49,Watch,0
ENG-01044,2024-10-01,80.12,73.24,79.72,74.05,56.75,73.08,Watch,0
ENG-01045,2024-06-01,74.78,78.86,81.6,78.86,58.56,74.33,Watch,0
ENG-01045,2024-07-01,73.49,89.02,67.72,74.21,59.07,72.67,Watch,0
ENG-01045,2024-08-01,75.48,82.86,87.36,68.06,56.19,74.36,Watch,0
ENG-01045,2024-09-01,71.11,82.57,95.96,67.75,63.88,76.42,Watch,0
ENG-01045,2024-10-01,76.72,82.02,84.99,77.48,70.31,78.27,Watch,0
ENG-01045,2024-11-01,72.78,80.97,88.94,75.21,63.54,76.17,Watch,0
ENG-01045,2024-12-01,71.28,81.0,83.72,70.9,51.27,71.66,Watch,0
ENG-01045,2025-01-01,79.51,79.53,48.32,82.85,58.77,69.63,Watch,0
ENG-01045,2025-02-01,75.29,78.67,98.63,68.52,54.11,75.38,Watch,0
ENG-01046,2026-02-01,71.02,61.42,74.0,72.8,43.18,64.39,Watch,0
ENG-01046,2026-03-01,71.71,72.58,68.36,68.36,43.34,65.04,Watch,0
ENG-01046,2026-04-01,71.37,70.49,74.35,69.97,41.98,65.7,Watch,0
ENG-01046,2026-05-01,70.34,64.92,58.94,70.38,46.25,62.16,Watch,0
ENG-01046,2026-06-01,71.86,62.96,80.52,72.07,35.83,64.64,Watch,0
ENG-01046,2026-07-01,65.07,66.06,55.36,72.65,44.63,60.38,Watch,0
ENG-01046,2026-08-01,61.38,57.89,59.44,67.76,30.82,55.14,Critical,0
ENG-01047,2024-01-01,85.88,81.46,66.13,66.37,59.41,72.83,Watch,0
ENG-01047,2024-02-01,84.22,85.38,69.23,77.79,56.84,75.02,Watch,0
ENG-01047,2024-03-01,80.08,88.51,89.15,83.48,64.07,80.89,Healthy,0
ENG-01047,2024-04-01,89.5,90.65,93.4,76.09,65.79,83.75,Healthy,0
ENG-01047,2024-05-01,81.22,90.17,94.0,77.13,64.47,81.6,Healthy,0
ENG-01047,2024-06-01,79.13,91.58,71.71,71.78,70.04,77.21,Watch,0
ENG-01047,2024-07-01,78.34,86.51,89.44,70.91,63.28,78.07,Watch,0
ENG-01048,2024-09-01,74.24,74.21,96.97,69.76,55.42,74.34,Watch,0
ENG-01048,2024-10-01,77.25,83.04,96.62,67.46,53.8,76.12,Watch,0
ENG-01048,2024-11-01,78.59,77.22,58.36,69.58,57.72,68.75,Watch,0
ENG-01048,2024-12-01,82.68,77.24,61.5,82.49,56.55,72.1,Watch,0
ENG-01048,2025-01-01,73.43,81.89,95.57,74.47,38.29,72.68,Watch,0
ENG-01048,2025-02-01,81.67,81.94,91.7,77.6,65.23,79.83,Watch,0
ENG-01048,2025-03-01,76.65,86.38,83.46,66.5,57.25,74.55,Watch,0
ENG-01048,2025-04-01,75.96,78.88,73.15,74.82,54.54,71.53,Watch,0
ENG-01048,2025-05-01,75.77,75.98,100.0,64.66,63.81,76.6,Watch,0
ENG-01048,2025-06-01,80.77,79.99,75.39,74.03,58.94,74.16,Watch,0
ENG-01048,2025-07-01,76.78,79.09,90.24,76.3,62.43,76.99,Watch,0
ENG-01049,2026-07-01,80.96,78.89,72.84,78.91,58.1,74.04,Watch,0
ENG-01049,2026-08-01,78.79,74.88,87.0,75.91,59.21,75.3,Watch,0
ENG-01049,2026-09-01,76.88,69.95,87.1,71.87,46.65,70.74,Watch,1
ENG-01049,2026-10-01,67.56,59.86,80.85,68.84,30.45,61.45,Watch,1
ENG-01049,2026-11-01,61.29,57.44,43.14,62.51,40.27,52.87,Critical,1
ENG-01050,2024-02-01,82.67,83.13,91.68,76.63,76.93,82.51,Healthy,0
ENG-01050,2024-03-01,81.83,76.42,100.0,80.35,64.16,80.63,Healthy,0
ENG-01050,2024-04-01,79.4,89.66,97.27,74.01,72.02,82.74,Healthy,0
ENG-01050,2024-05-01,84.04,83.83,99.59,73.98,64.72,81.73,Healthy,0
ENG-01050,2024-06-01,84.62,78.31,76.54,80.7,62.89,76.81,Watch,0
ENG-01050,2024-07-01,79.79,87.57,100.0,77.01,69.25,82.86,Healthy,0
ENG-01050,2024-08-01,76.78,83.57,80.96,72.36,69.31,76.82,Watch,0
ENG-01050,2024-09-01,76.01,84.06,81.02,71.84,65.39,75.87,Watch,0
ENG-01050,2024-10-01,78.07,86.51,86.3,75.53,64.72,78.35,Watch,0
ENG-01050,2024-11-01,86.67,84.71,73.97,79.23,63.93,78.07,Watch,0
ENG-01050,2024-12-01,80.54,76.15,99.0,78.91,53.04,77.61,Watch,0
ENG-01050,2025-01-01,80.74,85.06,100.0,80.93,59.63,81.26,Healthy,0
ENG-01051,2026-02-01,80.78,84.0,98.09,77.68,57.41,79.74,Watch,0
ENG-01051,2026-03-01,74.82,80.17,89.66,76.97,55.91,75.4,Watch,0
ENG-01051,2026-04-01,84.32,80.07,91.52,71.35,66.66,79.43,Watch,0
ENG-01051,2026-05-01,81.64,79.43,60.15,79.74,58.83,72.05,Watch,0
ENG-01051,2026-06-01,80.15,82.24,93.86,69.53,58.76,77.44,Watch,0
ENG-01051,2026-07-01,72.07,74.03,96.77,67.81,46.21,71.59,Watch,1
ENG-01051,2026-08-01,65.62,61.04,92.01,63.35,41.59,64.84,Watch,1
ENG-01051,2026-09-01,64.22,57.58,65.74,59.92,37.56,57.22,Critical,1
ENG-01052,2025-01-01,75.04,80.07,93.72,74.3,55.67,75.79,Watch,0
ENG-01052,2025-02-01,73.71,82.61,95.25,70.86,61.48,76.92,Watch,0
ENG-01052,2025-03-01,75.99,71.46,87.78,70.2,62.27,73.83,Watch,0
ENG-01052,2025-04-01,74.29,69.99,96.29,75.75,57.62,74.71,Watch,0
ENG-01052,2025-05-01,69.25,65.01,40.34,71.41,35.04,56.1,Critical,1
ENG-01052,2025-06-01,64.85,51.18,46.23,68.2,37.37,53.4,Critical,1
ENG-01052,2025-07-01,64.96,52.41,52.05,64.6,28.18,52.46,Critical,1
ENG-01053,2024-12-01,70.32,76.32,89.68,73.16,43.39,70.43,Watch,0
ENG-01053,2025-01-01,63.13,58.85,68.93,72.21,46.43,61.46,Watch,1
ENG-01053,2025-02-01,61.96,55.05,83.31,68.47,45.15,62.46,Watch,1
ENG-01053,2025-03-01,62.14,55.63,75.48,70.35,27.48,57.81,Critical,1
ENG-01053,2025-04-01,56.43,45.67,29.52,61.4,35.72,45.5,Critical,1
ENG-01054,2025-12-01,75.46,85.74,92.91,76.66,55.19,77.13,Watch,0
ENG-01054,2026-01-01,76.76,90.0,98.02,69.79,57.61,78.78,Watch,0
ENG-01054,2026-02-01,76.76,76.76,81.8,73.26,65.54,75.0,Watch,0
ENG-01054,2026-03-01,77.93,78.63,60.17,70.57,69.82,71.79,Watch,0
ENG-01054,2026-04-01,81.77,84.09,95.82,64.33,66.87,79.45,Watch,0
ENG-01054,2026-05-01,73.53,82.99,99.58,76.14,72.76,80.87,Healthy,0
ENG-01054,2026-06-01,82.3,93.06,70.66,73.88,73.96,79.19,Watch,0
ENG-01054,2026-07-01,82.41,82.78,79.54,79.22,64.67,77.88,Watch,0
ENG-01054,2026-08-01,81.73,89.28,97.4,72.65,70.69,82.81,Healthy,0
ENG-01055,2025-08-01,79.4,75.8,71.39,67.68,48.85,69.21,Watch,0
ENG-01055,2025-09-01,68.69,70.29,53.87,63.43,46.15,60.75,Watch,1
ENG-01055,2025-10-01,61.75,59.49,82.18,62.65,33.0,59.77,Critical,1
ENG-01055,2025-11-01,53.8,56.24,47.57,52.89,29.27,48.0,Critical,1
ENG-01056,2024-10-01,72.32,64.05,67.73,81.5,41.03,64.87,Watch,0
ENG-01056,2024-11-01,72.14,69.27,87.92,69.1,46.93,69.23,Watch,0
ENG-01056,2024-12-01,71.05,70.28,89.36,76.73,49.98,71.2,Watch,0
ENG-01056,2025-01-01,73.05,74.85,81.92,79.75,50.68,71.71,Watch,0
ENG-01056,2025-02-01,71.26,72.8,66.44,72.99,51.24,66.86,Watch,0
ENG-01056,2025-03-01,71.09,75.82,89.95,77.86,49.72,72.55,Watch,0
ENG-01056,2025-04-01,71.47,79.86,89.36,70.06,50.51,72.32,Watch,0
ENG-01056,2025-05-01,77.39,80.03,68.22,75.58,55.73,71.48,Watch,0
ENG-01056,2025-06-01,74.41,77.83,85.17,66.51,60.29,73.24,Watch,0
ENG-01056,2025-07-01,72.16,72.27,82.97,77.37,54.27,71.55,Watch,0
ENG-01056,2025-08-01,74.79,74.39,66.14,69.63,51.74,67.6,Watch,0
ENG-01056,2025-09-01,68.35,72.44,81.55,76.98,43.54,68.14,Watch,0
ENG-01056,2025-10-01,71.11,73.65,66.26,69.26,50.45,66.24,Watch,0
ENG-01057,2024-08-01,81.01,70.88,97.48,74.56,58.73,76.85,Watch,0
ENG-01057,2024-09-01,76.96,79.6,94.76,67.26,62.25,76.65,Watch,0
ENG-01057,2024-10-01,71.77,78.69,70.35,75.7,47.48,68.6,Watch,0
ENG-01057,2024-11-01,79.15,76.25,62.95,77.19,46.83,68.57,Watch,0
ENG-01057,2024-12-01,73.73,76.43,89.28,72.05,54.36,73.25,Watch,0
ENG-01057,2025-01-01,71.51,81.77,61.75,69.31,62.25,69.43,Watch,0
ENG-01057,2025-02-01,69.95,70.94,62.53,70.99,60.03,66.84,Watch,0
ENG-01057,2025-03-01,76.66,73.68,53.87,73.56,47.74,65.26,Watch,0
ENG-01058,2025-10-01,83.74,77.61,93.52,72.53,47.98,75.64,Watch,0
ENG-01058,2025-11-01,79.88,91.87,74.94,72.04,59.78,76.09,Watch,0
ENG-01058,2025-12-01,74.76,85.77,95.22,86.94,62.4,80.41,Healthy,0
ENG-01058,2026-01-01,79.12,81.86,99.65,75.32,66.64,80.71,Healthy,0
ENG-01058,2026-02-01,75.76,78.93,95.75,73.36,63.09,77.5,Watch,0
ENG-01058,2026-03-01,76.42,77.17,97.57,74.51,58.37,76.9,Watch,0
ENG-01058,2026-04-01,79.8,76.83,100.0,77.92,60.57,79.12,Watch,0
ENG-01058,2026-05-01,84.36,83.58,73.91,78.91,63.1,77.04,Watch,0
ENG-01058,2026-06-01,80.61,78.59,99.77,74.98,69.0,80.87,Healthy,0
ENG-01058,2026-07-01,82.58,83.78,93.33,73.72,66.95,80.52,Healthy,0
ENG-01058,2026-08-01,77.95,84.25,88.27,72.36,62.99,77.44,Watch,0
ENG-01059,2026-04-01,76.48,79.18,72.0,58.56,45.04,67.15,Watch,0
ENG-01059,2026-05-01,72.03,70.93,83.1,76.98,54.32,71.22,Watch,0
ENG-01059,2026-06-01,76.03,73.21,83.01,74.67,51.99,71.85,Watch,0
ENG-01059,2026-07-01,68.54,71.74,60.78,73.67,53.59,65.41,Watch,0
ENG-01059,2026-08-01,69.77,73.49,88.03,70.88,59.79,72.34,Watch,0
ENG-01060,2024-11-01,85.63,87.88,97.5,79.59,73.71,85.16,Healthy,0
ENG-01060,2024-12-01,87.01,88.33,99.68,61.87,65.19,81.67,Healthy,0
ENG-01060,2025-01-01,89.85,89.94,100.0,75.86,65.77,84.98,Healthy,0
ENG-01060,2025-02-01,83.46,93.9,97.8,82.26,68.27,85.2,Healthy,0
ENG-01060,2025-03-01,83.41,88.83,96.62,84.27,65.86,83.75,Healthy,0
ENG-01060,2025-04-01,89.52,88.72,92.85,75.86,76.2,85.31,Healthy,0
ENG-01060,2025-05-01,83.18,94.68,95.04,82.4,71.33,85.36,Healthy,0
ENG-01060,2025-06-01,88.22,89.73,95.41,71.82,73.34,84.53,Healthy,0
ENG-01061,2025-05-01,73.83,73.68,98.69,63.06,63.87,75.16,Watch,0
ENG-01061,2025-06-01,73.61,73.43,80.08,67.86,64.33,72.15,Watch,0
ENG-01061,2025-07-01,73.5,74.25,70.24,73.84,57.58,69.86,Watch,0
ENG-01061,2025-08-01,71.69,75.49,69.06,69.08,47.21,66.64,Watch,0
ENG-01061,2025-09-01,68.55,64.96,57.35,74.74,43.59,61.53,Watch,0
ENG-01061,2025-10-01,67.95,65.9,50.42,60.01,29.95,55.24,Critical,1
ENG-01061,2025-11-01,64.56,63.46,58.76,69.1,44.19,59.79,Critical,1
ENG-01061,2025-12-01,62.34,49.35,46.06,67.67,22.07,49.23,Critical,1
ENG-01062,2024-06-01,83.4,90.88,80.38,75.85,66.32,79.74,Watch,0
ENG-01062,2024-07-01,85.16,86.01,96.86,73.87,65.36,82.02,Healthy,0
ENG-01062,2024-08-01,84.2,82.54,78.42,77.66,74.12,79.71,Watch,0
ENG-01062,2024-09-01,83.14,94.92,97.93,79.86,59.52,83.24,Healthy,0
ENG-01062,2024-10-01,85.89,89.97,86.44,77.56,63.24,81.04,Healthy,0
ENG-01062,2024-11-01,78.26,81.88,98.7,74.76,59.71,78.84,Watch,0
ENG-01062,2024-12-01,82.6,87.13,89.87,72.85,73.39,81.65,Healthy,0
ENG-01062,2025-01-01,83.73,88.4,100.0,78.42,59.75,82.32,Healthy,0
ENG-01062,2025-02-01,88.07,87.48,95.98,65.69,70.95,82.75,Healthy,0
ENG-01063,2024-04-01,74.59,74.01,85.81,81.78,53.63,73.61,Watch,0
ENG-01063,2024-05-01,83.57,70.26,78.48,71.7,49.12,71.22,Watch,0
ENG-01063,2024-06-01,73.37,80.89,82.51,74.25,48.63,71.89,Watch,0
ENG-01063,2024-07-01,76.71,77.23,82.65,76.03,60.0,74.56,Watch,0
ENG-01063,2024-08-01,72.1,81.51,97.65,81.62,51.32,76.37,Watch,0
ENG-01063,2024-09-01,76.57,78.42,97.99,69.46,48.12,74.46,Watch,0
ENG-01063,2024-10-01,72.6,82.99,92.41,73.18,60.23,76.25,Watch,0
ENG-01063,2024-11-01,73.5,68.92,79.47,74.68,54.59,70.17,Watch,0
ENG-01064,2026-07-01,77.1,81.57,69.29,73.1,63.7,73.15,Watch,0
ENG-01064,2026-08-01,83.69,86.69,74.99,69.61,70.52,77.8,Watch,0
ENG-01065,2024-11-01,87.52,96.17,96.97,70.88,61.15,83.37,Healthy,0
ENG-01065,2024-12-01,82.78,88.99,80.47,76.52,66.13,79.29,Watch,0
ENG-01065,2025-01-01,82.05,86.8,93.75,77.6,64.26,81.11,Healthy,0
ENG-01065,2025-02-01,80.51,87.65,79.02,73.0,72.0,78.81,Watch,0
ENG-01065,2025-03-01,84.54,93.75,97.48,84.64,63.84,84.84,Healthy,0
ENG-01065,2025-04-01,86.77,97.92,100.0,81.52,55.06,84.52,Healthy,0
ENG-01065,2025-05-01,78.27,94.83,91.56,79.48,73.81,83.53,Healthy,0
ENG-01065,2025-06-01,82.11,89.46,98.94,75.81,71.44,83.87,Healthy,0
ENG-01065,2025-07-01,82.98,93.42,90.18,78.23,68.46,82.89,Healthy,0
ENG-01066,2025-05-01,86.75,88.65,95.26,80.35,59.67,82.46,Healthy,0
ENG-01066,2025-06-01,90.15,91.63,96.21,82.36,62.17,84.89,Healthy,0
ENG-01066,2025-07-01,78.88,79.98,98.33,71.75,62.03,78.55,Watch,0
ENG-01066,2025-08-01,85.61,99.21,86.72,68.02,65.11,81.81,Healthy,0
ENG-01066,2025-09-01,80.7,90.67,93.07,82.26,58.37,80.94,Healthy,0
ENG-01066,2025-10-01,83.7,84.38,90.82,76.83,71.72,81.83,Healthy,0
ENG-01066,2025-11-01,85.75,87.52,72.54,85.86,55.04,77.34,Watch,0
ENG-01066,2025-12-01,82.99,91.36,97.46,79.78,57.87,82.05,Healthy,0
ENG-01067,2026-07-01,73.67,89.79,88.25,67.67,76.59,79.49,Watch,0
