engagement_id,review_date,technical_score,delivery_score,communication_score,overall_score
ENG-01035,2026-02-01,74.58,79.73,84.16,79.38
ENG-01035,2026-03-01,77.87,78.27,81.39,86.15
ENG-01036,2024-01-01,79.02,84.91,83.08,82.76
ENG-01036,2024-02-01,66.84,62.49,80.86,76.82
ENG-01036,2024-03-01,62.97,64.86,66.8,67.95
ENG-01036,2024-04-01,66.08,50.1,61.26,58.98
ENG-01037,2025-04-01,78.04,81.66,76.77,84.47
ENG-01037,2025-05-01,76.86,81.05,69.69,77.94
ENG-01037,2025-06-01,73.34,70.59,79.23,77.79
ENG-01037,2025-07-01,74.05,62.32,77.98,67.53
ENG-01037,2025-08-01,67.73,75.57,81.57,80.86
ENG-01037,2025-09-01,81.9,70.17,83.58,71.27
ENG-01037,2025-10-01,79.09,67.54,77.08,67.14
ENG-01038,2024-09-01,80.86,71.9,81.47,84.21
ENG-01038,2024-10-01,84.75,73.38,86.2,86.67
ENG-01038,2024-11-01,76.3,77.27,89.44,85.68
ENG-01038,2024-12-01,77.26,85.62,73.7,87.36
ENG-01038,2025-01-01,73.47,66.67,76.25,79.76
ENG-01038,2025-02-01,93.31,84.16,90.83,87.29
ENG-01038,2025-03-01,80.44,73.4,85.68,83.73
ENG-01038,2025-04-01,81.03,86.55,77.31,89.19
ENG-01038,2025-05-01,83.88,76.43,84.46,81.93
ENG-01038,2025-06-01,79.24,80.49,86.48,83.74
ENG-01038,2025-07-01,78.74,82.87,80.8,86.35
ENG-01039,2025-11-01,78.95,89.62,86.18,88.32
ENG-01039,2025-12-01,84.23,81.6,96.9,88.79
ENG-01039,2026-01-01,87.35,80.57,79.74,80.98
ENG-01039,2026-02-01,89.56,86.15,82.88,86.53
ENG-01039,2026-03-01,87.98,79.84,92.75,85.85
ENG-01039,2026-04-01,77.77,76.14,78.89,82.82
ENG-01039,2026-05-01,85.87,81.54,74.96,79.42
ENG-01039,2026-06-01,81.31,91.9,89.92,89.97
ENG-01039,2026-07-01,75.01,79.49,78.22,83.35
ENG-01039,2026-08-01,77.2,89.19,83.54,85.55
ENG-01040,2024-03-01,73.59,67.14,82.53,79.48
ENG-01040,2024-04-01,86.69,83.72,91.82,82.42
ENG-01040,2024-05-01,81.5,78.33,80.24,84.11
ENG-01040,2024-06-01,82.19,70.97,82.14,86.56
ENG-01040,2024-07-01,83.96,84.12,86.42,79.8
ENG-01040,2024-08-01,83.65,74.14,83.27,80.48
ENG-01040,2024-09-01,81.55,80.09,76.29,82.31
ENG-01040,2024-10-01,83.22,68.12,78.42,79.02
ENG-01040,2024-11-01,80.21,81.91,79.21,78.38
ENG-01040,2024-12-01,85.31,88.15,92.46,87.21
ENG-01040,2025-01-01,78.7,84.67,83.12,84.48
ENG-01041,2024-02-01,75.05,80.72,100.0,94.95
ENG-01041,2024-03-01,80.85,88.58,74.98,90.54
ENG-01041,2024-04-01,87.93,95.54,90.2,86.28
ENG-01041,2024-05-01,91.38,89.1,94.6,91.23
ENG-01041,2024-06-01,79.78,81.31,79.72,90.07
ENG-01041,2024-07-01,86.73,82.45,93.03,87.67
ENG-01041,2024-08-01,93.68,83.0,95.3,86.82
ENG-01042,2024-05-01,81.67,80.2,84.13,79.36
ENG-01042,2024-06-01,74.03,82.11,85.24,84.28
ENG-01042,2024-07-01,83.63,83.47,84.92,85.4
ENG-01042,2024-08-01,75.95,73.68,79.47,78.97
ENG-01042,2024-09-01,74.66,78.51,79.64,86.07
ENG-01042,2024-10-01,88.98,81.1,93.32,83.64
ENG-01042,2024-11-01,93.7,76.2,89.45,84.66
ENG-01042,2024-12-01,82.53,81.61,85.95,79.29
ENG-01042,2025-01-01,76.26,71.0,86.18,81.82
ENG-01043,2024-10-01,66.17,73.21,63.3,76.41
ENG-01043,2024-11-01,68.99,71.21,67.65,71.37
ENG-01043,2024-12-01,67.77,67.4,73.49,70.52
ENG-01043,2025-01-01,69.36,81.45,69.06,75.56
ENG-01043,2025-02-01,61.86,71.25,74.44,72.21
ENG-01043,2025-03-01,68.99,71.24,68.76,71.12
ENG-01043,2025-04-01,76.89,74.67,71.22,73.4
ENG-01043,2025-05-01,69.12,55.66,67.71,72.14
ENG-01043,2025-06-01,66.17,68.16,75.68,75.46
ENG-01043,2025-07-01,70.77,62.42,68.25,68.19
ENG-01043,2025-08-01,74.36,62.78,63.51,70.19
ENG-01043,2025-09-01,71.29,68.44,66.36,66.82
ENG-01043,2025-10-01,62.94,59.23,60.99,64.6
ENG-01044,2024-02-01,76.75,79.06,82.51,83.19
ENG-01044,2024-03-01,84.14,73.24,79.23,77.13
ENG-01044,2024-04-01,75.64,71.34,74.79,71.05
ENG-01044,2024-05-01,79.21,78.58,80.19,82.65
ENG-01044,2024-06-01,65.7,61.0,66.05,77.35
ENG-01044,2024-07-01,71.1,74.08,69.73,70.8
ENG-01044,2024-08-01,72.4,73.03,73.65,72.19
ENG-01044,2024-09-01,71.18,65.06,71.59,70.99
ENG-01044,2024-10-01,81.95,81.81,82.73,77.61
ENG-01045,2024-06-01,74.52,78.68,72.47,77.91
ENG-01045,2024-07-01,73.72,66.64,68.33,77.48
ENG-01045,2024-08-01,70.38,82.33,77.28,81.03
ENG-01045,2024-09-01,66.89,73.48,75.7,81.34
ENG-01045,2024-10-01,71.41,73.75,83.98,80.64
ENG-01045,2024-11-01,71.13,76.05,76.03,79.69
ENG-01045,2024-12-01,67.06,68.31,69.15,77.79
ENG-01045,2025-01-01,77.62,67.38,74.6,71.72
ENG-01045,2025-02-01,71.97,79.97,71.45,82.31
ENG-01046,2026-02-01,75.44,65.94,67.23,68.4
ENG-01046,2026-03-01,70.05,69.54,67.5,71.17
ENG-01046,2026-04-01,70.24,71.89,65.46,71.81
ENG-01046,2026-05-01,72.93,64.81,64.18,65.59
ENG-01046,2026-06-01,67.77,77.07,64.33,70.91
ENG-01046,2026-07-01,66.0,63.83,75.19,62.99
ENG-01046,2026-08-01,62.89,56.59,55.77,59.67
ENG-01047,2024-01-01,92.08,85.53,92.8,79.4
ENG-01047,2024-02-01,86.74,76.34,88.95,80.88
ENG-01047,2024-03-01,79.6,74.88,81.9,85.3
ENG-01047,2024-04-01,93.45,96.1,95.79,90.87
ENG-01047,2024-05-01,87.32,83.69,86.28,87.54
ENG-01047,2024-06-01,77.13,78.72,78.18,81.63
ENG-01047,2024-07-01,75.24,80.52,78.87,83.97
ENG-01048,2024-09-01,75.31,73.42,71.8,79.91
ENG-01048,2024-10-01,76.32,76.6,74.76,84.12
ENG-01048,2024-11-01,80.09,71.39,81.67,73.06
ENG-01048,2024-12-01,81.63,65.11,77.23,75.48
ENG-01048,2025-01-01,81.49,78.55,73.21,81.93
ENG-01048,2025-02-01,75.87,81.3,89.35,84.27
ENG-01048,2025-03-01,81.52,71.15,82.37,81.76
ENG-01048,2025-04-01,78.76,72.38,74.6,76.28
ENG-01048,2025-05-01,69.34,79.79,88.85,81.9
ENG-01048,2025-06-01,78.99,85.66,82.29,79.15
ENG-01048,2025-07-01,74.99,70.97,80.06,80.95
ENG-01049,2026-07-01,81.66,78.23,83.04,78.2
ENG-01049,2026-08-01,82.24,81.09,82.41,79.47
ENG-01049,2026-09-01,73.54,75.52,81.82,77.01
ENG-01049,2026-10-01,66.98,68.99,52.96,68.19
ENG-01049,2026-11-01,58.74,46.56,60.98,55.4
ENG-01050,2024-02-01,87.32,86.94,83.58,85.08
ENG-01050,2024-03-01,90.62,80.57,95.4,84.48
ENG-01050,2024-04-01,77.89,78.16,83.49,87.46
ENG-01050,2024-05-01,81.43,85.38,84.04,87.85
ENG-01050,2024-06-01,84.19,83.79,87.4,80.39
ENG-01050,2024-07-01,87.8,82.9,93.39,87.56
ENG-01050,2024-08-01,78.32,78.45,75.14,80.2
ENG-01050,2024-09-01,69.08,74.35,69.91,80.08
ENG-01050,2024-10-01,74.69,72.64,78.4,83.08
ENG-01050,2024-11-01,87.36,78.75,86.52,82.81
ENG-01050,2024-12-01,81.25,97.67,86.85,83.62
ENG-01050,2025-01-01,77.89,80.17,90.7,87.07
ENG-01051,2026-02-01,85.0,79.0,80.59,86.23
ENG-01051,2026-03-01,78.35,73.81,79.45,80.4
ENG-01051,2026-04-01,86.81,83.29,98.34,84.63
ENG-01051,2026-05-01,82.53,76.05,85.08,75.5
ENG-01051,2026-06-01,77.82,90.15,77.67,84.31
ENG-01051,2026-07-01,69.77,81.87,64.78,78.93
ENG-01051,2026-08-01,63.63,72.45,57.61,70.62
ENG-01051,2026-09-01,67.47,62.37,69.95,62.28
ENG-01052,2025-01-01,81.78,73.18,75.79,81.47
ENG-01052,2025-02-01,71.33,75.82,74.34,82.21
ENG-01052,2025-03-01,78.58,78.42,69.92,77.35
ENG-01052,2025-04-01,73.3,71.9,70.62,78.28
ENG-01052,2025-05-01,69.53,64.05,72.67,60.54
ENG-01052,2025-06-01,62.91,53.87,57.77,55.41
ENG-01052,2025-07-01,71.22,58.83,65.07,57.34
ENG-01053,2024-12-01,76.7,72.32,72.51,77.26
ENG-01053,2025-01-01,60.38,61.1,66.83,63.08
ENG-01053,2025-02-01,57.11,62.46,58.28,64.88
ENG-01053,2025-03-01,53.25,68.86,56.05,63.2
ENG-01053,2025-04-01,57.07,49.52,56.62,45.93
ENG-01054,2025-12-01,78.42,69.65,79.09,83.42
ENG-01054,2026-01-01,82.5,85.28,82.92,86.71
ENG-01054,2026-02-01,76.31,72.68,82.15,78.02
ENG-01054,2026-03-01,77.26,76.98,81.79,73.73
ENG-01054,2026-04-01,76.75,84.87,84.98,86.1
ENG-01054,2026-05-01,80.31,76.96,79.48,83.35
ENG-01054,2026-06-01,83.35,74.99,84.74,83.16
ENG-01054,2026-07-01,88.4,74.22,86.23,81.82
ENG-01054,2026-08-01,77.13,84.73,100.0,88.29
ENG-01055,2025-08-01,82.08,68.58,79.9,76.14
ENG-01055,2025-09-01,67.38,61.78,65.18,65.55
ENG-01055,2025-10-01,60.48,60.76,56.41,66.07
ENG-01055,2025-11-01,51.22,47.29,55.64,53.1
ENG-01056,2024-10-01,70.53,69.68,68.45,68.28
ENG-01056,2024-11-01,72.71,72.98,72.84,75.08
ENG-01056,2024-12-01,72.34,77.09,73.61,75.36
ENG-01056,2025-01-01,67.91,71.27,72.73,75.9
ENG-01056,2025-02-01,70.7,59.89,78.43,70.59
ENG-01056,2025-03-01,65.17,67.19,64.27,77.46
ENG-01056,2025-04-01,71.19,79.52,65.98,78.88
ENG-01056,2025-05-01,78.81,72.08,74.95,76.02
ENG-01056,2025-06-01,74.35,63.87,82.61,78.3
ENG-01056,2025-07-01,67.89,69.19,74.52,74.9
ENG-01056,2025-08-01,83.05,73.39,68.17,72.49
ENG-01056,2025-09-01,69.05,67.55,67.49,73.08
ENG-01056,2025-10-01,68.69,58.94,69.23,70.79
ENG-01057,2024-08-01,69.68,82.9,87.77,81.58
ENG-01057,2024-09-01,67.64,75.56,88.04,82.33
ENG-01057,2024-10-01,73.09,66.12,69.03,73.84
ENG-01057,2024-11-01,78.04,76.09,88.39,74.09
ENG-01057,2024-12-01,75.69,74.76,69.24,78.56
ENG-01057,2025-01-01,70.14,62.36,85.29,72.66
ENG-01057,2025-02-01,68.09,79.14,74.35,68.44
ENG-01057,2025-03-01,78.74,60.08,69.07,69.92
ENG-01058,2025-10-01,83.74,75.17,80.93,84.04
ENG-01058,2025-11-01,77.88,75.95,87.49,82.84
ENG-01058,2025-12-01,83.16,71.03,73.91,83.73
ENG-01058,2026-01-01,89.36,79.89,87.38,85.21
ENG-01058,2026-02-01,82.18,67.82,70.7,81.87
ENG-01058,2026-03-01,69.53,79.96,78.12,81.97
ENG-01058,2026-04-01,83.11,84.95,88.92,83.81
ENG-01058,2026-05-01,89.43,76.69,94.3,81.47
ENG-01058,2026-06-01,83.96,76.94,84.31,84.69
ENG-01058,2026-07-01,87.65,85.84,87.11,85.69
ENG-01058,2026-08-01,75.76,69.41,79.95,82.74
ENG-01059,2026-04-01,69.18,69.94,73.89,76.31
ENG-01059,2026-05-01,70.7,80.23,69.9,74.41
ENG-01059,2026-06-01,73.13,77.95,77.13,76.79
ENG-01059,2026-07-01,66.62,63.27,68.96,67.72
ENG-01059,2026-08-01,67.95,71.4,66.44,75.64
ENG-01060,2024-11-01,82.25,89.25,84.37,89.38
ENG-01060,2024-12-01,86.11,88.06,89.83,90.64
ENG-01060,2025-01-01,93.09,89.94,97.25,92.42
ENG-01060,2025-02-01,80.5,84.69,85.64,90.7
ENG-01060,2025-03-01,84.72,82.78,90.73,88.61
ENG-01060,2025-04-01,84.4,97.86,86.12,90.08
ENG-01060,2025-05-01,88.03,80.17,88.04,90.17
ENG-01060,2025-06-01,88.3,90.15,95.41,90.55
ENG-01061,2025-05-01,76.08,80.96,71.63,79.99
ENG-01061,2025-06-01,75.57,72.46,77.86,75.16
ENG-01061,2025-07-01,76.17,70.51,80.98,72.94
ENG-01061,2025-08-01,66.57,67.02,67.92,72.36
ENG-01061,2025-09-01,75.54,64.81,61.78,64.49
ENG-01061,2025-10-01,70.4,62.46,55.45,62.85
ENG-01061,2025-11-01,74.28,57.98,67.0,62.73
ENG-01061,2025-12-01,65.38,57.75,47.09,53.72
ENG-01062,2024-06-01,83.32,77.3,84.52,85.26
ENG-01062,2024-07-01,86.69,89.82,85.33,88.38
ENG-01062,2024-08-01,85.7,82.93,97.48,82.17
ENG-01062,2024-09-01,91.75,90.53,83.23,90.96
ENG-01062,2024-10-01,86.31,85.37,88.47,87.46
ENG-01062,2024-11-01,85.89,80.95,78.54,84.63
ENG-01062,2024-12-01,85.12,81.44,85.95,86.0
ENG-01062,2025-01-01,82.98,82.01,80.89,89.43
ENG-01062,2025-02-01,87.44,87.16,91.92,89.84
ENG-01063,2024-04-01,69.46,76.15,80.73,77.2
ENG-01063,2024-05-01,84.94,74.87,85.83,77.64
ENG-01063,2024-06-01,71.61,75.19,71.92,78.29
ENG-01063,2024-07-01,72.58,71.6,78.74,78.38
ENG-01063,2024-08-01,70.2,68.26,65.33,81.78
ENG-01063,2024-09-01,72.21,72.85,76.74,82.57
ENG-01063,2024-10-01,72.64,70.16,70.68,81.19
ENG-01063,2024-11-01,76.64,73.36,73.78,73.39
ENG-01064,2026-07-01,85.38,71.23,76.37,76.71
ENG-01064,2026-08-01,79.1,76.85,83.21,82.56
ENG-01065,2024-11-01,87.65,84.86,91.27,92.91
ENG-01065,2024-12-01,86.45,78.4,76.53,84.38
ENG-01065,2025-01-01,79.06,86.51,84.55,86.64
ENG-01065,2025-02-01,78.57,73.74,82.77,82.64
ENG-01065,2025-03-01,88.99,82.2,96.56,91.0
ENG-01065,2025-04-01,92.48,88.47,88.08,93.98
ENG-01065,2025-05-01,83.38,76.85,81.64,87.39
ENG-01065,2025-06-01,86.19,85.51,87.04,88.89
ENG-01065,2025-07-01,83.24,77.21,86.77,88.43
ENG-01066,2025-05-01,90.66,83.23,89.47,89.54
ENG-01066,2025-06-01,93.63,98.76,97.92,92.18
ENG-01066,2025-07-01,77.03,83.05,81.36,84.13
ENG-01066,2025-08-01,80.82,86.5,96.99,90.65
ENG-01066,2025-09-01,80.09,78.48,85.32,87.28
ENG-01066,2025-10-01,82.95,81.18,83.94,85.71
ENG-01066,2025-11-01,82.38,81.16,89.64,83.07
ENG-01066,2025-12-01,78.41,83.38,83.74,89.54
ENG-01067,2026-07-01,78.03,67.33,84.86,82.96
ENG-01067,2026-08-01,70.7,76.62,81.27,84.58
ENG-01068,2024-09-01,90.27,79.44,83.47,87.24
ENG-01068,2024-10-01,81.58,86.89,89.15,87.99
ENG-01068,2024-11-01,88.53,80.02,87.37,87.79
ENG-01068,2024-12-01,87.67,86.67,80.49,89.62
ENG-01068,2025-01-01,79.04,82.9,80.43,85.46
ENG-01068,2025-02-01,83.55,72.82,94.27,90.05
ENG-01068,2025-03-01,72.87,79.72,78.74,86.52
ENG-01068,2025-04-01,79.6,82.83,79.14,89.72
ENG-01068,2025-05-01,87.5,79.15,90.83,83.64
ENG-01068,2025-06-01,86.91,83.62,83.59,89.18
ENG-01069,2026-07-01,87.36,70.29,85.58,72.99
ENG-01069,2026-08-01,67.23,67.74,72.72,76.56
ENG-01069,2026-09-01,69.97,56.63,74.31,65.77
ENG-01069,2026-10-01,52.5,58.65,59.55,58.83
ENG-01069,2026-11-01,61.84,55.28,58.79,55.95
ENG-01070,2025-12-01,86.09,66.71,68.93,73.25
ENG-01070,2026-01-01,70.21,83.87,75.68,75.15
ENG-01070,2026-02-01,73.54,74.28,71.57,75.28
ENG-01070,2026-03-01,71.56,72.49,73.04,72.99
ENG-01070,2026-04-01,79.74,79.62,74.49,75.72
ENG-01070,2026-05-01,73.4,68.76,75.2,73.95
ENG-01070,2026-06-01,79.74,73.25,80.41,76.67
ENG-01071,2024-02-01,88.26,80.29,95.69,86.85
ENG-01071,2024-03-01,87.6,92.51,82.06,89.9
ENG-01071,2024-04-01,75.88,77.1,84.81,76.39
ENG-01071,2024-05-01,83.57,78.42,85.64,80.37
ENG-01071,2024-06-01,77.7,74.05,88.17,66.21
ENG-01071,2024-07-01,66.04,65.13,85.75,65.14
ENG-01072,2025-12-01,84.45,78.16,85.18,85.68
ENG-01072,2026-01-01,74.08,81.25,90.1,86.3
ENG-01072,2026-02-01,90.29,86.75,87.66,88.63
ENG-01072,2026-03-01,87.12,82.19,90.42,91.83
ENG-01072,2026-04-01,82.36,86.72,85.46,90.56
ENG-01072,2026-05-01,87.77,76.53,86.01,89.98
ENG-01072,2026-06-01,87.76,78.4,96.81,89.53
ENG-01072,2026-07-01,90.08,87.46,92.46,88.75
ENG-01072,2026-08-01,79.05,83.79,92.36,86.88
ENG-01073,2025-11-01,79.43,69.77,85.07,81.12
ENG-01073,2025-12-01,84.09,81.3,88.89,84.48
ENG-01073,2026-01-01,83.05,86.04,89.45,87.49
ENG-01073,2026-02-01,88.17,82.04,85.83,85.39
ENG-01073,2026-03-01,76.13,82.51,79.88,88.99
ENG-01073,2026-04-01,86.31,85.65,78.93,84.71
ENG-01073,2026-05-01,77.32,80.13,67.92,79.1
ENG-01073,2026-06-01,87.05,89.05,80.21,88.39
ENG-01073,2026-07-01,82.46,86.61,82.63,85.21
ENG-01073,2026-08-01,71.76,71.11,84.77,84.94
ENG-01074,2025-05-01,80.03,76.45,75.17,81.67
ENG-01074,2025-06-01,73.32,76.83,79.56,76.91
ENG-01074,2025-07-01,77.74,65.67,78.4,66.62
ENG-01074,2025-08-01,70.65,67.33,66.66,79.34
ENG-01074,2025-09-01,75.87,74.92,82.48,74.03
ENG-01074,2025-10-01,77.04,70.17,68.82,77.97
ENG-01074,2025-11-01,72.72,64.34,71.48,74.34
ENG-01074,2025-12-01,67.78,64.93,62.81,73.22
ENG-01074,2026-01-01,76.45,79.61,76.22,75.5
ENG-01074,2026-02-01,72.76,57.19,82.94,76.0
ENG-01074,2026-03-01,70.9,65.24,68.88,71.98
ENG-01074,2026-04-01,79.99,84.88,80.1,83.93
ENG-01074,2026-05-01,82.4,69.31,74.18,79.44
ENG-01075,2025-06-01,95.21,94.24,97.13,86.1
ENG-01075,2025-07-01,82.65,74.67,82.41,80.4
ENG-01075,2025-08-01,75.43,78.53,87.59,90.68
ENG-01075,2025-09-01,85.41,86.29,89.17,89.45
ENG-01075,2025-10-01,76.09,86.5,88.14,87.94
ENG-01075,2025-11-01,77.47,96.99,87.59,88.29
ENG-01075,2025-12-01,76.48,80.34,90.04,82.54
ENG-01075,2026-01-01,75.66,76.78,84.09,80.62
ENG-01075,2026-02-01,88.78,80.29,80.0,85.32
ENG-01076,2025-09-01,77.32,72.02,83.01,74.87
ENG-01076,2025-10-01,76.33,66.84,71.9,73.81
ENG-01076,2025-11-01,73.55,68.23,65.78,79.19
ENG-01076,2025-12-01,70.61,58.11,66.7,70.5
ENG-01076,2026-01-01,74.27,73.92,72.9,76.14
ENG-01076,2026-02-01,74.11,78.93,67.85,82.45
ENG-01076,2026-03-01,75.91,71.03,68.02,78.58
ENG-01077,2025-03-01,79.17,73.51,79.91,83.63
ENG-01077,2025-04-01,79.36,71.67,79.77,80.85
ENG-01077,2025-05-01,79.85,83.34,88.51,87.95
ENG-01077,2025-06-01,76.81,76.93,86.5,84.65
ENG-01077,2025-07-01,80.74,82.14,86.06,80.65
ENG-01077,2025-08-01,80.77,80.88,77.91,79.34
ENG-01077,2025-09-01,82.64,67.53,80.02,79.54
ENG-01077,2025-10-01,77.79,85.3,80.31,75.13
ENG-01077,2025-11-01,78.53,68.23,78.12,71.81
ENG-01077,2025-12-01,59.33,64.91,57.32,60.08
ENG-01078,2025-03-01,67.58,67.84,73.64,66.48
ENG-01078,2025-04-01,70.77,71.93,70.01,64.98
ENG-01078,2025-05-01,67.54,57.43,67.88,66.84
ENG-01078,2025-06-01,68.63,53.5,72.49,61.23
ENG-01078,2025-07-01,69.13,69.0,68.43,74.67
ENG-01078,2025-08-01,70.22,64.31,58.96,65.24
ENG-01078,2025-09-01,65.27,65.47,56.24,67.78
ENG-01078,2025-10-01,56.47,60.27,52.58,59.8
ENG-01078,2025-11-01,52.6,55.13,49.47,56.21
ENG-01078,2025-12-01,62.56,35.1,44.96,51.7
ENG-01078,2026-01-01,45.32,37.76,44.3,41.87
ENG-01079,2026-08-01,85.43,81.11,90.65,87.54
ENG-01079,2026-09-01,79.05,83.22,84.06,84.19
ENG-01079,2026-10-01,72.96,78.57,78.42,79.29
ENG-01079,2026-11-01,67.87,67.98,69.17,75.6
ENG-01079,2026-12-01,65.13,65.42,74.36,67.03
ENG-01079,2027-01-01,77.18,67.36,69.15,61.98
ENG-01080,2026-07-01,76.41,84.66,87.24,85.81
ENG-01080,2026-08-01,64.23,61.92,70.25,66.69
ENG-01081,2025-01-01,72.77,75.68,67.05,80.7
ENG-01081,2025-02-01,69.41,65.92,71.94,74.69
ENG-01081,2025-03-01,75.97,71.51,84.67,77.18
ENG-01081,2025-04-01,84.47,76.13,79.53,80.19
ENG-01081,2025-05-01,72.59,80.69,87.86,70.08
ENG-01081,2025-06-01,80.15,76.79,82.25,79.24
ENG-01081,2025-07-01,74.61,68.97,81.94,81.26
ENG-01081,2025-08-01,74.16,74.59,74.07,74.94
ENG-01081,2025-09-01,79.31,76.62,87.55,74.52
ENG-01082,2024-05-01,80.74,83.41,81.73,78.53
ENG-01082,2024-06-01,79.16,72.39,78.23,80.2
ENG-01082,2024-07-01,90.81,81.59,84.33,84.47
ENG-01082,2024-08-01,83.01,77.23,84.94,86.05
ENG-01082,2024-09-01,76.84,73.4,80.96,74.81
ENG-01082,2024-10-01,76.72,72.2,73.47,81.96
ENG-01082,2024-11-01,75.48,69.64,88.87,77.56
ENG-01082,2024-12-01,81.35,74.5,67.37,79.54
ENG-01082,2025-01-01,76.63,66.45,80.25,81.17
ENG-01082,2025-02-01,69.9,71.11,69.37,76.16
ENG-01083,2024-06-01,89.36,75.69,81.63,82.69
ENG-01083,2024-07-01,87.59,84.01,95.14,89.45
ENG-01083,2024-08-01,79.67,84.06,81.69,87.83
ENG-01083,2024-09-01,82.6,75.81,79.57,86.41
ENG-01083,2024-10-01,71.46,79.83,80.94,86.01
ENG-01083,2024-11-01,84.84,83.14,79.16,84.24
ENG-01083,2024-12-01,86.99,78.89,79.58,78.84
ENG-01084,2026-06-01,76.67,78.39,81.9,81.56
ENG-01084,2026-07-01,77.0,60.36,76.24,75.31
ENG-01084,2026-08-01,79.37,73.82,84.15,81.22
ENG-01085,2024-05-01,85.6,95.9,86.03,84.62
ENG-01085,2024-06-01,74.11,72.75,80.62,81.56
ENG-01085,2024-07-01,87.86,70.93,92.02,83.51
ENG-01085,2024-08-01,82.46,87.11,78.95,80.3
ENG-01085,2024-09-01,77.92,76.12,84.33,82.57
ENG-01085,2024-10-01,80.64,96.39,80.25,85.98
ENG-01085,2024-11-01,73.81,76.21,82.13,80.06
ENG-01085,2024-12-01,77.07,79.87,75.75,82.28
ENG-01085,2025-01-01,89.97,87.59,82.28,84.65
ENG-01085,2025-02-01,80.41,77.78,85.25,83.81
ENG-01085,2025-03-01,86.8,77.54,82.48,85.94
ENG-01085,2025-04-01,72.35,78.61,81.98,84.8
ENG-01086,2025-03-01,75.12,84.32,82.37,84.93
ENG-01086,2025-04-01,79.75,70.34,88.28,80.64
ENG-01086,2025-05-01,79.89,71.85,94.05,73.01
ENG-01086,2025-06-01,87.45,79.95,85.73,82.62
ENG-01086,2025-07-01,74.74,79.03,86.49,80.68
ENG-01086,2025-08-01,75.93,73.91,75.27,78.4
ENG-01086,2025-09-01,79.16,83.65,77.81,85.2
ENG-01086,2025-10-01,76.21,79.55,87.08,81.24
ENG-01086,2025-11-01,80.16,77.63,84.78,82.9
ENG-01086,2025-12-01,78.36,79.21,80.34,84.85
ENG-01086,2026-01-01,85.16,85.01,86.91,86.34
ENG-01086,2026-02-01,75.89,71.48,85.06,87.52
ENG-01086,2026-03-01,89.64,89.11,91.93,86.82
ENG-01087,2025-08-01,87.21,92.4,100.0,93.87
ENG-01087,2025-09-01,92.0,87.19,88.63,85.49
ENG-01087,2025-10-01,80.25,86.6,88.31,91.15
ENG-01087,2025-11-01,72.03,72.75,74.55,80.61
ENG-01087,2025-12-01,73.14,71.43,68.49,71.99
ENG-01087,2026-01-01,74.78,77.44,77.47,81.56
ENG-01087,2026-02-01,66.53,71.32,68.27,74.11
ENG-01088,2026-06-01,87.0,88.92,87.02,88.33
ENG-01088,2026-07-01,78.82,84.69,92.43,86.23
ENG-01088,2026-08-01,80.17,79.88,77.59,87.67
ENG-01089,2024-09-01,75.69,62.98,67.53,80.33
ENG-01089,2024-10-01,74.19,63.66,77.58,75.93
ENG-01089,2024-11-01,72.15,53.42,69.28,72.47
ENG-01089,2024-12-01,73.43,78.84,68.67,72.21
ENG-01089,2025-01-01,70.72,80.53,66.71,78.17
ENG-01089,2025-02-01,73.53,79.03,75.42,82.62
ENG-01089,2025-03-01,77.39,82.3,74.07,82.99
ENG-01089,2025-04-01,75.16,71.83,75.48,75.36
ENG-01089,2025-05-01,82.96,76.62,75.46,73.05
ENG-01089,2025-06-01,78.96,76.43,83.51,82.08
ENG-01089,2025-07-01,70.78,67.96,71.77,78.65
ENG-01090,2026-03-01,73.36,70.98,77.77,72.49
ENG-01090,2026-04-01,75.64,83.71,69.94,79.98
ENG-01090,2026-05-01,79.59,69.44,80.69,69.58
ENG-01090,2026-06-01,77.53,70.03,75.89,77.88
ENG-01090,2026-07-01,79.86,72.04,81.85,76.8
ENG-01090,2026-08-01,80.6,71.59,76.51,81.84
ENG-01091,2024-08-01,68.28,69.24,64.75,69.76
ENG-01091,2024-09-01,73.59,68.11,79.46,72.39
ENG-01091,2024-10-01,74.48,75.71,74.72,77.18
ENG-01091,2024-11-01,79.23,84.16,76.46,83.08
ENG-01091,2024-12-01,73.87,73.43,70.56,73.59
ENG-01091,2025-01-01,58.61,66.22,74.11,69.85
ENG-01091,2025-02-01,55.76,60.76,66.75,64.54
ENG-01091,2025-03-01,61.07,53.49,46.57,61.67
ENG-01092,2024-11-01,82.46,80.62,74.73,76.87
ENG-01092,2024-12-01,81.94,77.03,80.21,82.68
ENG-01092,2025-01-01,80.62,70.24,70.59,77.16
ENG-01092,2025-02-01,75.42,69.92,69.16,80.37
ENG-01092,2025-03-01,67.97,67.01,72.86,79.7
ENG-01092,2025-04-01,74.53,79.95,78.22,82.98
ENG-01092,2025-05-01,67.75,79.32,82.65,82.03
ENG-01093,2025-05-01,86.45,93.95,80.82,88.62
ENG-01093,2025-06-01,75.02,71.0,89.73,84.58
ENG-01093,2025-07-01,87.06,78.03,88.79,84.33
ENG-01093,2025-08-01,78.72,82.56,87.32,82.77
ENG-01093,2025-09-01,77.34,73.42,84.39,89.1
ENG-01093,2025-10-01,89.21,88.13,80.06,87.87
