engagement_id,milestone_name,due_date,completion_date,status,delay_days
ENG-00978,Sprint 7,2024-09-21,2024-09-26,Delayed,5
ENG-00978,Sprint 8,2024-10-21,2024-10-22,Completed,1
ENG-00978,Sprint 9,2024-11-21,2024-11-23,Completed,2
ENG-00978,Sprint 10,2024-12-21,2024-12-25,Delayed,4
ENG-00979,Sprint 1,2025-08-21,2025-08-25,Delayed,4
ENG-00979,Sprint 2,2025-09-21,2025-09-22,Completed,1
ENG-00979,Sprint 3,2025-10-21,2025-10-27,Delayed,6
ENG-00979,Sprint 4,2025-11-21,2025-11-22,Completed,1
ENG-00979,Sprint 5,2025-12-21,2025-12-25,Delayed,4
ENG-00979,Sprint 6,2026-01-21,2026-01-22,Completed,1
ENG-00979,Sprint 7,2026-02-21,2026-02-21,Completed,0
ENG-00979,Sprint 8,2026-03-21,2026-03-25,Delayed,4
ENG-00979,Sprint 9,2026-04-21,2026-04-21,Completed,0
ENG-00979,Sprint 10,2026-05-21,2026-05-24,Completed,3
ENG-00980,Sprint 1,2024-09-21,2024-09-28,Delayed,7
ENG-00980,Sprint 2,2024-10-21,2024-10-25,Delayed,4
ENG-00980,Sprint 3,2024-11-21,2024-11-23,Completed,2
ENG-00980,Sprint 4,2024-12-21,2024-12-25,Delayed,4
ENG-00980,Sprint 5,2025-01-21,2025-01-22,Completed,1
ENG-00980,Sprint 6,2025-02-21,2025-02-24,Completed,3
ENG-00980,Sprint 7,2025-03-21,2025-03-24,Completed,3
ENG-00980,Sprint 8,2025-04-21,2025-04-21,Completed,0
ENG-00980,Sprint 9,2025-05-21,2025-05-21,Completed,0
ENG-00980,Sprint 10,2025-06-21,2025-06-27,Delayed,6
ENG-00981,Sprint 1,2025-08-21,2025-08-25,Delayed,4
ENG-00981,Sprint 2,2025-09-21,2025-09-21,Completed,0
ENG-00981,Sprint 3,2025-10-21,2025-10-25,Delayed,4
ENG-00981,Sprint 4,2025-11-21,2025-11-21,Completed,0
ENG-00981,Sprint 5,2025-12-21,2025-12-26,Delayed,5
ENG-00981,Sprint 6,2026-01-21,2026-01-21,Completed,0
ENG-00981,Sprint 7,2026-02-21,2026-02-21,Completed,0
ENG-00982,Sprint 1,2026-01-21,2026-01-25,Delayed,4
ENG-00982,Sprint 2,2026-02-21,2026-02-24,Completed,3
ENG-00982,Sprint 3,2026-03-21,2026-03-31,Delayed,10
ENG-00982,Sprint 4,2026-04-21,2026-04-27,Delayed,6
ENG-00982,Sprint 5,2026-05-21,2026-06-03,Delayed,13
ENG-00982,Sprint 6,2026-06-21,2026-06-29,Delayed,8
ENG-00983,Sprint 1,2024-04-21,2024-04-29,Delayed,8
ENG-00983,Sprint 2,2024-05-21,2024-05-21,Completed,0
ENG-00983,Sprint 3,2024-06-21,2024-06-22,Completed,1
ENG-00983,Sprint 4,2024-07-21,2024-07-24,Completed,3
ENG-00983,Sprint 5,2024-08-21,2024-08-24,Completed,3
ENG-00983,Sprint 6,2024-09-21,2024-09-24,Completed,3
ENG-00983,Sprint 7,2024-10-21,2024-10-22,Completed,1
ENG-00983,Sprint 8,2024-11-21,2024-11-24,Completed,3
ENG-00983,Sprint 9,2024-12-21,2024-12-24,Completed,3
ENG-00983,Sprint 10,2025-01-21,2025-01-21,Completed,0
ENG-00984,Sprint 1,2024-12-21,2024-12-23,Completed,2
ENG-00984,Sprint 2,2025-01-21,2025-01-24,Completed,3
ENG-00984,Sprint 3,2025-02-21,2025-02-26,Delayed,5
ENG-00984,Sprint 4,2025-03-21,2025-03-21,Completed,0
ENG-00984,Sprint 5,2025-04-21,2025-04-25,Delayed,4
ENG-00984,Sprint 6,2025-05-21,2025-05-24,Completed,3
ENG-00984,Sprint 7,2025-06-21,2025-06-25,Delayed,4
ENG-00984,Sprint 8,2025-07-21,2025-07-21,Completed,0
ENG-00985,Sprint 1,2025-01-21,2025-01-24,Completed,3
ENG-00985,Sprint 2,2025-02-21,2025-02-22,Completed,1
ENG-00985,Sprint 3,2025-03-21,2025-03-21,Completed,0
ENG-00985,Sprint 4,2025-04-21,2025-04-21,Completed,0
ENG-00985,Sprint 5,2025-05-21,2025-05-27,Delayed,6
ENG-00985,Sprint 6,2025-06-21,2025-06-25,Delayed,4
ENG-00986,Sprint 1,2026-05-21,2026-05-25,Delayed,4
ENG-00986,Sprint 2,2026-06-21,2026-06-26,Delayed,5
ENG-00986,Sprint 3,2026-07-21,2026-07-27,Delayed,6
ENG-00986,Sprint 4,2026-08-21,2026-08-23,Completed,2
ENG-00987,Sprint 1,2026-02-21,2026-02-23,Completed,2
ENG-00987,Sprint 2,2026-03-21,2026-03-21,Completed,0
ENG-00987,Sprint 3,2026-04-21,2026-04-23,Completed,2
ENG-00987,Sprint 4,2026-05-21,2026-05-24,Completed,3
ENG-00987,Sprint 5,2026-06-21,2026-06-22,Completed,1
ENG-00987,Sprint 6,2026-07-21,2026-07-25,Delayed,4
ENG-00987,Sprint 7,2026-08-21,2026-08-21,Completed,0
ENG-00988,Sprint 1,2024-08-21,2024-08-21,Completed,0
ENG-00988,Sprint 2,2024-09-21,2024-09-21,Completed,0
ENG-00988,Sprint 3,2024-10-21,2024-10-25,Delayed,4
ENG-00988,Sprint 4,2024-11-21,2024-11-29,Delayed,8
ENG-00988,Sprint 5,2024-12-21,2024-12-31,Delayed,10
ENG-00988,Sprint 6,2025-01-21,2025-02-08,Delayed,18
ENG-00989,Sprint 1,2025-07-21,2025-07-21,Completed,0
ENG-00989,Sprint 2,2025-08-21,2025-08-26,Delayed,5
ENG-00989,Sprint 3,2025-09-21,2025-09-27,Delayed,6
ENG-00989,Sprint 4,2025-10-21,2025-10-22,Completed,1
ENG-00989,Sprint 5,2025-11-21,2025-11-26,Delayed,5
ENG-00989,Sprint 6,2025-12-21,2025-12-22,Completed,1
ENG-00989,Sprint 7,2026-01-21,2026-01-26,Delayed,5
ENG-00989,Sprint 8,2026-02-21,2026-02-25,Delayed,4
ENG-00989,Sprint 9,2026-03-21,2026-03-21,Completed,0
ENG-00989,Sprint 10,2026-04-21,2026-04-23,Completed,2
ENG-00989,Sprint 11,2026-05-21,2026-05-25,Delayed,4
ENG-00989,Sprint 12,2026-06-21,2026-06-26,Delayed,5
ENG-00990,Sprint 1,2025-09-21,2025-09-21,Completed,0
ENG-00990,Sprint 2,2025-10-21,2025-10-22,Completed,1
ENG-00990,Sprint 3,2025-11-21,2025-11-25,Delayed,4
ENG-00990,Sprint 4,2025-12-21,2025-12-23,Completed,2
ENG-00990,Sprint 5,2026-01-21,2026-01-25,Delayed,4
ENG-00990,Sprint 6,2026-02-21,2026-02-23,Completed,2
ENG-00990,Sprint 7,2026-03-21,2026-03-21,Completed,0
ENG-00990,Sprint 8,2026-04-21,2026-04-21,Completed,0
ENG-00990,Sprint 9,2026-05-21,2026-05-24,Completed,3
ENG-00990,Sprint 10,2026-06-21,2026-06-21,Completed,0
ENG-00991,Sprint 1,2026-01-21,2026-01-22,Completed,1
ENG-00991,Sprint 2,2026-02-21,2026-02-21,Completed,0
ENG-00991,Sprint 3,2026-03-21,2026-03-24,Completed,3
ENG-00991,Sprint 4,2026-04-21,2026-04-27,Delayed,6
ENG-00991,Sprint 5,2026-05-21,2026-05-28,Delayed,7
ENG-00992,Sprint 1,2025-11-21,2025-11-24,Completed,3
ENG-00992,Sprint 2,2025-12-21,2025-12-25,Delayed,4
ENG-00992,Sprint 3,2026-01-21,2026-01-23,Completed,2
ENG-00992,Sprint 4,2026-02-21,2026-02-24,Completed,3
ENG-00992,Sprint 5,2026-03-21,2026-03-22,Completed,1
ENG-00992,Sprint 6,2026-04-21,2026-04-25,Delayed,4
ENG-00992,Sprint 7,2026-05-21,2026-05-27,Delayed,6
ENG-00992,Sprint 8,2026-06-21,2026-06-21,Completed,0
ENG-00992,Sprint 9,2026-07-21,2026-07-25,Delayed,4
ENG-00992,Sprint 10,2026-08-21,2026-08-21,Completed,0
ENG-00993,Sprint 1,2024-11-21,2024-11-21,Completed,0
ENG-00993,Sprint 2,2024-12-21,2024-12-26,Delayed,5
ENG-00993,Sprint 3,2025-01-21,2025-01-21,Completed,0
ENG-00993,Sprint 4,2025-02-21,2025-02-24,Completed,3
ENG-00993,Sprint 5,2025-03-21,2025-03-21,Completed,0
ENG-00993,Sprint 6,2025-04-21,2025-04-23,Completed,2
ENG-00993,Sprint 7,2025-05-21,2025-05-21,Completed,0
ENG-00993,Sprint 8,2025-06-21,2025-06-24,Completed,3
ENG-00993,Sprint 9,2025-07-21,2025-07-21,Completed,0
ENG-00993,Sprint 10,2025-08-21,2025-08-21,Completed,0
ENG-00993,Sprint 11,2025-09-21,2025-09-25,Delayed,4
ENG-00993,Sprint 12,2025-10-21,2025-10-21,Completed,0
ENG-00994,Sprint 1,2026-04-21,2026-04-21,Completed,0
ENG-00994,Sprint 2,2026-05-21,2026-05-21,Completed,0
ENG-00994,Sprint 3,2026-06-21,2026-06-21,Completed,0
ENG-00994,Sprint 4,2026-07-21,2026-07-21,Completed,0
ENG-00994,Sprint 5,2026-08-21,2026-08-27,Delayed,6
ENG-00995,Sprint 1,2026-08-21,2026-08-21,Completed,0
ENG-00996,Sprint 1,2025-03-21,2025-03-28,Delayed,7
ENG-00996,Sprint 2,2025-04-21,2025-04-23,Completed,2
ENG-00996,Sprint 3,2025-05-21,2025-05-23,Completed,2
ENG-00996,Sprint 4,2025-06-21,2025-06-21,Completed,0
ENG-00996,Sprint 5,2025-07-21,2025-07-21,Completed,0
ENG-00996,Sprint 6,2025-08-21,2025-08-24,Completed,3
ENG-00996,Sprint 7,2025-09-21,2025-09-21,Completed,0
ENG-00996,Sprint 8,2025-10-21,2025-10-22,Completed,1
ENG-00996,Sprint 9,2025-11-21,2025-11-27,Delayed,6
ENG-00996,Sprint 10,2025-12-21,2025-12-23,Completed,2
ENG-00997,Sprint 1,2025-04-21,2025-04-21,Completed,0
ENG-00997,Sprint 2,2025-05-21,2025-05-21,Completed,0
ENG-00997,Sprint 3,2025-06-21,2025-06-22,Completed,1
ENG-00997,Sprint 4,2025-07-21,2025-07-30,Delayed,9
ENG-00997,Sprint 5,2025-08-21,2025-08-21,Completed,0
ENG-00997,Sprint 6,2025-09-21,2025-09-21,Completed,0
ENG-00997,Sprint 7,2025-10-21,2025-10-22,Completed,1
ENG-00997,Sprint 8,2025-11-21,2025-11-21,Completed,0
ENG-00997,Sprint 9,2025-12-21,2025-12-23,Completed,2
ENG-00997,Sprint 10,2026-01-21,2026-01-21,Completed,0
ENG-00997,Sprint 11,2026-02-21,2026-02-26,Delayed,5
ENG-00997,Sprint 12,2026-03-21,2026-03-21,Completed,0
ENG-00998,Sprint 1,2024-06-21,2024-06-21,Completed,0
ENG-00998,Sprint 2,2024-07-21,2024-07-21,Completed,0
ENG-00998,Sprint 3,2024-08-21,2024-08-21,Completed,0
ENG-00998,Sprint 4,2024-09-21,2024-09-21,Completed,0
ENG-00998,Sprint 5,2024-10-21,2024-10-21,Completed,0
ENG-00998,Sprint 6,2024-11-21,2024-11-21,Completed,0
ENG-00998,Sprint 7,2024-12-21,2024-12-21,Completed,0
ENG-00998,Sprint 8,2025-01-21,2025-01-22,Completed,1
ENG-00998,Sprint 9,2025-02-21,2025-02-21,Completed,0
ENG-00999,Sprint 1,2026-04-21,2026-04-23,Completed,2
ENG-00999,Sprint 2,2026-05-21,2026-05-29,Delayed,8
ENG-00999,Sprint 3,2026-06-21,2026-06-27,Delayed,6
ENG-00999,Sprint 4,2026-07-21,2026-07-24,Completed,3
ENG-00999,Sprint 5,2026-08-21,2026-08-24,Completed,3
ENG-01000,Sprint 1,2025-12-21,2025-12-23,Completed,2
ENG-01000,Sprint 2,2026-01-21,2026-01-21,Completed,0
ENG-01000,Sprint 3,2026-02-21,2026-02-27,Delayed,6
ENG-01000,Sprint 4,2026-03-21,2026-03-23,Completed,2
ENG-01000,Sprint 5,2026-04-21,2026-04-26,Delayed,5
ENG-01000,Sprint 6,2026-05-21,2026-05-26,Delayed,5
ENG-01000,Sprint 7,2026-06-21,2026-06-23,Completed,2
ENG-01000,Sprint 8,2026-07-21,2026-07-24,Completed,3
ENG-01001,Sprint 1,2024-12-21,2024-12-21,Completed,0
ENG-01001,Sprint 2,2025-01-21,2025-01-21,Completed,0
ENG-01001,Sprint 3,2025-02-21,2025-02-24,Completed,3
ENG-01001,Sprint 4,2025-03-21,2025-03-21,Completed,0
ENG-01001,Sprint 5,2025-04-21,2025-04-22,Completed,1
ENG-01001,Sprint 6,2025-05-21,2025-05-24,Completed,3
ENG-01001,Sprint 7,2025-06-21,2025-06-24,Completed,3
ENG-01001,Sprint 8,2025-07-21,2025-07-21,Completed,0
ENG-01001,Sprint 9,2025-08-21,2025-08-21,Completed,0
ENG-01001,Sprint 10,2025-09-21,2025-09-21,Completed,0
ENG-01001,Sprint 11,2025-10-21,2025-10-21,Completed,0
ENG-01001,Sprint 12,2025-11-21,2025-11-21,Completed,0
ENG-01002,Sprint 1,2024-09-21,2024-09-25,Delayed,4
ENG-01002,Sprint 2,2024-10-21,2024-10-27,Delayed,6
ENG-01002,Sprint 3,2024-11-21,2024-11-27,Delayed,6
ENG-01002,Sprint 4,2024-12-21,2024-12-29,Delayed,8
ENG-01002,Sprint 5,2025-01-21,2025-01-27,Delayed,6
ENG-01002,Sprint 6,2025-02-21,2025-02-24,Completed,3
ENG-01002,Sprint 7,2025-03-21,2025-03-22,Completed,1
ENG-01002,Sprint 8,2025-04-21,2025-04-22,Completed,1
ENG-01002,Sprint 9,2025-05-21,2025-05-22,Completed,1
ENG-01002,Sprint 10,2025-06-21,2025-06-24,Completed,3
ENG-01002,Sprint 11,2025-07-21,2025-07-29,Delayed,8
ENG-01003,Sprint 1,2025-06-21,2025-06-24,Completed,3
ENG-01003,Sprint 2,2025-07-21,2025-07-23,Completed,2
ENG-01003,Sprint 3,2025-08-21,2025-08-22,Completed,1
ENG-01003,Sprint 4,2025-09-21,2025-09-24,Completed,3
ENG-01003,Sprint 5,2025-10-21,2025-10-25,Delayed,4
ENG-01003,Sprint 6,2025-11-21,2025-11-27,Delayed,6
ENG-01003,Sprint 7,2025-12-21,2025-12-23,Completed,2
ENG-01003,Sprint 8,2026-01-21,2026-01-23,Completed,2
ENG-01003,Sprint 9,2026-02-21,2026-02-21,Completed,0
ENG-01003,Sprint 10,2026-03-21,2026-03-24,Completed,3
ENG-01003,Sprint 11,2026-04-21,2026-04-24,Completed,3
ENG-01004,Sprint 1,2026-03-21,2026-03-25,Delayed,4
ENG-01004,Sprint 2,2026-04-21,2026-04-28,Delayed,7
ENG-01004,Sprint 3,2026-05-21,2026-05-30,Delayed,9
ENG-01004,Sprint 4,2026-06-21,2026-06-27,Delayed,6
ENG-01004,Sprint 5,2026-07-21,2026-08-02,Delayed,12
ENG-01005,Sprint 1,2026-02-21,2026-02-25,Delayed,4
ENG-01005,Sprint 2,2026-03-21,2026-03-21,Completed,0
ENG-01005,Sprint 3,2026-04-21,2026-04-22,Completed,1
ENG-01005,Sprint 4,2026-05-21,2026-05-25,Delayed,4
ENG-01005,Sprint 5,2026-06-21,2026-06-26,Delayed,5
ENG-01005,Sprint 6,2026-07-21,2026-08-01,Delayed,11
ENG-01005,Sprint 7,2026-08-21,2026-09-01,Delayed,11
ENG-01006,Sprint 1,2026-02-21,2026-02-21,Completed,0
ENG-01006,Sprint 2,2026-03-21,2026-03-23,Completed,2
ENG-01006,Sprint 3,2026-04-21,2026-04-26,Delayed,5
ENG-01006,Sprint 4,2026-05-21,2026-05-21,Completed,0
ENG-01006,Sprint 5,2026-06-21,2026-06-25,Delayed,4
ENG-01006,Sprint 6,2026-07-21,2026-07-24,Completed,3
ENG-01006,Sprint 7,2026-08-21,2026-08-21,Completed,0
ENG-01007,Sprint 1,2026-06-21,2026-06-26,Delayed,5
ENG-01007,Sprint 2,2026-07-21,2026-07-21,Completed,0
ENG-01007,Sprint 3,2026-08-21,2026-08-31,Delayed,10
ENG-01007,Sprint 4,2026-09-21,2026-09-29,Delayed,8
ENG-01008,Sprint 1,2024-08-21,2024-08-22,Completed,1
ENG-01008,Sprint 2,2024-09-21,2024-09-21,Completed,0
ENG-01008,Sprint 3,2024-10-21,2024-10-22,Completed,1
ENG-01008,Sprint 4,2024-11-21,2024-11-21,Completed,0
ENG-01008,Sprint 5,2024-12-21,2024-12-24,Completed,3
ENG-01008,Sprint 6,2025-01-21,2025-01-29,Delayed,8
ENG-01008,Sprint 7,2025-02-21,2025-02-25,Delayed,4
ENG-01008,Sprint 8,2025-03-21,2025-03-24,Completed,3
ENG-01008,Sprint 9,2025-04-21,2025-04-21,Completed,0
ENG-01008,Sprint 10,2025-05-21,2025-05-21,Completed,0
ENG-01008,Sprint 11,2025-06-21,2025-06-23,Completed,2
ENG-01008,Sprint 12,2025-07-21,2025-07-21,Completed,0
ENG-01009,Sprint 1,2026-05-21,2026-05-21,Completed,0
ENG-01009,Sprint 2,2026-06-21,2026-06-26,Delayed,5
ENG-01009,Sprint 3,2026-07-21,2026-07-23,Completed,2
ENG-01009,Sprint 4,2026-08-21,2026-08-21,Completed,0
ENG-01009,Sprint 5,2026-09-21,2026-09-23,Completed,2
ENG-01009,Sprint 6,2026-10-21,2026-10-24,Completed,3
ENG-01009,Sprint 7,2026-11-21,2026-11-26,Delayed,5
ENG-01009,Sprint 8,2026-12-21,2026-12-21,Completed,0
ENG-01009,Sprint 9,2027-01-21,2027-01-24,Completed,3
ENG-01009,Sprint 10,2027-02-21,2027-02-25,Delayed,4
ENG-01010,Sprint 1,2024-01-21,2024-01-21,Completed,0
ENG-01010,Sprint 2,2024-02-21,2024-02-21,Completed,0
ENG-01010,Sprint 3,2024-03-21,2024-03-22,Completed,1
ENG-01010,Sprint 4,2024-04-21,2024-04-22,Completed,1
ENG-01010,Sprint 5,2024-05-21,2024-05-22,Completed,1
ENG-01010,Sprint 6,2024-06-21,2024-06-21,Completed,0
ENG-01010,Sprint 7,2024-07-21,2024-07-21,Completed,0
ENG-01010,Sprint 8,2024-08-21,2024-08-26,Delayed,5
ENG-01011,Sprint 1,2024-07-21,2024-07-21,Completed,0
ENG-01011,Sprint 2,2024-08-21,2024-08-21,Completed,0
ENG-01011,Sprint 3,2024-09-21,2024-09-21,Completed,0
ENG-01011,Sprint 4,2024-10-21,2024-10-21,Completed,0
ENG-01011,Sprint 5,2024-11-21,2024-11-21,Completed,0
ENG-01011,Sprint 6,2024-12-21,2024-12-23,Completed,2
ENG-01011,Sprint 7,2025-01-21,2025-01-21,Completed,0
ENG-01011,Sprint 8,2025-02-21,2025-02-23,Completed,2
ENG-01011,Sprint 9,2025-03-21,2025-03-26,Delayed,5
ENG-01011,Sprint 10,2025-04-21,2025-04-24,Completed,3
ENG-01011,Sprint 11,2025-05-21,2025-05-21,Completed,0
ENG-01012,Sprint 1,2025-02-21,2025-02-27,Delayed,6
ENG-01012,Sprint 2,2025-03-21,2025-03-21,Completed,0
ENG-01012,Sprint 3,2025-04-21,2025-04-23,Completed,2
ENG-01012,Sprint 4,2025-05-21,2025-05-24,Completed,3
ENG-01012,Sprint 5,2025-06-21,2025-06-21,Completed,0
ENG-01012,Sprint 6,2025-07-21,2025-07-22,Completed,1
ENG-01012,Sprint 7,2025-08-21,2025-08-26,Delayed,5
ENG-01012,Sprint 8,2025-09-21,2025-09-23,Completed,2
ENG-01012,Sprint 9,2025-10-21,2025-10-21,Completed,0
ENG-01012,Sprint 10,2025-11-21,2025-11-27,Delayed,6
ENG-01012,Sprint 11,2025-12-21,2025-12-26,Delayed,5
ENG-01012,Sprint 12,2026-01-21,2026-01-25,Delayed,4
ENG-01013,Sprint 1,2025-03-21,2025-03-21,Completed,0
ENG-01013,Sprint 2,2025-04-21,2025-04-24,Completed,3
ENG-01013,Sprint 3,2025-05-21,2025-05-25,Delayed,4
ENG-01013,Sprint 4,2025-06-21,2025-06-25,Delayed,4
ENG-01013,Sprint 5,2025-07-21,2025-07-21,Completed,0
ENG-01013,Sprint 6,2025-08-21,2025-08-21,Completed,0
ENG-01013,Sprint 7,2025-09-21,2025-09-22,Completed,1
ENG-01013,Sprint 8,2025-10-21,2025-10-22,Completed,1
ENG-01013,Sprint 9,2025-11-21,2025-11-21,Completed,0
ENG-01014,Sprint 1,2026-01-21,2026-01-21,Completed,0
ENG-01014,Sprint 2,2026-02-21,2026-02-24,Completed,3
ENG-01014,Sprint 3,2026-03-21,2026-03-26,Delayed,5
ENG-01014,Sprint 4,2026-04-21,2026-04-27,Delayed,6
ENG-01014,Sprint 5,2026-05-21,2026-05-21,Completed,0
ENG-01014,Sprint 6,2026-06-21,2026-06-21,Completed,0
ENG-01014,Sprint 7,2026-07-21,2026-07-30,Delayed,9
ENG-01014,Sprint 8,2026-08-21,2026-08-21,Completed,0
ENG-01015,Sprint 1,2026-05-21,2026-05-25,Delayed,4
ENG-01015,Sprint 2,2026-06-21,2026-06-21,Completed,0
ENG-01015,Sprint 3,2026-07-21,2026-07-24,Completed,3
ENG-01015,Sprint 4,2026-08-21,2026-08-23,Completed,2
ENG-01016,Sprint 1,2024-01-21,2024-01-24,Completed,3
ENG-01016,Sprint 2,2024-02-21,2024-02-22,Completed,1
ENG-01016,Sprint 3,2024-03-21,2024-03-24,Completed,3
ENG-01016,Sprint 4,2024-04-21,2024-04-25,Delayed,4
ENG-01016,Sprint 5,2024-05-21,2024-05-22,Completed,1
ENG-01016,Sprint 6,2024-06-21,2024-06-24,Completed,3
ENG-01016,Sprint 7,2024-07-21,2024-07-27,Delayed,6
ENG-01016,Sprint 8,2024-08-21,2024-08-24,Completed,3
ENG-01016,Sprint 9,2024-09-21,2024-09-24,Completed,3
ENG-01017,Sprint 1,2025-12-21,2025-12-21,Completed,0
ENG-01017,Sprint 2,2026-01-21,2026-01-21,Completed,0
ENG-01017,Sprint 3,2026-02-21,2026-02-21,Completed,0
ENG-01017,Sprint 4,2026-03-21,2026-03-26,Delayed,5
ENG-01017,Sprint 5,2026-04-21,2026-04-25,Delayed,4
ENG-01017,Sprint 6,2026-05-21,2026-05-22,Completed,1
ENG-01017,Sprint 7,2026-06-21,2026-06-21,Completed,0
ENG-01017,Sprint 8,2026-07-21,2026-07-28,Delayed,7
ENG-01017,Sprint 9,2026-08-21,2026-08-21,Completed,0
ENG-01018,Sprint 1,2025-09-21,2025-09-27,Delayed,6
ENG-01018,Sprint 2,2025-10-21,2025-10-21,Completed,0
ENG-01018,Sprint 3,2025-11-21,2025-11-21,Completed,0
ENG-01018,Sprint 4,2025-12-21,2025-12-25,Delayed,4
ENG-01018,Sprint 5,2026-01-21,2026-01-30,Delayed,9
ENG-01018,Sprint 6,2026-02-21,2026-02-23,Completed,2
ENG-01018,Sprint 7,2026-03-21,2026-03-22,Completed,1
ENG-01018,Sprint 8,2026-04-21,2026-04-21,Completed,0
ENG-01018,Sprint 9,2026-05-21,2026-05-21,Completed,0
ENG-01018,Sprint 10,2026-06-21,2026-06-24,Completed,3
ENG-01018,Sprint 11,2026-07-21,2026-07-29,Delayed,8
ENG-01018,Sprint 12,2026-08-21,2026-08-23,Completed,2
ENG-01019,Sprint 1,2026-03-21,2026-03-27,Delayed,6
ENG-01019,Sprint 2,2026-04-21,2026-04-26,Delayed,5
ENG-01019,Sprint 3,2026-05-21,2026-05-21,Completed,0
ENG-01019,Sprint 4,2026-06-21,2026-06-29,Delayed,8
ENG-01019,Sprint 5,2026-07-21,2026-07-21,Completed,0
ENG-01019,Sprint 6,2026-08-21,2026-08-22,Completed,1
ENG-01020,Sprint 1,2024-02-21,2024-02-21,Completed,0
ENG-01020,Sprint 2,2024-03-21,2024-03-23,Completed,2
ENG-01020,Sprint 3,2024-04-21,2024-04-26,Delayed,5
ENG-01020,Sprint 4,2024-05-21,2024-05-21,Completed,0
ENG-01020,Sprint 5,2024-06-21,2024-06-21,Completed,0
ENG-01020,Sprint 6,2024-07-21,2024-07-24,Completed,3
ENG-01020,Sprint 7,2024-08-21,2024-08-23,Completed,2
ENG-01021,Sprint 1,2024-06-21,2024-06-24,Completed,3
ENG-01021,Sprint 2,2024-07-21,2024-07-22,Completed,1
ENG-01021,Sprint 3,2024-08-21,2024-08-23,Completed,2
ENG-01021,Sprint 4,2024-09-21,2024-09-23,Completed,2
ENG-01021,Sprint 5,2024-10-21,2024-10-28,Delayed,7
ENG-01021,Sprint 6,2024-11-21,2024-11-23,Completed,2
ENG-01021,Sprint 7,2024-12-21,2024-12-26,Delayed,5
ENG-01021,Sprint 8,2025-01-21,2025-01-31,Delayed,10
ENG-01022,Sprint 1,2025-10-21,2025-10-22,Completed,1
ENG-01022,Sprint 2,2025-11-21,2025-11-24,Completed,3
ENG-01022,Sprint 3,2025-12-21,2025-12-22,Completed,1
ENG-01022,Sprint 4,2026-01-21,2026-01-23,Completed,2
ENG-01022,Sprint 5,2026-02-21,2026-02-27,Delayed,6
ENG-01022,Sprint 6,2026-03-21,2026-03-21,Completed,0
ENG-01022,Sprint 7,2026-04-21,2026-04-21,Completed,0
ENG-01022,Sprint 8,2026-05-21,2026-05-22,Completed,1
ENG-01022,Sprint 9,2026-06-21,2026-06-21,Completed,0
ENG-01023,Sprint 1,2026-01-21,2026-01-24,Completed,3
ENG-01023,Sprint 2,2026-02-21,2026-02-21,Completed,0
ENG-01023,Sprint 3,2026-03-21,2026-03-23,Completed,2
ENG-01023,Sprint 4,2026-04-21,2026-04-25,Delayed,4
ENG-01023,Sprint 5,2026-05-21,2026-05-22,Completed,1
ENG-01023,Sprint 6,2026-06-21,2026-06-23,Completed,2
ENG-01023,Sprint 7,2026-07-21,2026-07-21,Completed,0
ENG-01023,Sprint 8,2026-08-21,2026-08-24,Completed,3
ENG-01024,Sprint 1,2025-08-21,2025-08-21,Completed,0
ENG-01024,Sprint 2,2025-09-21,2025-09-22,Completed,1
ENG-01024,Sprint 3,2025-10-21,2025-10-23,Completed,2
ENG-01024,Sprint 4,2025-11-21,2025-11-21,Completed,0
ENG-01024,Sprint 5,2025-12-21,2025-12-25,Delayed,4
ENG-01024,Sprint 6,2026-01-21,2026-01-21,Completed,0
ENG-01024,Sprint 7,2026-02-21,2026-02-26,Delayed,5
ENG-01024,Sprint 8,2026-03-21,2026-03-25,Delayed,4
ENG-01024,Sprint 9,2026-04-21,2026-04-21,Completed,0
ENG-01025,Sprint 1,2026-05-21,2026-05-21,Completed,0
ENG-01025,Sprint 2,2026-06-21,2026-06-21,Completed,0
ENG-01025,Sprint 3,2026-07-21,2026-07-21,Completed,0
ENG-01025,Sprint 4,2026-08-21,2026-08-21,Completed,0
ENG-01026,Sprint 1,2025-10-21,2025-10-21,Completed,0
ENG-01026,Sprint 2,2025-11-21,2025-11-22,Completed,1
ENG-01026,Sprint 3,2025-12-21,2025-12-21,Completed,0
ENG-01026,Sprint 4,2026-01-21,2026-01-21,Completed,0
ENG-01026,Sprint 5,2026-02-21,2026-02-27,Delayed,6
ENG-01027,Sprint 1,2026-03-21,2026-03-24,Completed,3
ENG-01027,Sprint 2,2026-04-21,2026-04-28,Delayed,7
ENG-01027,Sprint 3,2026-05-21,2026-05-23,Completed,2
ENG-01027,Sprint 4,2026-06-21,2026-06-28,Delayed,7
ENG-01027,Sprint 5,2026-07-21,2026-07-31,Delayed,10
ENG-01028,Sprint 1,2024-03-21,2024-03-21,Completed,0
ENG-01028,Sprint 2,2024-04-21,2024-04-28,Delayed,7
ENG-01028,Sprint 3,2024-05-21,2024-05-26,Delayed,5
ENG-01028,Sprint 4,2024-06-21,2024-06-25,Delayed,4
ENG-01028,Sprint 5,2024-07-21,2024-07-26,Delayed,5
ENG-01028,Sprint 6,2024-08-21,2024-08-23,Completed,2
ENG-01028,Sprint 7,2024-09-21,2024-09-25,Delayed,4
ENG-01029,Sprint 1,2026-06-21,2026-06-21,Completed,0
