engagement_id,as_of_date,top_drivers,top_driver_detail
ENG-01005,2026-04-01,Client feedback | Performance | Sentiment,Client feedback (+2.99) | Performance (+2.27) | Sentiment (+1.42)
ENG-01005,2026-05-01,Client feedback | Sentiment | Performance,Client feedback (+1.94) | Sentiment (+1.70) | Performance (+1.38)
ENG-01005,2026-06-01,Performance | Sentiment | Milestone delivery,Performance (+1.39) | Sentiment (+0.35) | Milestone delivery (+0.17)
ENG-01005,2026-07-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+2.48) | Sentiment (+1.18) | Milestone delivery (+0.70)
ENG-01005,2026-08-01,Performance | Client feedback | Sentiment,Performance (+2.22) | Client feedback (+0.80) | Sentiment (+0.73)
ENG-01006,2026-02-01,No material driver detected,
ENG-01006,2026-03-01,No material driver detected,
ENG-01006,2026-04-01,No material driver detected,
ENG-01006,2026-05-01,No material driver detected,
ENG-01006,2026-06-01,No material driver detected,
ENG-01006,2026-07-01,No material driver detected,
ENG-01006,2026-08-01,No material driver detected,
ENG-01007,2026-06-01,No material driver detected,
ENG-01007,2026-07-01,Client feedback | Sentiment | Performance,Client feedback (+1.40) | Sentiment (+0.63) | Performance (+0.40)
ENG-01007,2026-08-01,Client feedback | Performance | Sentiment,Client feedback (+2.85) | Performance (+2.68) | Sentiment (+1.31)
ENG-01007,2026-09-01,Client feedback | Sentiment | Performance,Client feedback (+3.28) | Sentiment (+2.30) | Performance (+1.57)
ENG-01008,2024-08-01,No material driver detected,
ENG-01008,2024-09-01,No material driver detected,
ENG-01008,2024-10-01,No material driver detected,
ENG-01008,2024-11-01,No material driver detected,
ENG-01008,2024-12-01,No material driver detected,
ENG-01008,2025-01-01,No material driver detected,
ENG-01008,2025-02-01,No material driver detected,
ENG-01008,2025-03-01,No material driver detected,
ENG-01008,2025-04-01,No material driver detected,
ENG-01008,2025-05-01,No material driver detected,
ENG-01008,2025-06-01,No material driver detected,
ENG-01008,2025-07-01,No material driver detected,
ENG-01009,2026-05-01,No material driver detected,
ENG-01009,2026-06-01,No material driver detected,
ENG-01009,2026-07-01,No material driver detected,
ENG-01009,2026-08-01,No material driver detected,
ENG-01009,2026-09-01,No material driver detected,
ENG-01009,2026-10-01,No material driver detected,
ENG-01009,2026-11-01,Client feedback | Performance | Milestone delivery,Client feedback (+2.44) | Performance (+1.11) | Milestone delivery (+0.32)
ENG-01009,2026-12-01,No material driver detected,
ENG-01009,2027-01-01,Client feedback | Sentiment | Performance,Client feedback (+1.70) | Sentiment (+1.68) | Performance (+0.53)
ENG-01009,2027-02-01,Client feedback | Performance | Sentiment,Client feedback (+2.62) | Performance (+1.38) | Sentiment (+0.92)
ENG-01010,2024-01-01,No material driver detected,
ENG-01010,2024-02-01,No material driver detected,
ENG-01010,2024-03-01,No material driver detected,
ENG-01010,2024-04-01,No material driver detected,
ENG-01010,2024-05-01,No material driver detected,
ENG-01010,2024-06-01,No material driver detected,
ENG-01010,2024-07-01,Performance | Client feedback | Role profile,Performance (+1.45) | Client feedback (+1.24) | Role profile (+0.26)
ENG-01010,2024-08-01,No material driver detected,
ENG-01011,2024-07-01,No material driver detected,
ENG-01011,2024-08-01,No material driver detected,
ENG-01011,2024-09-01,No material driver detected,
ENG-01011,2024-10-01,No material driver detected,
ENG-01011,2024-11-01,No material driver detected,
ENG-01011,2024-12-01,No material driver detected,
ENG-01011,2025-01-01,No material driver detected,
ENG-01011,2025-02-01,No material driver detected,
ENG-01011,2025-03-01,No material driver detected,
ENG-01011,2025-04-01,No material driver detected,
ENG-01011,2025-05-01,No material driver detected,
ENG-01012,2025-02-01,No material driver detected,
ENG-01012,2025-03-01,No material driver detected,
ENG-01012,2025-04-01,No material driver detected,
ENG-01012,2025-05-01,No material driver detected,
ENG-01012,2025-06-01,No material driver detected,
ENG-01012,2025-07-01,No material driver detected,
ENG-01012,2025-08-01,Performance | Milestone delivery | Client feedback,Performance (+1.80) | Milestone delivery (+0.28) | Client feedback (+0.17)
ENG-01012,2025-09-01,No material driver detected,
ENG-01012,2025-10-01,No material driver detected,
ENG-01012,2025-11-01,No material driver detected,
ENG-01012,2025-12-01,Client feedback | Performance | Sentiment,Client feedback (+1.84) | Performance (+0.40) | Sentiment (+0.39)
ENG-01012,2026-01-01,No material driver detected,
ENG-01013,2025-03-01,No material driver detected,
ENG-01013,2025-04-01,No material driver detected,
ENG-01013,2025-05-01,No material driver detected,
ENG-01013,2025-06-01,No material driver detected,
ENG-01013,2025-07-01,No material driver detected,
ENG-01013,2025-08-01,No material driver detected,
ENG-01013,2025-09-01,No material driver detected,
ENG-01013,2025-10-01,No material driver detected,
ENG-01013,2025-11-01,No material driver detected,
ENG-01014,2026-01-01,No material driver detected,
ENG-01014,2026-02-01,Performance | Sentiment | Contract stage,Performance (+1.56) | Sentiment (+0.98) | Contract stage (+0.39)
ENG-01014,2026-03-01,No material driver detected,
ENG-01014,2026-04-01,No material driver detected,
ENG-01014,2026-05-01,Client feedback | Performance | Utilisation,Client feedback (+1.40) | Performance (+1.07) | Utilisation (+0.35)
ENG-01014,2026-06-01,No material driver detected,
ENG-01014,2026-07-01,No material driver detected,
ENG-01014,2026-08-01,No material driver detected,
ENG-01015,2026-05-01,No material driver detected,
ENG-01015,2026-06-01,No material driver detected,
ENG-01015,2026-07-01,No material driver detected,
ENG-01015,2026-08-01,No material driver detected,
ENG-01016,2024-01-01,No material driver detected,
ENG-01016,2024-02-01,No material driver detected,
ENG-01016,2024-03-01,No material driver detected,
ENG-01016,2024-04-01,No material driver detected,
ENG-01016,2024-05-01,No material driver detected,
ENG-01016,2024-06-01,No material driver detected,
ENG-01016,2024-07-01,No material driver detected,
ENG-01016,2024-08-01,No material driver detected,
ENG-01016,2024-09-01,No material driver detected,
ENG-01017,2025-12-01,No material driver detected,
ENG-01017,2026-01-01,No material driver detected,
ENG-01017,2026-02-01,No material driver detected,
ENG-01017,2026-03-01,No material driver detected,
ENG-01017,2026-04-01,No material driver detected,
ENG-01017,2026-05-01,No material driver detected,
ENG-01017,2026-06-01,No material driver detected,
ENG-01017,2026-07-01,No material driver detected,
ENG-01017,2026-08-01,No material driver detected,
ENG-01018,2025-09-01,No material driver detected,
ENG-01018,2025-10-01,No material driver detected,
ENG-01018,2025-11-01,Performance | Client feedback | Sentiment,Performance (+1.13) | Client feedback (+0.95) | Sentiment (+0.48)
ENG-01018,2025-12-01,No material driver detected,
ENG-01018,2026-01-01,No material driver detected,
ENG-01018,2026-02-01,Performance | Sentiment | Client feedback,Performance (+1.02) | Sentiment (+0.74) | Client feedback (+0.37)
ENG-01018,2026-03-01,No material driver detected,
ENG-01018,2026-04-01,Client feedback | Performance | Sentiment,Client feedback (+1.08) | Performance (+0.78) | Sentiment (+0.56)
ENG-01018,2026-05-01,No material driver detected,
ENG-01018,2026-06-01,No material driver detected,
ENG-01018,2026-07-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.61) | Client feedback (+0.93) | Milestone delivery (+0.57)
ENG-01018,2026-08-01,No material driver detected,
ENG-01019,2026-03-01,No material driver detected,
ENG-01019,2026-04-01,No material driver detected,
ENG-01019,2026-05-01,No material driver detected,
ENG-01019,2026-06-01,No material driver detected,
ENG-01019,2026-07-01,No material driver detected,
ENG-01019,2026-08-01,No material driver detected,
ENG-01020,2024-02-01,No material driver detected,
ENG-01020,2024-03-01,No material driver detected,
ENG-01020,2024-04-01,Client feedback | Performance | Contract stage,Client feedback (+1.01) | Performance (+0.60) | Contract stage (+0.38)
ENG-01020,2024-05-01,Client feedback | Performance | Contract stage,Client feedback (+1.30) | Performance (+0.89) | Contract stage (+0.30)
ENG-01020,2024-06-01,No material driver detected,
ENG-01020,2024-07-01,Sentiment | Performance | Client feedback,Sentiment (+0.44) | Performance (+0.29) | Client feedback (+0.27)
ENG-01020,2024-08-01,No material driver detected,
ENG-01021,2024-06-01,No material driver detected,
ENG-01021,2024-07-01,No material driver detected,
ENG-01021,2024-08-01,No material driver detected,
ENG-01021,2024-09-01,No material driver detected,
ENG-01021,2024-10-01,Performance | Milestone delivery | Client feedback,Performance (+2.32) | Milestone delivery (+0.47) | Client feedback (+0.29)
ENG-01021,2024-11-01,No material driver detected,
ENG-01021,2024-12-01,No material driver detected,
ENG-01021,2025-01-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+1.65) | Sentiment (+0.69) | Milestone delivery (+0.55)
ENG-01022,2025-10-01,No material driver detected,
ENG-01022,2025-11-01,No material driver detected,
ENG-01022,2025-12-01,No material driver detected,
ENG-01022,2026-01-01,No material driver detected,
ENG-01022,2026-02-01,No material driver detected,
ENG-01022,2026-03-01,Client feedback | Performance | Role profile,Client feedback (+2.30) | Performance (+0.65) | Role profile (+0.25)
ENG-01022,2026-04-01,No material driver detected,
ENG-01022,2026-05-01,No material driver detected,
ENG-01022,2026-06-01,No material driver detected,
ENG-01023,2026-01-01,No material driver detected,
ENG-01023,2026-02-01,No material driver detected,
ENG-01023,2026-03-01,No material driver detected,
ENG-01023,2026-04-01,No material driver detected,
ENG-01023,2026-05-01,No material driver detected,
ENG-01023,2026-06-01,No material driver detected,
ENG-01023,2026-07-01,No material driver detected,
ENG-01023,2026-08-01,No material driver detected,
ENG-01024,2025-08-01,No material driver detected,
ENG-01024,2025-09-01,No material driver detected,
ENG-01024,2025-10-01,No material driver detected,
ENG-01024,2025-11-01,No material driver detected,
ENG-01024,2025-12-01,No material driver detected,
ENG-01024,2026-01-01,No material driver detected,
ENG-01024,2026-02-01,No material driver detected,
ENG-01024,2026-03-01,No material driver detected,
ENG-01024,2026-04-01,No material driver detected,
ENG-01025,2026-05-01,No material driver detected,
ENG-01025,2026-06-01,No material driver detected,
ENG-01025,2026-07-01,No material driver detected,
ENG-01025,2026-08-01,No material driver detected,
ENG-01026,2025-10-01,No material driver detected,
ENG-01026,2025-11-01,No material driver detected,
ENG-01026,2025-12-01,Client feedback | Performance | Sentiment,Client feedback (+2.36) | Performance (+1.34) | Sentiment (+0.55)
ENG-01026,2026-01-01,Sentiment | Performance | Contract stage,Sentiment (+1.70) | Performance (+0.77) | Contract stage (+0.18)
ENG-01026,2026-02-01,Client feedback | Performance | Sentiment,Client feedback (+2.46) | Performance (+1.77) | Sentiment (+1.09)
ENG-01027,2026-03-01,No material driver detected,
ENG-01027,2026-04-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+1.38) | Sentiment (+1.36) | Milestone delivery (+0.47)
ENG-01027,2026-05-01,Client feedback | Performance | Sentiment,Client feedback (+3.20) | Performance (+1.96) | Sentiment (+0.55)
ENG-01027,2026-06-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+3.37) | Sentiment (+2.43) | Milestone delivery (+0.57)
ENG-01027,2026-07-01,Performance | Client feedback | Sentiment,Performance (+4.36) | Client feedback (+2.55) | Sentiment (+2.17)
ENG-01028,2024-03-01,No material driver detected,
ENG-01028,2024-04-01,Client feedback | Milestone delivery | Contract stage,Client feedback (+1.35) | Milestone delivery (+0.59) | Contract stage (+0.46)
ENG-01028,2024-05-01,No material driver detected,
ENG-01028,2024-06-01,No material driver detected,
ENG-01028,2024-07-01,No material driver detected,
ENG-01028,2024-08-01,No material driver detected,
ENG-01028,2024-09-01,No material driver detected,
ENG-01029,2026-06-01,No material driver detected,
ENG-01029,2026-07-01,Client feedback | Role profile | Utilisation,Client feedback (+1.45) | Role profile (+0.35) | Utilisation (+0.33)
ENG-01029,2026-08-01,No material driver detected,
ENG-01029,2026-09-01,Performance | Client feedback | Sentiment,Performance (+1.65) | Client feedback (+0.46) | Sentiment (+0.45)
ENG-01029,2026-10-01,Client feedback | Milestone delivery | Role profile,Client feedback (+1.29) | Milestone delivery (+0.59) | Role profile (+0.35)
ENG-01030,2025-04-01,No material driver detected,
ENG-01030,2025-05-01,Performance | Contract stage | Role profile,Performance (+1.58) | Contract stage (+0.46) | Role profile (+0.26)
ENG-01030,2025-06-01,No material driver detected,
ENG-01030,2025-07-01,Client feedback | Sentiment | Milestone delivery,Client feedback (+2.30) | Sentiment (+1.23) | Milestone delivery (+0.60)
ENG-01030,2025-08-01,Performance | Client feedback | Sentiment,Performance (+3.32) | Client feedback (+1.96) | Sentiment (+1.03)
ENG-01031,2026-08-01,No material driver detected,
ENG-01032,2025-03-01,No material driver detected,
ENG-01032,2025-04-01,Client feedback | Sentiment | Contract stage,Client feedback (+1.25) | Sentiment (+0.60) | Contract stage (+0.21)
ENG-01032,2025-05-01,Performance | Milestone delivery | Sentiment,Performance (+0.54) | Milestone delivery (+0.32) | Sentiment (+0.19)
ENG-01032,2025-06-01,No material driver detected,
ENG-01032,2025-07-01,No material driver detected,
ENG-01032,2025-08-01,No material driver detected,
ENG-01032,2025-09-01,No material driver detected,
ENG-01032,2025-10-01,No material driver detected,
ENG-01032,2025-11-01,Performance | Client feedback | Sentiment,Performance (+1.74) | Client feedback (+0.80) | Sentiment (+0.66)
ENG-01032,2025-12-01,No material driver detected,
ENG-01032,2026-01-01,No material driver detected,
ENG-01033,2025-05-01,No material driver detected,
ENG-01033,2025-06-01,Performance | Sentiment | Client feedback,Performance (+2.22) | Sentiment (+1.78) | Client feedback (+1.30)
ENG-01033,2025-07-01,Performance | Client feedback | Sentiment,Performance (+0.90) | Client feedback (+0.85) | Sentiment (+0.68)
ENG-01033,2025-08-01,Client feedback | Performance | Sentiment,Client feedback (+2.10) | Performance (+2.02) | Sentiment (+1.41)
ENG-01034,2026-07-01,Client feedback | Performance | Sentiment,Client feedback (+1.43) | Performance (+1.03) | Sentiment (+0.82)
ENG-01034,2026-08-01,Client feedback | Performance | Sentiment,Client feedback (+2.25) | Performance (+2.15) | Sentiment (+2.09)
ENG-01034,2026-09-01,Performance | Client feedback | Sentiment,Performance (+2.46) | Client feedback (+1.80) | Sentiment (+1.63)
ENG-01034,2026-10-01,Performance | Client feedback | Sentiment,Performance (+2.86) | Client feedback (+2.52) | Sentiment (+2.24)
ENG-01035,2025-05-01,No material driver detected,
ENG-01035,2025-06-01,No material driver detected,
ENG-01035,2025-07-01,Client feedback | Sentiment | Performance,Client feedback (+0.95) | Sentiment (+0.43) | Performance (+0.35)
ENG-01035,2025-08-01,No material driver detected,
ENG-01035,2025-09-01,No material driver detected,
ENG-01035,2025-10-01,No material driver detected,
ENG-01035,2025-11-01,No material driver detected,
ENG-01035,2025-12-01,No material driver detected,
ENG-01035,2026-01-01,No material driver detected,
ENG-01035,2026-02-01,No material driver detected,
ENG-01035,2026-03-01,No material driver detected,
ENG-01036,2024-01-01,No material driver detected,
ENG-01036,2024-02-01,Performance | Client feedback | Role profile,Performance (+1.74) | Client feedback (+0.53) | Role profile (+0.26)
ENG-01036,2024-03-01,Client feedback | Sentiment | Performance,Client feedback (+2.92) | Sentiment (+1.55) | Performance (+1.18)
ENG-01036,2024-04-01,Client feedback | Sentiment | Performance,Client feedback (+2.85) | Sentiment (+1.67) | Performance (+1.49)
ENG-01037,2025-04-01,No material driver detected,
ENG-01037,2025-05-01,Client feedback | Sentiment | Contract stage,Client feedback (+2.07) | Sentiment (+0.76) | Contract stage (+0.46)
ENG-01037,2025-06-01,No material driver detected,
ENG-01037,2025-07-01,Client feedback | Performance | Sentiment,Client feedback (+1.50) | Performance (+1.30) | Sentiment (+1.16)
ENG-01037,2025-08-01,No material driver detected,
ENG-01037,2025-09-01,Client feedback | Performance | Milestone delivery,Client feedback (+0.76) | Performance (+0.68) | Milestone delivery (+0.47)
ENG-01037,2025-10-01,Client feedback | Sentiment | Utilisation,Client feedback (+1.60) | Sentiment (+1.22) | Utilisation (+0.37)
ENG-01038,2024-09-01,No material driver detected,
ENG-01038,2024-10-01,No material driver detected,
ENG-01038,2024-11-01,No material driver detected,
ENG-01038,2024-12-01,No material driver detected,
ENG-01038,2025-01-01,No material driver detected,
ENG-01038,2025-02-01,No material driver detected,
ENG-01038,2025-03-01,No material driver detected,
ENG-01038,2025-04-01,No material driver detected,
ENG-01038,2025-05-01,No material driver detected,
ENG-01038,2025-06-01,No material driver detected,
ENG-01038,2025-07-01,No material driver detected,
ENG-01039,2025-11-01,No material driver detected,
ENG-01039,2025-12-01,No material driver detected,
ENG-01039,2026-01-01,No material driver detected,
ENG-01039,2026-02-01,No material driver detected,
ENG-01039,2026-03-01,No material driver detected,
ENG-01039,2026-04-01,No material driver detected,
ENG-01039,2026-05-01,No material driver detected,
ENG-01039,2026-06-01,No material driver detected,
ENG-01039,2026-07-01,No material driver detected,
ENG-01039,2026-08-01,No material driver detected,
ENG-01040,2024-03-01,No material driver detected,
ENG-01040,2024-04-01,No material driver detected,
ENG-01040,2024-05-01,No material driver detected,
ENG-01040,2024-06-01,No material driver detected,
ENG-01040,2024-07-01,No material driver detected,
ENG-01040,2024-08-01,No material driver detected,
ENG-01040,2024-09-01,No material driver detected,
ENG-01040,2024-10-01,No material driver detected,
ENG-01040,2024-11-01,No material driver detected,
ENG-01040,2024-12-01,No material driver detected,
ENG-01040,2025-01-01,No material driver detected,
ENG-01041,2024-02-01,No material driver detected,
ENG-01041,2024-03-01,No material driver detected,
ENG-01041,2024-04-01,No material driver detected,
ENG-01041,2024-05-01,No material driver detected,
ENG-01041,2024-06-01,No material driver detected,
ENG-01041,2024-07-01,No material driver detected,
ENG-01041,2024-08-01,No material driver detected,
ENG-01042,2024-05-01,No material driver detected,
ENG-01042,2024-06-01,No material driver detected,
ENG-01042,2024-07-01,No material driver detected,
ENG-01042,2024-08-01,No material driver detected,
ENG-01042,2024-09-01,No material driver detected,
ENG-01042,2024-10-01,No material driver detected,
ENG-01042,2024-11-01,No material driver detected,
ENG-01042,2024-12-01,No material driver detected,
ENG-01042,2025-01-01,No material driver detected,
ENG-01043,2024-10-01,No material driver detected,
ENG-01043,2024-11-01,Sentiment | Client feedback | Milestone delivery,Sentiment (+1.41) | Client feedback (+1.28) | Milestone delivery (+0.25)
ENG-01043,2024-12-01,No material driver detected,
ENG-01043,2025-01-01,Performance | Client feedback | Sentiment,Performance (+1.36) | Client feedback (+0.77) | Sentiment (+0.38)
ENG-01043,2025-02-01,No material driver detected,
ENG-01043,2025-03-01,No material driver detected,
ENG-01043,2025-04-01,No material driver detected,
ENG-01043,2025-05-01,No material driver detected,
ENG-01043,2025-06-01,No material driver detected,
ENG-01043,2025-07-01,Sentiment | Performance | Milestone delivery,Sentiment (+1.36) | Performance (+1.09) | Milestone delivery (+0.45)
ENG-01043,2025-08-01,No material driver detected,
ENG-01043,2025-09-01,No material driver detected,
ENG-01043,2025-10-01,Performance | Sentiment | Client feedback,Performance (+2.58) | Sentiment (+1.94) | Client feedback (+0.77)
ENG-01044,2024-02-01,No material driver detected,
ENG-01044,2024-03-01,Client feedback | Performance | Contract stage,Client feedback (+1.54) | Performance (+0.44) | Contract stage (+0.33)
ENG-01044,2024-04-01,No material driver detected,
ENG-01044,2024-05-01,No material driver detected,
ENG-01044,2024-06-01,Performance | Sentiment,Performance (+2.54) | Sentiment (+0.91)
ENG-01044,2024-07-01,No material driver detected,
ENG-01044,2024-08-01,Client feedback | Performance,Client feedback (+1.35) | Performance (+0.83)
ENG-01044,2024-09-01,No material driver detected,
ENG-01044,2024-10-01,No material driver detected,
ENG-01045,2024-06-01,No material driver detected,
ENG-01045,2024-07-01,No material driver detected,
ENG-01045,2024-08-01,No material driver detected,
ENG-01045,2024-09-01,No material driver detected,
ENG-01045,2024-10-01,No material driver detected,
ENG-01045,2024-11-01,No material driver detected,
ENG-01045,2024-12-01,Sentiment | Performance | Role profile,Sentiment (+0.75) | Performance (+0.71) | Role profile (+0.26)
ENG-01045,2025-01-01,No material driver detected,
ENG-01045,2025-02-01,No material driver detected,
ENG-01046,2026-02-01,Client feedback | Sentiment | Performance,Client feedback (+1.12) | Sentiment (+0.65) | Performance (+0.49)
ENG-01046,2026-03-01,No material driver detected,
ENG-01046,2026-04-01,Sentiment | Client feedback | Performance,Sentiment (+0.79) | Client feedback (+0.73) | Performance (+0.50)
ENG-01046,2026-05-01,Client feedback | Performance | Milestone delivery,Client feedback (+1.63) | Performance (+0.69) | Milestone delivery (+0.33)
ENG-01046,2026-06-01,Sentiment | Client feedback | Role profile,Sentiment (+1.59) | Client feedback (+1.28) | Role profile (+0.26)
ENG-01046,2026-07-01,Performance | Milestone delivery | Client feedback,Performance (+2.14) | Milestone delivery (+0.48) | Client feedback (+0.34)
ENG-01046,2026-08-01,Client feedback | Sentiment | Performance,Client feedback (+2.53) | Sentiment (+2.06) | Performance (+2.01)
ENG-01047,2024-01-01,No material driver detected,
ENG-01047,2024-02-01,No material driver detected,
ENG-01047,2024-03-01,No material driver detected,
ENG-01047,2024-04-01,No material driver detected,
ENG-01047,2024-05-01,No material driver detected,
ENG-01047,2024-06-01,No material driver detected,
ENG-01047,2024-07-01,No material driver detected,
ENG-01048,2024-09-01,No material driver detected,
ENG-01048,2024-10-01,No material driver detected,
ENG-01048,2024-11-01,No material driver detected,
ENG-01048,2024-12-01,No material driver detected,
ENG-01048,2025-01-01,Sentiment | Performance,Sentiment (+1.81) | Performance (+1.45)
ENG-01048,2025-02-01,No material driver detected,
ENG-01048,2025-03-01,No material driver detected,
ENG-01048,2025-04-01,No material driver detected,
ENG-01048,2025-05-01,No material driver detected,
ENG-01048,2025-06-01,No material driver detected,
ENG-01048,2025-07-01,No material driver detected,
ENG-01049,2026-07-01,No material driver detected,
ENG-01049,2026-08-01,No material driver detected,
ENG-01049,2026-09-01,Client feedback | Sentiment | Contract stage,Client feedback (+1.16) | Sentiment (+1.04) | Contract stage (+0.32)
ENG-01049,2026-10-01,Client feedback | Sentiment | Performance,Client feedback (+2.65) | Sentiment (+2.19) | Performance (+2.02)
ENG-01049,2026-11-01,Performance | Client feedback | Milestone delivery,Performance (+2.43) | Client feedback (+1.76) | Milestone delivery (+0.73)
ENG-01050,2024-02-01,No material driver detected,
ENG-01050,2024-03-01,No material driver detected,
ENG-01050,2024-04-01,No material driver detected,
ENG-01050,2024-05-01,No material driver detected,
ENG-01050,2024-06-01,No material driver detected,
ENG-01050,2024-07-01,No material driver detected,
ENG-01050,2024-08-01,No material driver detected,
ENG-01050,2024-09-01,No material driver detected,
ENG-01050,2024-10-01,No material driver detected,
ENG-01050,2024-11-01,No material driver detected,
ENG-01050,2024-12-01,Client feedback | Sentiment | Role profile,Client feedback (+1.19) | Sentiment (+0.57) | Role profile (+0.35)
ENG-01050,2025-01-01,No material driver detected,
ENG-01051,2026-02-01,No material driver detected,
ENG-01051,2026-03-01,No material driver detected,
ENG-01051,2026-04-01,No material driver detected,
ENG-01051,2026-05-01,No material driver detected,
ENG-01051,2026-06-01,No material driver detected,
ENG-01051,2026-07-01,Performance | Client feedback | Sentiment,Performance (+1.43) | Client feedback (+1.31) | Sentiment (+1.06)
ENG-01051,2026-08-01,Client feedback | Performance | Sentiment,Client feedback (+2.96) | Performance (+1.91) | Sentiment (+0.97)
ENG-01051,2026-09-01,Client feedback | Performance | Sentiment,Client feedback (+1.90) | Performance (+1.49) | Sentiment (+1.18)
ENG-01052,2025-01-01,No material driver detected,
ENG-01052,2025-02-01,No material driver detected,
ENG-01052,2025-03-01,Client feedback | Role profile,Client feedback (+1.91) | Role profile (+0.35)
ENG-01052,2025-04-01,Client feedback | Performance | Role profile,Client feedback (+0.68) | Performance (+0.38) | Role profile (+0.35)
ENG-01052,2025-05-01,Sentiment | Client feedback | Performance,Sentiment (+2.22) | Client feedback (+1.54) | Performance (+1.42)
ENG-01052,2025-06-01,Client feedback | Performance | Sentiment,Client feedback (+3.82) | Performance (+1.74) | Sentiment (+0.89)
ENG-01052,2025-07-01,Sentiment | Client feedback | Performance,Sentiment (+2.00) | Client feedback (+1.64) | Performance (+1.15)
ENG-01053,2024-12-01,Sentiment | Performance | Contract stage,Sentiment (+0.64) | Performance (+0.60) | Contract stage (+0.41)
ENG-01053,2025-01-01,Client feedback | Performance | Milestone delivery,Client feedback (+3.75) | Performance (+2.37) | Milestone delivery (+0.35)
ENG-01053,2025-02-01,Client feedback | Performance | Sentiment,Client feedback (+2.14) | Performance (+1.66) | Sentiment (+0.59)
ENG-01053,2025-03-01,Sentiment | Client feedback | Performance,Sentiment (+2.44) | Client feedback (+1.49) | Performance (+1.46)
ENG-01053,2025-04-01,Client feedback | Performance | Milestone delivery,Client feedback (+3.71) | Performance (+2.86) | Milestone delivery (+0.93)
ENG-01054,2025-12-01,No material driver detected,
ENG-01054,2026-01-01,No material driver detected,
ENG-01054,2026-02-01,Client feedback | Role profile | Milestone delivery,Client feedback (+1.79) | Role profile (+0.25) | Milestone delivery (+0.21)
ENG-01054,2026-03-01,No material driver detected,
ENG-01054,2026-04-01,No material driver detected,
ENG-01054,2026-05-01,No material driver detected,
ENG-01054,2026-06-01,No material driver detected,
ENG-01054,2026-07-01,No material driver detected,
ENG-01054,2026-08-01,No material driver detected,
ENG-01055,2025-08-01,No material driver detected,
ENG-01055,2025-09-01,Performance | Client feedback | Sentiment,Performance (+2.17) | Client feedback (+1.22) | Sentiment (+0.60)
ENG-01055,2025-10-01,Client feedback | Performance | Sentiment,Client feedback (+2.77) | Performance (+2.41) | Sentiment (+1.89)
ENG-01055,2025-11-01,Performance | Client feedback | Sentiment,Performance (+3.46) | Client feedback (+1.97) | Sentiment (+1.67)
ENG-01056,2024-10-01,Client feedback | Sentiment | Performance,Client feedback (+0.93) | Sentiment (+0.78) | Performance (+0.38)
ENG-01056,2024-11-01,No material driver detected,
ENG-01056,2024-12-01,No material driver detected,
ENG-01056,2025-01-01,No material driver detected,
ENG-01056,2025-02-01,Performance | Client feedback | Milestone delivery,Performance (+0.81) | Client feedback (+0.54) | Milestone delivery (+0.28)
ENG-01056,2025-03-01,No material driver detected,
ENG-01056,2025-04-01,No material driver detected,
ENG-01056,2025-05-01,No material driver detected,
ENG-01056,2025-06-01,No material driver detected,
ENG-01056,2025-07-01,Client feedback | Performance | Sentiment,Client feedback (+1.07) | Performance (+0.75) | Sentiment (+0.27)
ENG-01056,2025-08-01,No material driver detected,
ENG-01056,2025-09-01,Performance | Sentiment | Client feedback,Performance (+1.66) | Sentiment (+1.02) | Client feedback (+0.56)
ENG-01056,2025-10-01,No material driver detected,
ENG-01057,2024-08-01,No material driver detected,
ENG-01057,2024-09-01,No material driver detected,
ENG-01057,2024-10-01,Performance | Sentiment | Milestone delivery,Performance (+1.11) | Sentiment (+1.09) | Milestone delivery (+0.39)
ENG-01057,2024-11-01,No material driver detected,
ENG-01057,2024-12-01,No material driver detected,
ENG-01057,2025-01-01,No material driver detected,
ENG-01057,2025-02-01,Client feedback | Performance | Role profile,Client feedback (+1.90) | Performance (+0.89) | Role profile (+0.25)
ENG-01057,2025-03-01,No material driver detected,
ENG-01058,2025-10-01,No material driver detected,
ENG-01058,2025-11-01,No material driver detected,
ENG-01058,2025-12-01,No material driver detected,
ENG-01058,2026-01-01,No material driver detected,
ENG-01058,2026-02-01,No material driver detected,
ENG-01058,2026-03-01,No material driver detected,
ENG-01058,2026-04-01,No material driver detected,
ENG-01058,2026-05-01,No material driver detected,
ENG-01058,2026-06-01,No material driver detected,
ENG-01058,2026-07-01,No material driver detected,
ENG-01058,2026-08-01,No material driver detected,
ENG-01059,2026-04-01,No material driver detected,
ENG-01059,2026-05-01,Client feedback | Performance,Client feedback (+1.54) | Performance (+1.00)
ENG-01059,2026-06-01,No material driver detected,
ENG-01059,2026-07-01,Performance | Client feedback | Milestone delivery,Performance (+1.80) | Client feedback (+0.54) | Milestone delivery (+0.41)
ENG-01059,2026-08-01,No material driver detected,
ENG-01060,2024-11-01,No material driver detected,
ENG-01060,2024-12-01,No material driver detected,
ENG-01060,2025-01-01,No material driver detected,
ENG-01060,2025-02-01,No material driver detected,
ENG-01060,2025-03-01,No material driver detected,
ENG-01060,2025-04-01,No material driver detected,
