engagement_id,as_of_date,behs,health_band,client_id,client_name,industry,talent_id,role,monthly_contract_value,risk_probability,risk_band,contract_exposure,risk_adjusted_exposure
ENG-00533,2025-02-01,81.27,Healthy,C-0013,Client 013,Insurance,T-0358,AI Engineer,1018606.33,0.0020925017443195,Low,0.0,0.0
ENG-00534,2026-08-01,65.41,Watch,C-0046,Client 046,Logistics,T-0404,ML Engineer,2776899.48,0.9825953467997816,Critical,24992095.32,24557116.568208598
ENG-00535,2024-12-01,81.75,Healthy,C-0052,Client 052,Banking,T-0383,Data Engineer,2628347.03,0.0244618572080509,Low,0.0,0.0
ENG-00536,2025-12-01,80.3,Healthy,C-0022,Client 022,Telecom,T-0155,AI Engineer,1605450.27,0.0327282585023068,Low,0.0,0.0
ENG-00537,2026-08-01,69.67,Watch,C-0029,Client 029,Retail,T-0035,Data Scientist,2419915.86,0.3966736606169899,Watch,4839831.72,1919833.7651426224
ENG-00538,2026-07-01,79.26,Watch,C-0047,Client 047,Healthcare,T-0465,Data Analyst,1074357.82,0.0965508733097606,Low,0.0,0.0
ENG-00539,2026-02-01,88.15,Healthy,C-0011,Client 011,Retail,T-0247,Data Scientist,1037333.0,0.0002673050951806,Low,0.0,0.0
ENG-00540,2026-04-01,39.78,Critical,C-0013,Client 013,Insurance,T-0048,Analytics Engineer,779239.18,0.9985503771772692,Critical,5454674.260000001,5446767.039702143
ENG-00541,2025-03-01,47.23,Critical,C-0047,Client 047,Healthcare,T-0464,Data Engineer,2734726.97,0.9981333250507296,Critical,10938907.88,10918488.494688028
ENG-00542,2026-06-01,72.5,Watch,C-0012,Client 012,Logistics,T-0498,Data Scientist,810119.06,0.0939354691118028,Low,0.0,0.0
ENG-00543,2026-04-01,85.01,Healthy,C-0047,Client 047,Healthcare,T-0223,AI Engineer,2588707.86,0.0012632983616837,Low,0.0,0.0
ENG-00544,2025-09-01,46.12,Critical,C-0030,Client 030,Healthcare,T-0386,Data Engineer,1746851.99,0.9947100617325216,Critical,6987407.96,6950445.003241913
ENG-00545,2025-03-01,73.63,Watch,C-0060,Client 060,Insurance,T-0019,Data Engineer,3148965.39,0.0582327209367194,Low,0.0,0.0
ENG-00546,2027-03-01,59.8,Critical,C-0002,Client 002,Energy,T-0047,Data Engineer,1637413.63,0.9753436907648522,Critical,6549654.52,6388164.212771496
ENG-00547,2026-08-01,79.45,Watch,C-0057,Client 057,Retail,T-0139,Data Scientist,1641651.32,0.004681433871,Low,1641651.32,7685.28209381986
ENG-00548,2026-08-01,69.62,Watch,C-0014,Client 014,Energy,T-0329,Analytics Engineer,774993.44,0.1310663876076179,Low,3099973.76,406302.36240160465
ENG-00549,2025-09-01,80.0,Watch,C-0003,Client 003,Insurance,T-0067,Data Scientist,1797593.06,0.055675159399622,Low,0.0,0.0
ENG-00550,2025-06-01,76.65,Watch,C-0044,Client 044,Telecom,T-0018,Data Analyst,1504019.35,0.0901000934167658,Low,0.0,0.0
ENG-00551,2025-10-01,62.11,Watch,C-0032,Client 032,Banking,T-0335,Data Analyst,936437.18,0.9732440167543552,Critical,3745748.72,3645527.530005285
ENG-00552,2025-03-01,55.94,Critical,C-0051,Client 051,Energy,T-0386,Data Engineer,1463324.71,0.9827898354357916,Critical,4389974.13,4314421.952790082
ENG-00553,2025-02-01,71.0,Watch,C-0007,Client 007,FinTech,T-0370,BI Developer,1631483.19,0.0277844137550768,Low,0.0,0.0
ENG-00554,2025-05-01,71.6,Watch,C-0005,Client 005,Healthcare,T-0400,BI Developer,2263056.41,0.0918410333066618,Low,0.0,0.0
ENG-00555,2026-08-01,85.09,Healthy,C-0035,Client 035,Logistics,T-0402,BI Developer,3569465.29,0.0065548894118462,Low,39264118.19,257371.95258910875
ENG-00556,2026-08-01,74.67,Watch,C-0053,Client 053,Telecom,T-0302,Data Analyst,1341932.11,0.4847016336886964,Watch,8051592.66,3902620.116097917
ENG-00557,2026-02-01,63.62,Watch,C-0025,Client 025,Energy,T-0260,Data Scientist,3520077.39,0.7568656603547459,Critical,21120464.34,15985354.189692963
ENG-00558,2025-08-01,70.46,Watch,C-0048,Client 048,Logistics,T-0429,BI Developer,2905087.26,0.416870446615849,Watch,0.0,0.0
ENG-00559,2026-01-01,70.18,Watch,C-0055,Client 055,Healthcare,T-0175,Data Analyst,2367260.38,0.0887280236473985,Low,0.0,0.0
ENG-00560,2026-09-01,39.82,Critical,C-0053,Client 053,Telecom,T-0049,ML Engineer,1414665.46,0.9988346972829808,Critical,2829330.92,2826033.8929915773
ENG-00561,2026-05-01,77.79,Watch,C-0031,Client 031,Healthcare,T-0376,Analytics Engineer,1021911.15,0.0114226415897364,Low,0.0,0.0
ENG-00562,2024-10-01,72.43,Watch,C-0042,Client 042,Energy,T-0138,AI Engineer,2362632.55,0.3590292272709909,Watch,0.0,0.0
ENG-00563,2025-06-01,76.67,Watch,C-0032,Client 032,Banking,T-0490,Analytics Engineer,1014168.37,0.023066241824046,Low,0.0,0.0
ENG-00564,2026-08-01,78.88,Watch,C-0041,Client 041,Banking,T-0208,BI Developer,1319364.57,0.0365930974903059,Low,5277458.28,193118.5453410621
ENG-00565,2026-06-01,73.36,Watch,C-0035,Client 035,Logistics,T-0426,Analytics Engineer,2879854.66,0.1477553186314456,Low,0.0,0.0
ENG-00566,2026-08-01,72.81,Watch,C-0032,Client 032,Banking,T-0022,Data Engineer,1390826.03,0.2080677846323911,Low,0.0,0.0
ENG-00567,2024-11-01,78.98,Watch,C-0027,Client 027,Healthcare,T-0330,ML Engineer,2238847.73,0.0142622766699226,Low,0.0,0.0
ENG-00568,2026-08-01,79.77,Watch,C-0040,Client 040,Insurance,T-0225,Data Analyst,1475692.95,0.0066522609843483,Low,14756929.5,98166.94636162846
ENG-00569,2026-08-01,86.02,Healthy,C-0046,Client 046,Logistics,T-0232,AI Engineer,2310076.68,0.0003591243758999,Low,0.0,0.0
ENG-00570,2026-04-01,77.46,Watch,C-0056,Client 056,FinTech,T-0133,Data Scientist,1333036.0,0.0345316972930812,Low,0.0,0.0
ENG-00571,2025-10-01,77.38,Watch,C-0037,Client 037,Energy,T-0486,Data Analyst,1075550.33,0.1462422369747725,Low,0.0,0.0
ENG-00572,2026-08-01,63.17,Watch,C-0007,Client 007,FinTech,T-0197,ML Engineer,1423268.39,0.5579726099196601,Watch,5693073.56,3176579.1127378107
ENG-00573,2024-11-01,75.62,Watch,C-0036,Client 036,FinTech,T-0426,Analytics Engineer,909266.28,0.0084648423309573,Low,0.0,0.0
ENG-00574,2025-05-01,43.49,Critical,C-0019,Client 019,Energy,T-0213,ML Engineer,1557102.75,0.9996898187743084,Critical,7785513.75,7783098.829802386
ENG-00575,2026-08-01,83.99,Healthy,C-0002,Client 002,Energy,T-0025,BI Developer,3295704.57,0.0026161750974218,Low,26365636.56,68977.12179594577
ENG-00576,2025-07-01,82.92,Healthy,C-0005,Client 005,Healthcare,T-0440,BI Developer,2394318.95,0.0085515116948082,Low,0.0,0.0
ENG-00577,2025-08-01,62.15,Watch,C-0036,Client 036,FinTech,T-0093,Data Scientist,1033667.85,0.9546827860337368,Critical,4134671.4,3947299.6114860107
ENG-00578,2026-08-01,81.39,Healthy,C-0057,Client 057,Retail,T-0136,Data Analyst,3549312.25,0.0750949309114323,Low,7098624.5,533070.7163937006
ENG-00579,2025-07-01,81.07,Healthy,C-0031,Client 031,Healthcare,T-0431,BI Developer,2357387.19,0.0011872319682111,Low,0.0,0.0
ENG-00580,2025-07-01,61.75,Watch,C-0027,Client 027,Healthcare,T-0447,Data Scientist,847904.56,0.9659597992458104,Critical,2543713.68,2457125.1556716217
ENG-00581,2026-08-01,60.33,Watch,C-0006,Client 006,Energy,T-0459,Data Analyst,3048637.77,0.6799826744352534,Critical,3048637.77,2073020.8642289268
ENG-00582,2024-12-01,69.02,Watch,C-0041,Client 041,Banking,T-0213,ML Engineer,1016287.58,0.0413761045647805,Low,0.0,0.0
ENG-00583,2026-08-01,72.44,Watch,C-0004,Client 004,Healthcare,T-0379,Data Analyst,2936708.18,0.0402790234017499,Low,5873416.36,236575.47501266073
ENG-00584,2025-09-01,73.41,Watch,C-0051,Client 051,Energy,T-0164,BI Developer,2389306.89,0.0459280344792673,Low,0.0,0.0
ENG-00585,2025-09-01,73.45,Watch,C-0049,Client 049,Insurance,T-0371,AI Engineer,3280313.81,0.0225551105674334,Low,0.0,0.0
ENG-00586,2025-08-01,77.97,Watch,C-0060,Client 060,Insurance,T-0252,BI Developer,2718074.4,0.2010402444622662,Low,0.0,0.0
ENG-00587,2025-10-01,73.81,Watch,C-0018,Client 018,Banking,T-0026,Analytics Engineer,2692202.5,0.0803915061028989,Low,0.0,0.0
ENG-00588,2026-07-01,77.31,Watch,C-0010,Client 010,FinTech,T-0209,ML Engineer,3098351.53,0.0602800317059799,Low,0.0,0.0
ENG-00589,2025-02-01,83.57,Healthy,C-0018,Client 018,Banking,T-0234,ML Engineer,2362415.62,0.0014694207806729,Low,0.0,0.0
ENG-00590,2026-05-01,71.67,Watch,C-0048,Client 048,Logistics,T-0129,Data Analyst,1746898.54,0.4713652743822471,Watch,0.0,0.0
ENG-00591,2024-12-01,77.27,Watch,C-0014,Client 014,Energy,T-0188,AI Engineer,1254752.95,0.1234545028149828,Low,0.0,0.0
ENG-00592,2026-06-01,71.41,Watch,C-0054,Client 054,Healthcare,T-0252,BI Developer,2258012.64,0.1182159212715684,Low,0.0,0.0
ENG-00593,2026-08-01,78.69,Watch,C-0010,Client 010,FinTech,T-0025,BI Developer,2578680.72,0.0089629518929452,Low,25786807.200000003,231125.91240625296
ENG-00594,2024-12-01,61.63,Watch,C-0003,Client 003,Insurance,T-0076,Analytics Engineer,1027292.82,0.4779680717550442,Watch,0.0,0.0
ENG-00595,2024-10-01,53.2,Critical,C-0014,Client 014,Energy,T-0384,Data Scientist,1755593.29,0.994818644711587,Critical,7022373.16,6985987.749690224
ENG-00596,2026-03-01,77.1,Watch,C-0046,Client 046,Logistics,T-0176,Analytics Engineer,3146132.61,0.0131868583364862,Low,0.0,0.0
ENG-00597,2024-08-01,76.98,Watch,C-0037,Client 037,Energy,T-0305,AI Engineer,1213289.61,0.0769138787327856,Low,0.0,0.0
ENG-00598,2025-03-01,51.52,Critical,C-0022,Client 022,Telecom,T-0283,Data Engineer,2197323.74,0.9982398541479488,Critical,4394647.48,4386912.259466851
ENG-00599,2025-04-01,69.24,Watch,C-0040,Client 040,Insurance,T-0276,Data Analyst,1515481.21,0.5732367354023723,Watch,0.0,0.0
ENG-00600,2024-07-01,49.77,Critical,C-0039,Client 039,Telecom,T-0207,Data Scientist,3540692.71,0.995151572681076,Critical,24784848.97,24664681.431158446
ENG-00601,2026-08-01,63.49,Watch,C-0034,Client 034,Retail,T-0242,AI Engineer,2862284.05,0.5336895444859762,Watch,2862284.05,1527571.070833975
ENG-00602,2025-12-01,79.3,Watch,C-0031,Client 031,Healthcare,T-0412,Analytics Engineer,905821.76,0.0149880574587322,Low,0.0,0.0
ENG-00603,2026-05-01,62.35,Watch,C-0007,Client 007,FinTech,T-0483,AI Engineer,1309772.94,0.9921544857756016,Critical,5239091.76,5197988.391073992
ENG-00604,2026-01-01,69.86,Watch,C-0016,Client 016,Energy,T-0129,Data Analyst,1268569.91,0.0996759202926987,Low,0.0,0.0
ENG-00605,2026-02-01,53.37,Critical,C-0032,Client 032,Banking,T-0335,Data Analyst,1570695.55,0.9934033081796328,Critical,4712086.65,4681002.466539084
ENG-00606,2025-05-01,77.19,Watch,C-0009,Client 009,Banking,T-0485,AI Engineer,2277196.37,0.0096962991603634,Low,0.0,0.0
ENG-00607,2026-07-01,61.52,Watch,C-0029,Client 029,Retail,T-0004,Analytics Engineer,1399537.51,0.8930253001342359,Critical,11196300.08,9998579.239334969
ENG-00608,2026-05-01,74.68,Watch,C-0008,Client 008,Insurance,T-0393,ML Engineer,1129088.74,0.0634960094055462,Low,0.0,0.0
ENG-00609,2024-11-01,59.43,Critical,C-0048,Client 048,Logistics,T-0249,AI Engineer,1358572.52,0.8538927739517403,Critical,9510007.64,8120526.804021845
ENG-00610,2025-02-01,66.91,Watch,C-0007,Client 007,FinTech,T-0484,Data Analyst,1307108.98,0.6896927379299107,Critical,2614217.96,1803007.1423779458
ENG-00611,2025-12-01,52.31,Critical,C-0006,Client 006,Energy,T-0290,BI Developer,879366.3,0.990117190443749,Critical,4396831.5,4353378.451634575
ENG-00612,2024-11-01,75.48,Watch,C-0039,Client 039,Telecom,T-0420,Data Scientist,1453725.48,0.2557352477589443,Low,0.0,0.0
ENG-00613,2025-03-01,73.17,Watch,C-0014,Client 014,Energy,T-0084,BI Developer,1699568.41,0.0708323681686196,Low,0.0,0.0
ENG-00614,2024-09-01,85.22,Healthy,C-0022,Client 022,Telecom,T-0072,Analytics Engineer,3262444.11,0.0004549498808714,Low,0.0,0.0
ENG-00615,2026-08-01,50.98,Critical,C-0019,Client 019,Energy,T-0464,Data Engineer,813481.2,0.9984179708478408,Critical,7321330.8,7309748.241241799
ENG-00616,2024-11-01,77.43,Watch,C-0013,Client 013,Insurance,T-0264,BI Developer,2177896.74,0.2397858487077599,Low,0.0,0.0
ENG-00617,2025-01-01,85.22,Healthy,C-0046,Client 046,Logistics,T-0280,Analytics Engineer,2599571.62,0.0027037705007398,Low,0.0,0.0
ENG-00618,2025-04-01,79.73,Watch,C-0042,Client 042,Energy,T-0085,BI Developer,1739677.79,0.001510959444585,Low,0.0,0.0
ENG-00619,2026-09-01,42.71,Critical,C-0015,Client 015,Insurance,T-0114,ML Engineer,858078.05,0.999848689236073,Critical,4290390.25,4289741.067773728
ENG-00620,2025-04-01,63.77,Watch,C-0042,Client 042,Energy,T-0410,AI Engineer,2117804.7,0.5202961681878254,Watch,0.0,0.0
ENG-00621,2026-02-01,58.71,Critical,C-0043,Client 043,Insurance,T-0152,Data Engineer,1515897.37,0.73611470703286,Critical,0.0,0.0
ENG-00622,2026-08-01,80.67,Healthy,C-0033,Client 033,FinTech,T-0293,Data Engineer,2921257.45,0.0372088092559813,Low,32133831.950000003,1195661.6236913078
ENG-00623,2026-08-01,67.41,Watch,C-0035,Client 035,Logistics,T-0159,Data Engineer,2797660.35,0.3607535554670272,Watch,8392981.05,3027797.7547548832
ENG-00624,2025-01-01,74.91,Watch,C-0057,Client 057,Retail,T-0132,Analytics Engineer,2738680.22,0.0273061601224418,Low,0.0,0.0
ENG-00625,2024-12-01,81.43,Healthy,C-0028,Client 028,Energy,T-0084,BI Developer,1672009.7,0.0222551379273023,Low,0.0,0.0
ENG-00626,2025-01-01,61.88,Watch,C-0024,Client 024,Logistics,T-0465,Data Analyst,2250404.48,0.8956585533802599,Critical,18003235.84,16124752.168618048
ENG-00627,2027-02-01,58.96,Critical,C-0033,Client 033,FinTech,T-0471,Analytics Engineer,1055696.63,0.5943051331342749,Watch,2111393.26,1254811.8524831105
ENG-00628,2025-05-01,69.24,Watch,C-0051,Client 051,Energy,T-0058,ML Engineer,1925242.98,0.7120576985989642,Critical,0.0,0.0
ENG-00629,2026-05-01,69.33,Watch,C-0043,Client 043,Insurance,T-0177,BI Developer,3527954.16,0.0486536419730542,Low,0.0,0.0
ENG-00630,2025-03-01,80.81,Healthy,C-0005,Client 005,Healthcare,T-0282,Data Engineer,2424523.32,0.0122638850804681,Low,0.0,0.0
ENG-00631,2025-08-01,69.47,Watch,C-0028,Client 028,Energy,T-0192,AI Engineer,2153587.28,0.2500549085673729,Low,0.0,0.0
ENG-00632,2026-08-01,63.8,Watch,C-0045,Client 045,FinTech,T-0361,Analytics Engineer,3416870.62,0.2989512176291622,Low,13667482.48,4085910.5293212417
ENG-00633,2026-05-01,78.1,Watch,C-0014,Client 014,Energy,T-0131,Data Scientist,2684333.9,0.1346362946203973,Low,0.0,0.0
ENG-00634,2026-08-01,79.95,Watch,C-0060,Client 060,Insurance,T-0030,Analytics Engineer,2515695.49,0.011269460687728,Low,10062781.96,113402.12570739852
ENG-00635,2026-07-01,74.47,Watch,C-0049,Client 049,Insurance,T-0169,BI Developer,848286.05,0.0364720357166611,Low,0.0,0.0
ENG-00636,2026-05-01,89.23,Healthy,C-0051,Client 051,Energy,T-0299,ML Engineer,1757845.97,0.0001856570738602,Low,0.0,0.0
ENG-00637,2026-08-01,70.61,Watch,C-0005,Client 005,Healthcare,T-0091,ML Engineer,3527926.12,0.3044650954858929,Low,0.0,0.0
ENG-00638,2025-07-01,76.34,Watch,C-0035,Client 035,Logistics,T-0408,ML Engineer,2236906.13,0.0514219679387135,Low,0.0,0.0
ENG-00639,2026-08-01,67.0,Watch,C-0032,Client 032,Banking,T-0007,AI Engineer,1110891.64,0.8759115355929507,Critical,0.0,0.0
ENG-00640,2026-08-01,69.53,Watch,C-0038,Client 038,Energy,T-0034,BI Developer,1075955.05,0.0177708071595764,Low,2151910.1,38241.17941184477
ENG-00641,2026-04-01,59.25,Critical,C-0052,Client 052,Banking,T-0255,Data Scientist,1275717.81,0.9053085877139398,Critical,0.0,0.0
ENG-00642,2025-07-01,76.61,Watch,C-0022,Client 022,Telecom,T-0257,Data Analyst,2281194.04,0.022153803347565,Low,0.0,0.0
ENG-00643,2026-04-01,75.58,Watch,C-0033,Client 033,FinTech,T-0148,AI Engineer,2685489.94,0.057068791713735,Low,0.0,0.0
ENG-00644,2026-08-01,68.87,Watch,C-0041,Client 041,Banking,T-0130,AI Engineer,902939.69,0.2389512517402227,Low,9932336.59,2373344.260885715
ENG-00645,2025-07-01,66.18,Watch,C-0046,Client 046,Logistics,T-0035,Data Scientist,1052326.49,0.8757331444830574,Critical,0.0,0.0
ENG-00646,2025-06-01,64.1,Watch,C-0047,Client 047,Healthcare,T-0332,Data Scientist,2912973.42,0.9327643618907876,Critical,11651893.68,10868471.1732445
ENG-00647,2026-04-01,85.8,Healthy,C-0021,Client 021,Retail,T-0190,AI Engineer,3469612.25,0.0006696816827343,Low,0.0,0.0
ENG-00648,2026-08-01,67.74,Watch,C-0060,Client 060,Insurance,T-0060,Data Analyst,1120258.32,0.1192338904499186,Low,8962066.56,1068582.0624199188
ENG-00649,2026-05-01,79.7,Watch,C-0001,Client 001,FinTech,T-0200,Data Scientist,2141048.41,0.0179493817785837,Low,0.0,0.0
ENG-00650,2026-08-01,64.23,Watch,C-0030,Client 030,Healthcare,T-0469,ML Engineer,2825123.87,0.8815028928774321,Critical,28251238.700000003,24903548.641420867
ENG-00651,2025-08-01,80.65,Healthy,C-0037,Client 037,Energy,T-0131,Data Scientist,811480.27,0.0719103458743647,Low,0.0,0.0
ENG-00652,2026-01-01,77.25,Watch,C-0004,Client 004,Healthcare,T-0448,Analytics Engineer,2298091.93,0.0236774695031624,Low,0.0,0.0
ENG-00653,2025-06-01,62.72,Watch,C-0028,Client 028,Energy,T-0130,AI Engineer,3162850.18,0.8888620564487856,Critical,0.0,0.0
ENG-00654,2025-03-01,61.5,Watch,C-0036,Client 036,FinTech,T-0093,Data Scientist,918881.49,0.960108600155712,Critical,2756644.4699999997,2646678.0632186844
ENG-00655,2025-11-01,80.51,Healthy,C-0037,Client 037,Energy,T-0131,Data Scientist,1780180.54,0.0117996618901684,Low,0.0,0.0
ENG-00656,2025-05-01,75.82,Watch,C-0008,Client 008,Insurance,T-0162,AI Engineer,2439542.63,0.2199264335005426,Low,0.0,0.0
ENG-00657,2026-02-01,74.72,Watch,C-0017,Client 017,Retail,T-0061,Data Scientist,2048792.27,0.0127776582334918,Low,0.0,0.0
ENG-00658,2026-05-01,50.79,Critical,C-0015,Client 015,Insurance,T-0294,Data Engineer,1638628.24,0.998712542294496,Critical,6554512.96,6546074.3017838225
ENG-00659,2025-07-01,78.75,Watch,C-0039,Client 039,Telecom,T-0167,ML Engineer,1304622.46,0.048353926551195,Low,0.0,0.0
ENG-00660,2025-05-01,43.11,Critical,C-0020,Client 020,Healthcare,T-0360,Analytics Engineer,2700071.34,0.993104185354414,Critical,8100214.02,8044356.445528503
ENG-00661,2026-04-01,71.33,Watch,C-0035,Client 035,Logistics,T-0246,Data Engineer,1378830.96,0.078923326947861,Low,0.0,0.0
ENG-00662,2025-03-01,75.27,Watch,C-0044,Client 044,Telecom,T-0222,Data Analyst,943660.83,0.016315441636404,Low,0.0,0.0
ENG-00663,2025-06-01,58.61,Critical,C-0048,Client 048,Logistics,T-0236,AI Engineer,1830985.21,0.99286865424547,Critical,3661970.42,3635855.6427921182
ENG-00664,2027-02-01,61.47,Watch,C-0012,Client 012,Logistics,T-0079,BI Developer,769938.62,0.9484264306339156,Critical,3079754.48,2920920.548695211
ENG-00665,2025-04-01,88.57,Healthy,C-0055,Client 055,Healthcare,T-0357,Analytics Engineer,1539694.55,0.0009046267844676,Low,0.0,0.0
ENG-00666,2025-04-01,88.78,Healthy,C-0010,Client 010,FinTech,T-0053,BI Developer,1661339.92,5.1031121856139294e-05,Low,0.0,0.0
ENG-00667,2025-12-01,73.44,Watch,C-0002,Client 002,Energy,T-0361,Analytics Engineer,3514625.86,0.0311429555134689,Low,0.0,0.0
ENG-00668,2026-08-01,78.91,Watch,C-0003,Client 003,Insurance,T-0500,BI Developer,1751406.2,0.0036085872682983,Low,1751406.2,6320.102114938706
ENG-00669,2025-08-01,40.84,Critical,C-0013,Client 013,Insurance,T-0382,ML Engineer,1126365.34,0.9999527296781978,Critical,3379096.0200000005,3378936.289043735
ENG-00670,2025-10-01,73.06,Watch,C-0053,Client 053,Telecom,T-0228,Analytics Engineer,1947835.47,0.0417021140776205,Low,0.0,0.0
ENG-00671,2025-05-01,73.51,Watch,C-0013,Client 013,Insurance,T-0158,Data Engineer,1633736.67,0.067173911298945,Low,0.0,0.0
ENG-00672,2025-09-01,75.09,Watch,C-0042,Client 042,Energy,T-0437,Analytics Engineer,2132112.02,0.0063625009043063,Low,0.0,0.0
ENG-00673,2026-10-01,54.05,Critical,C-0026,Client 026,Insurance,T-0129,Data Analyst,2871595.95,0.9985408677538272,Critical,8614787.850000001,8602217.73525413
ENG-00674,2026-06-01,68.53,Watch,C-0003,Client 003,Insurance,T-0242,AI Engineer,881671.06,0.054100860758313,Low,0.0,0.0
ENG-00675,2025-07-01,71.28,Watch,C-0027,Client 027,Healthcare,T-0386,Data Engineer,1557503.94,0.2070305847116704,Low,0.0,0.0
ENG-00676,2026-08-01,73.44,Watch,C-0002,Client 002,Energy,T-0462,Analytics Engineer,2175092.37,0.049420141926605,Low,10875461.850000001,537466.8681443783
ENG-00677,2024-12-01,72.06,Watch,C-0029,Client 029,Retail,T-0461,ML Engineer,2607394.72,0.2977698465592568,Low,0.0,0.0
ENG-00678,2026-08-01,83.67,Healthy,C-0034,Client 034,Retail,T-0044,ML Engineer,1593133.69,0.0072957451860182,Low,7965668.449999999,58115.487247504556
ENG-00679,2025-01-01,66.88,Watch,C-0032,Client 032,Banking,T-0450,AI Engineer,2755295.7,0.0287014989999221,Low,0.0,0.0
ENG-00680,2025-03-01,69.72,Watch,C-0017,Client 017,Retail,T-0058,ML Engineer,948727.98,0.1371298458694979,Low,0.0,0.0
ENG-00681,2026-11-01,47.44,Critical,C-0046,Client 046,Logistics,T-0293,Data Engineer,1508146.25,0.9843185450602384,Critical,3016292.5,2968992.645076109
ENG-00682,2025-08-01,80.22,Healthy,C-0036,Client 036,FinTech,T-0465,Data Analyst,1714268.18,0.0112747704762509,Low,0.0,0.0
ENG-00683,2025-09-01,58.38,Critical,C-0016,Client 016,Energy,T-0328,Data Engineer,1209465.35,0.9042476595301432,Critical,2418930.7,2187312.424040611
ENG-00684,2024-08-01,45.51,Critical,C-0027,Client 027,Healthcare,T-0474,AI Engineer,965348.14,0.9999522767088028,Critical,3861392.56,3861208.2816384328
ENG-00685,2026-04-01,82.85,Healthy,C-0007,Client 007,FinTech,T-0173,Data Engineer,2204508.64,0.0147693422122728,Low,0.0,0.0
ENG-00686,2026-06-01,81.96,Healthy,C-0056,Client 056,FinTech,T-0158,Data Engineer,1270777.93,0.0046055129199539,Low,0.0,0.0
ENG-00687,2025-02-01,84.28,Healthy,C-0046,Client 046,Logistics,T-0164,BI Developer,957335.88,0.0014948991929112,Low,0.0,0.0
ENG-00688,2026-07-01,73.39,Watch,C-0018,Client 018,Banking,T-0178,Data Analyst,2388356.64,0.7998658202185681,Critical,0.0,0.0
ENG-00689,2025-12-01,50.39,Critical,C-0041,Client 041,Banking,T-0342,AI Engineer,2676789.01,0.99635971784847,Critical,5353578.02,5334089.48548697
ENG-00690,2025-03-01,84.05,Healthy,C-0041,Client 041,Banking,T-0227,Data Engineer,1100838.31,0.0038283051640779,Low,0.0,0.0
ENG-00691,2025-05-01,66.52,Watch,C-0037,Client 037,Energy,T-0369,BI Developer,3315540.79,0.5139514945345283,Watch,0.0,0.0
ENG-00692,2026-03-01,74.24,Watch,C-0004,Client 004,Healthcare,T-0209,ML Engineer,2198594.1,0.0918232175853495,Low,0.0,0.0
ENG-00693,2024-12-01,67.31,Watch,C-0053,Client 053,Telecom,T-0154,Analytics Engineer,999645.49,0.745801015535764,Critical,0.0,0.0
ENG-00694,2026-07-01,71.67,Watch,C-0058,Client 058,Banking,T-0096,AI Engineer,1429719.58,0.6864523044713133,Critical,0.0,0.0
ENG-00695,2026-04-01,83.09,Healthy,C-0059,Client 059,Insurance,T-0276,Data Analyst,1391603.78,0.0031676402164783,Low,0.0,0.0
ENG-00696,2026-06-01,79.43,Watch,C-0059,Client 059,Insurance,T-0450,AI Engineer,2120057.82,0.0180676443561944,Low,0.0,0.0
ENG-00697,2026-04-01,62.88,Watch,C-0056,Client 056,FinTech,T-0430,Data Analyst,2655073.23,0.9654023057059632,Critical,5310146.46,5126427.6361203585
ENG-00698,2024-09-01,61.78,Watch,C-0045,Client 045,FinTech,T-0127,ML Engineer,2161244.26,0.4564009807782806,Watch,4322488.52,1972787.9999308584
ENG-00699,2026-01-01,64.09,Watch,C-0004,Client 004,Healthcare,T-0239,Analytics Engineer,913295.3,0.7179319823415853,Critical,0.0,0.0
ENG-00700,2025-06-01,47.8,Critical,C-0028,Client 028,Energy,T-0353,Data Engineer,2588635.37,0.9993822047213228,Critical,10354541.48,10348144.49316079
ENG-00701,2025-04-01,73.05,Watch,C-0015,Client 015,Insurance,T-0307,ML Engineer,1122332.8,0.0102356633067832,Low,0.0,0.0
ENG-00702,2026-08-01,79.57,Watch,C-0014,Client 014,Energy,T-0034,BI Developer,1010540.25,0.0183310250743,Low,6063241.5,111145.43196803636
ENG-00703,2025-03-01,86.85,Healthy,C-0050,Client 050,Energy,T-0296,Data Engineer,2075918.53,0.0016886261789568,Low,0.0,0.0
ENG-00704,2025-07-01,76.31,Watch,C-0049,Client 049,Insurance,T-0020,Analytics Engineer,781441.24,0.1013385443053842,Low,0.0,0.0
ENG-00705,2026-08-01,69.26,Watch,C-0032,Client 032,Banking,T-0059,Data Engineer,2220258.14,0.1443487430570328,Low,22202581.400000002,3204914.7177114557
ENG-00706,2024-12-01,48.54,Critical,C-0045,Client 045,FinTech,T-0327,Data Engineer,1045479.98,0.9944483633116716,Critical,2090959.96,2079351.7099722384
ENG-00707,2026-02-01,57.78,Critical,C-0008,Client 008,Insurance,T-0052,Data Engineer,1424487.67,0.9910028910804232,Critical,2848975.34,2823342.798556831
ENG-00708,2026-01-01,74.47,Watch,C-0014,Client 014,Energy,T-0170,Data Analyst,3344784.08,0.1140672193815697,Low,0.0,0.0
ENG-00709,2026-04-01,68.96,Watch,C-0052,Client 052,Banking,T-0295,Analytics Engineer,1411879.63,0.4330280700276024,Watch,0.0,0.0
ENG-00710,2026-08-01,74.77,Watch,C-0028,Client 028,Energy,T-0328,Data Engineer,967234.9,0.0310038906685514,Low,3868939.6,119952.180361629
ENG-00711,2025-10-01,76.75,Watch,C-0033,Client 033,FinTech,T-0223,AI Engineer,1994883.49,0.0752939922582137,Low,0.0,0.0
